Model,Accuracy,Macro-F1,RMSE,R²
Linear Regression,0.4849077697037451,0.4700074375584699,1.6062395804136076,0.22302176096117776
Ridge Regression,0.4849077697037451,0.47033808856441645,1.6069507276442956,0.2223336092720387
Lasso Regression,0.48378982671883736,0.46870604274313815,1.6060787846633986,0.22317731502290628
Elastic Net Regression,0.48378982671883736,0.46870604274313815,1.6060787846633986,0.22317731502290628
