precision,recall,f1-score,support,Model,League,SplitDate,N_train,N_test
0.5278884462151394,0.4898336414048059,0.5081495685522531,1082.0,XGBoost,all_leagues,2022-07-01,12782,3578
0.31022727272727274,0.30132450331125826,0.3057110862262038,906.0,XGBoost,all_leagues,2022-07-01,12782,3578
0.6127508854781583,0.6528301886792452,0.6321559074299634,1590.0,XGBoost,all_leagues,2022-07-01,12782,3578
0.514533258803801,0.514533258803801,0.514533258803801,0.514533258803801,XGBoost,all_leagues,2022-07-01,12782,3578
0.48362220147352347,0.4813294444651031,0.48200552073614017,3578.0,XGBoost,all_leagues,2022-07-01,12782,3578
0.5104849401358194,0.514533258803801,0.5119955198737061,3578.0,XGBoost,all_leagues,2022-07-01,12782,3578
