Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,Bb1X2,Season
I1,2015-11-01,Carpi,Verona,0.0,0.0,D,11.0,11.0,6.0,3.0,19.0,17.0,5.0,6.0,2.0,3.0,0.0,0.0,2.3,3.25,3.25,2.31,3.31,3.51,2.33,3.4,3.6,2.26,3.22,3.28,47.0,2015/2016
I1,2015-11-01,Fiorentina,Frosinone,4.0,1.0,H,31.0,6.0,9.0,1.0,11.0,11.0,8.0,1.0,0.0,1.0,0.0,0.0,1.22,6.0,15.0,1.27,6.25,14.26,1.28,6.5,15.0,1.24,5.86,12.53,47.0,2015/2016
I1,2015-11-01,Genoa,Napoli,0.0,0.0,D,9.0,18.0,1.0,8.0,12.0,16.0,1.0,6.0,3.0,2.0,0.0,0.0,4.5,3.6,1.83,4.76,3.72,1.85,4.8,3.8,1.95,4.37,3.56,1.83,47.0,2015/2016
I1,2015-11-01,Lazio,Milan,1.0,3.0,A,10.0,9.0,4.0,3.0,21.0,11.0,7.0,3.0,2.0,2.0,0.0,0.0,2.0,3.3,4.0,2.03,3.47,4.17,2.05,3.5,4.27,2.01,3.33,3.86,47.0,2015/2016
I1,2015-11-01,Udinese,Sassuolo,0.0,0.0,D,14.0,6.0,2.0,2.0,14.0,12.0,10.0,1.0,1.0,2.0,0.0,0.0,2.25,3.3,3.3,2.37,3.23,3.46,2.4,3.3,3.6,2.3,3.18,3.26,47.0,2015/2016
I1,2015-11-02,Chievo,Sampdoria,1.0,1.0,D,14.0,10.0,2.0,3.0,19.0,10.0,4.0,3.0,3.0,2.0,0.0,0.0,2.05,3.3,3.8,2.1,3.31,4.12,2.2,3.4,4.2,2.07,3.26,3.72,44.0,2015/2016
I1,2015-11-02,Palermo,Empoli,0.0,1.0,A,16.0,11.0,4.0,5.0,25.0,15.0,7.0,4.0,6.0,3.0,0.0,0.0,2.25,3.2,3.4,2.36,3.32,3.39,2.38,3.35,3.65,2.27,3.18,3.28,44.0,2015/2016
I1,2015-11-07,Milan,Atalanta,0.0,0.0,D,8.0,15.0,3.0,4.0,15.0,19.0,4.0,6.0,4.0,4.0,0.0,0.0,1.67,3.75,5.5,1.69,3.88,5.84,1.7,3.97,6.0,1.66,3.73,5.36,45.0,2015/2016
I1,2015-11-07,Verona,Bologna,0.0,2.0,A,11.0,10.0,2.0,4.0,15.0,10.0,9.0,4.0,1.0,1.0,0.0,0.0,2.2,3.3,3.4,2.28,3.35,3.54,2.3,3.4,3.75,2.21,3.22,3.41,45.0,2015/2016
I1,2015-11-08,Empoli,Juventus,1.0,3.0,A,12.0,11.0,4.0,4.0,14.0,23.0,4.0,3.0,2.0,3.0,0.0,0.0,5.25,3.5,1.75,5.4,3.55,1.81,5.5,3.6,1.81,5.0,3.46,1.77,45.0,2015/2016
I1,2015-11-08,Frosinone,Genoa,2.0,2.0,D,18.0,10.0,5.0,3.0,16.0,23.0,6.0,5.0,2.0,3.0,0.0,1.0,3.4,3.3,2.2,3.53,3.44,2.24,3.6,3.5,2.3,3.36,3.28,2.2,45.0,2015/2016
I1,2015-11-08,Napoli,Udinese,1.0,0.0,H,15.0,8.0,5.0,2.0,15.0,10.0,7.0,5.0,3.0,3.0,0.0,0.0,1.22,6.5,13.0,1.25,6.7,14.0,1.3,6.7,15.0,1.25,5.91,12.24,45.0,2015/2016
I1,2015-11-08,Palermo,Chievo,1.0,0.0,H,14.0,13.0,3.0,3.0,11.0,15.0,10.0,8.0,4.0,3.0,0.0,0.0,2.3,3.2,3.3,2.36,3.27,3.45,2.4,3.3,3.6,2.31,3.16,3.25,45.0,2015/2016
I1,2015-11-08,Roma,Lazio,2.0,0.0,H,14.0,7.0,2.0,2.0,20.0,12.0,2.0,6.0,3.0,4.0,0.0,0.0,1.91,3.5,4.2,2.03,3.67,3.91,2.05,3.7,4.33,1.96,3.5,3.88,44.0,2015/2016
I1,2015-11-08,Sampdoria,Fiorentina,0.0,2.0,A,3.0,20.0,2.0,7.0,23.0,10.0,1.0,8.0,3.0,3.0,0.0,0.0,3.75,3.4,2.05,3.89,3.49,2.1,4.2,3.55,2.12,3.77,3.38,2.03,45.0,2015/2016
I1,2015-11-08,Sassuolo,Carpi,1.0,0.0,H,9.0,7.0,4.0,2.0,13.0,21.0,6.0,7.0,4.0,5.0,0.0,0.0,1.73,3.6,5.25,1.72,3.8,5.7,1.75,3.8,5.75,1.71,3.6,5.22,45.0,2015/2016
I1,2015-11-08,Torino,Inter Milan,0.0,1.0,A,16.0,7.0,8.0,2.0,12.0,7.0,5.0,2.0,2.0,1.0,0.0,0.0,2.75,3.2,2.7,2.8,3.3,2.78,2.85,3.3,2.8,2.73,3.16,2.68,45.0,2015/2016
I1,2015-11-21,Bologna,Roma,2.0,2.0,D,9.0,14.0,3.0,5.0,22.0,18.0,5.0,5.0,5.0,4.0,0.0,0.0,5.0,3.6,1.75,5.1,3.72,1.8,5.4,3.75,1.81,4.87,3.56,1.76,44.0,2015/2016
I1,2015-11-21,Juventus,Milan,1.0,0.0,H,16.0,9.0,5.0,2.0,15.0,14.0,3.0,1.0,2.0,2.0,0.0,0.0,1.62,3.6,6.5,1.62,3.89,6.86,1.65,4.05,7.5,1.6,3.71,6.36,44.0,2015/2016
I1,2015-11-22,Genoa,Sassuolo,2.0,1.0,H,14.0,9.0,3.0,4.0,21.0,18.0,6.0,6.0,3.0,0.0,1.0,1.0,2.05,3.3,3.8,2.08,3.41,4.07,2.1,3.5,4.1,2.03,3.33,3.79,43.0,2015/2016
I1,2015-11-22,Carpi,Chievo,1.0,2.0,A,19.0,9.0,3.0,3.0,18.0,26.0,9.0,6.0,4.0,3.0,0.0,0.0,2.8,3.0,2.75,2.89,3.09,2.85,2.9,3.2,2.88,2.8,3.01,2.72,44.0,2015/2016
I1,2015-11-22,Fiorentina,Empoli,2.0,2.0,D,18.0,15.0,5.0,4.0,20.0,12.0,6.0,3.0,5.0,3.0,0.0,0.0,1.5,4.2,7.0,1.48,4.59,7.87,1.51,4.6,7.87,1.49,4.22,6.86,44.0,2015/2016
I1,2015-11-22,Atalanta,Torino,0.0,1.0,A,15.0,14.0,1.0,4.0,13.0,22.0,10.0,3.0,2.0,1.0,0.0,0.0,2.6,3.2,2.88,2.73,3.26,2.88,2.8,3.3,2.95,2.62,3.15,2.8,43.0,2015/2016
I1,2015-11-22,Verona,Napoli,0.0,2.0,A,3.0,22.0,3.0,10.0,8.0,9.0,3.0,6.0,3.0,2.0,0.0,0.0,8.0,4.75,1.4,8.03,4.81,1.45,8.5,4.95,1.48,7.35,4.56,1.43,44.0,2015/2016
I1,2015-11-22,Lazio,Palermo,1.0,1.0,D,18.0,13.0,3.0,8.0,18.0,18.0,10.0,2.0,3.0,3.0,0.0,0.0,1.45,4.33,7.5,1.5,4.37,7.93,1.53,4.44,8.0,1.48,4.18,7.15,42.0,2015/2016
I1,2015-11-22,Udinese,Sampdoria,1.0,0.0,H,9.0,10.0,4.0,0.0,18.0,14.0,6.0,1.0,3.0,1.0,0.0,1.0,2.15,3.3,3.6,2.16,3.46,3.72,2.24,3.48,3.8,2.14,3.32,3.48,44.0,2015/2016
I1,2015-11-22,Inter Milan,Frosinone,4.0,0.0,H,22.0,11.0,10.0,4.0,15.0,18.0,6.0,7.0,1.0,3.0,0.0,0.0,1.2,6.5,17.0,1.2,7.45,19.3,1.22,7.5,20.0,1.2,6.47,15.23,44.0,2015/2016
I1,2015-11-28,Milan,Sampdoria,4.0,1.0,H,23.0,10.0,10.0,2.0,18.0,14.0,4.0,2.0,1.0,2.0,0.0,0.0,1.57,4.0,6.0,1.6,4.18,6.5,1.65,4.18,6.57,1.57,3.9,6.16,52.0,2015/2016
I1,2015-11-28,Torino,Bologna,2.0,0.0,H,14.0,3.0,6.0,0.0,8.0,10.0,7.0,2.0,0.0,1.0,0.0,0.0,1.62,3.8,6.0,1.65,3.87,6.36,1.7,3.88,6.5,1.63,3.65,5.95,52.0,2015/2016
I1,2015-11-29,Chievo,Udinese,2.0,3.0,A,12.0,14.0,6.0,5.0,21.0,17.0,3.0,6.0,5.0,2.0,0.0,0.0,2.1,3.2,3.8,2.26,3.19,3.79,2.26,3.3,3.81,2.18,3.14,3.58,52.0,2015/2016
I1,2015-11-29,Empoli,Lazio,1.0,0.0,H,5.0,16.0,1.0,5.0,15.0,18.0,3.0,8.0,4.0,0.0,0.0,0.0,2.9,3.3,2.5,3.06,3.32,2.55,3.13,3.32,2.6,2.94,3.22,2.46,51.0,2015/2016
I1,2015-11-29,Frosinone,Verona,3.0,2.0,H,16.0,16.0,6.0,8.0,24.0,27.0,6.0,4.0,2.0,4.0,0.0,1.0,2.6,3.2,2.8,2.67,3.28,2.93,2.68,3.31,2.96,2.56,3.2,2.83,51.0,2015/2016
I1,2015-11-29,Genoa,Carpi,1.0,2.0,A,9.0,15.0,3.0,5.0,9.0,19.0,9.0,7.0,0.0,3.0,1.0,0.0,1.62,3.8,6.0,1.61,3.92,6.99,1.62,4.0,7.05,1.58,3.78,6.34,52.0,2015/2016
I1,2015-11-29,Palermo,Juventus,0.0,3.0,A,11.0,16.0,0.0,4.0,13.0,15.0,1.0,7.0,2.0,3.0,0.0,0.0,7.0,3.75,1.57,6.93,3.9,1.61,7.0,3.9,1.64,6.41,3.72,1.59,52.0,2015/2016
I1,2015-11-29,Roma,Atalanta,0.0,2.0,A,17.0,4.0,3.0,3.0,23.0,22.0,9.0,3.0,1.0,2.0,1.0,2.0,1.5,4.33,6.5,1.51,4.42,7.72,1.57,4.42,7.73,1.49,4.16,6.95,51.0,2015/2016
I1,2015-11-30,Napoli,Inter Milan,2.0,1.0,H,12.0,11.0,4.0,2.0,8.0,7.0,4.0,5.0,4.0,1.0,0.0,1.0,1.67,3.75,5.5,1.69,3.89,5.84,1.75,3.9,5.85,1.67,3.73,5.36,49.0,2015/2016
I1,2015-11-30,Sassuolo,Fiorentina,1.0,1.0,D,16.0,17.0,2.0,4.0,16.0,16.0,7.0,4.0,2.0,1.0,0.0,0.0,3.75,3.3,2.1,3.86,3.48,2.11,4.0,3.5,2.2,3.63,3.35,2.08,49.0,2015/2016
I1,2015-12-04,Lazio,Juventus,0.0,2.0,A,11.0,7.0,3.0,1.0,18.0,15.0,6.0,1.0,5.0,3.0,0.0,0.0,3.6,3.25,2.15,3.57,3.36,2.26,3.8,3.36,2.26,3.49,3.22,2.19,49.0,2015/2016
I1,2015-12-05,Inter Milan,Genoa,1.0,0.0,H,15.0,4.0,5.0,2.0,13.0,16.0,5.0,3.0,1.0,3.0,1.0,0.0,1.62,4.0,5.5,1.65,4.11,5.8,1.67,4.11,6.21,1.62,3.88,5.6,49.0,2015/2016
I1,2015-12-05,Torino,Roma,1.0,1.0,D,11.0,5.0,5.0,3.0,18.0,13.0,2.0,5.0,3.0,4.0,0.0,0.0,2.75,3.1,2.7,2.89,3.13,2.82,2.89,3.21,2.82,2.75,3.07,2.72,49.0,2015/2016
I1,2015-12-06,Atalanta,Palermo,3.0,0.0,H,12.0,17.0,4.0,4.0,15.0,20.0,3.0,8.0,1.0,3.0,1.0,0.0,1.83,3.5,4.5,1.81,3.64,5.21,1.87,3.64,5.25,1.8,3.47,4.75,49.0,2015/2016
I1,2015-12-06,Bologna,Napoli,3.0,2.0,H,11.0,16.0,4.0,7.0,19.0,11.0,4.0,7.0,2.0,0.0,0.0,0.0,8.0,4.33,1.44,7.7,4.53,1.5,8.0,4.6,1.5,7.25,4.35,1.46,49.0,2015/2016
I1,2015-12-06,Carpi,Milan,0.0,0.0,D,11.0,20.0,3.0,7.0,15.0,22.0,2.0,12.0,0.0,2.0,0.0,0.0,5.0,3.6,1.75,5.37,3.61,1.79,5.75,3.61,1.81,5.07,3.49,1.75,49.0,2015/2016
I1,2015-12-06,Fiorentina,Udinese,3.0,0.0,H,14.0,8.0,5.0,0.0,16.0,14.0,7.0,1.0,2.0,5.0,0.0,0.0,1.44,4.5,7.5,1.48,4.54,8.04,1.55,4.54,8.04,1.47,4.3,7.07,49.0,2015/2016
I1,2015-12-06,Frosinone,Chievo,0.0,2.0,A,14.0,10.0,3.0,3.0,18.0,21.0,9.0,6.0,3.0,5.0,0.0,1.0,3.1,3.2,2.4,3.2,3.29,2.47,3.25,3.3,2.5,3.08,3.16,2.41,49.0,2015/2016
I1,2015-12-06,Sampdoria,Sassuolo,1.0,3.0,A,8.0,16.0,2.0,10.0,19.0,18.0,11.0,6.0,2.0,3.0,0.0,0.0,2.38,3.2,3.2,2.44,3.3,3.26,2.5,3.35,3.3,2.4,3.19,3.07,49.0,2015/2016
I1,2015-12-06,Verona,Empoli,0.0,1.0,A,18.0,11.0,4.0,5.0,18.0,7.0,12.0,0.0,1.0,4.0,0.0,0.0,3.0,3.1,2.5,2.98,3.27,2.64,3.0,3.31,2.7,2.88,3.15,2.56,49.0,2015/2016
I1,2015-12-12,Genoa,Bologna,0.0,1.0,A,19.0,10.0,4.0,2.0,13.0,19.0,10.0,7.0,0.0,2.0,1.0,1.0,1.91,3.4,4.33,1.96,3.4,4.64,2.0,3.4,4.75,1.93,3.29,4.32,48.0,2015/2016
I1,2015-12-12,Palermo,Frosinone,4.0,1.0,H,20.0,15.0,6.0,3.0,18.0,16.0,6.0,4.0,2.0,3.0,0.0,0.0,1.7,3.8,5.0,1.76,3.84,5.25,1.83,3.84,5.5,1.74,3.63,4.96,49.0,2015/2016
I1,2015-12-12,Udinese,Inter Milan,0.0,4.0,A,22.0,13.0,7.0,7.0,12.0,15.0,9.0,2.0,3.0,3.0,0.0,0.0,4.0,3.3,2.0,4.25,3.48,2.01,4.5,3.6,2.1,4.0,3.33,1.99,49.0,2015/2016
I1,2015-12-13,Chievo,Atalanta,1.0,0.0,H,15.0,6.0,3.0,2.0,14.0,17.0,5.0,1.0,3.0,2.0,0.0,2.0,2.4,3.1,3.2,2.55,3.15,3.23,2.56,3.2,3.3,2.48,3.05,3.08,48.0,2015/2016
I1,2015-12-13,Empoli,Carpi,3.0,0.0,H,13.0,14.0,4.0,4.0,7.0,13.0,2.0,4.0,0.0,2.0,0.0,0.0,1.67,3.75,5.5,1.72,3.76,5.79,1.75,3.76,6.25,1.68,3.6,5.48,49.0,2015/2016
I1,2015-12-13,Juventus,Fiorentina,3.0,1.0,H,16.0,6.0,6.0,1.0,17.0,20.0,3.0,1.0,3.0,5.0,0.0,0.0,1.67,3.75,5.5,1.67,3.74,6.55,1.7,3.8,6.71,1.64,3.62,5.97,49.0,2015/2016
I1,2015-12-13,Milan,Verona,1.0,1.0,D,17.0,11.0,6.0,2.0,11.0,16.0,9.0,7.0,3.0,6.0,1.0,0.0,1.36,4.75,9.0,1.35,5.23,11.49,1.4,5.23,11.5,1.34,4.84,9.71,48.0,2015/2016
I1,2015-12-13,Napoli,Roma,0.0,0.0,D,12.0,5.0,4.0,0.0,13.0,17.0,7.0,1.0,2.0,3.0,0.0,0.0,1.57,4.33,5.5,1.65,4.04,6.09,1.67,4.33,6.25,1.6,3.94,5.7,49.0,2015/2016
I1,2015-12-14,Lazio,Sampdoria,1.0,1.0,D,14.0,10.0,2.0,4.0,16.0,15.0,7.0,0.0,2.0,4.0,0.0,0.0,1.45,4.2,8.0,1.53,4.33,7.45,1.53,4.33,8.0,1.49,4.13,7.06,47.0,2015/2016
I1,2015-12-19,Bologna,Empoli,2.0,3.0,A,13.0,18.0,4.0,7.0,17.0,15.0,9.0,6.0,2.0,4.0,0.0,0.0,2.5,3.1,3.1,2.43,3.23,3.34,2.5,3.23,3.4,2.4,3.08,3.18,49.0,2015/2016
I1,2015-12-20,Inter Milan,Lazio,1.0,2.0,A,7.0,7.0,1.0,3.0,16.0,25.0,5.0,4.0,1.0,2.0,1.0,1.0,1.75,3.6,5.0,1.83,3.65,5.03,1.83,3.71,5.29,1.77,3.54,4.83,48.0,2015/2016
I1,2015-12-20,Atalanta,Napoli,1.0,3.0,A,16.0,16.0,5.0,5.0,13.0,15.0,7.0,4.0,1.0,1.0,1.0,1.0,6.0,3.8,1.62,6.55,3.92,1.63,6.59,4.0,1.7,5.79,3.76,1.63,48.0,2015/2016
I1,2015-12-20,Carpi,Juventus,2.0,3.0,A,11.0,10.0,3.0,6.0,16.0,15.0,3.0,3.0,1.0,0.0,0.0,0.0,11.0,4.5,1.36,11.9,4.8,1.37,12.0,4.84,1.4,9.9,4.39,1.38,48.0,2015/2016
I1,2015-12-20,Frosinone,Milan,2.0,4.0,A,15.0,23.0,5.0,10.0,14.0,11.0,2.0,11.0,5.0,3.0,0.0,0.0,5.5,3.8,1.67,5.49,3.82,1.74,5.52,3.82,1.8,5.06,3.66,1.71,49.0,2015/2016
I1,2015-12-20,Sampdoria,Palermo,2.0,0.0,H,16.0,11.0,6.0,5.0,12.0,25.0,6.0,3.0,2.0,4.0,0.0,0.0,2.15,3.3,3.5,2.16,3.44,3.75,2.18,3.44,3.85,2.11,3.31,3.57,49.0,2015/2016
I1,2015-12-20,Roma,Genoa,2.0,0.0,H,7.0,12.0,3.0,4.0,13.0,5.0,5.0,8.0,3.0,1.0,1.0,0.0,1.5,4.33,6.5,1.49,4.55,7.69,1.53,4.55,8.0,1.49,4.25,6.81,49.0,2015/2016
I1,2015-12-20,Torino,Udinese,0.0,1.0,A,10.0,12.0,1.0,6.0,22.0,16.0,7.0,7.0,2.0,1.0,0.0,1.0,1.67,3.75,5.5,1.71,3.75,5.89,1.75,3.9,6.25,1.68,3.6,5.49,48.0,2015/2016
I1,2015-12-20,Verona,Sassuolo,1.0,1.0,D,10.0,16.0,6.0,5.0,15.0,14.0,6.0,8.0,2.0,1.0,0.0,0.0,2.7,3.3,2.63,2.76,3.39,2.76,2.83,3.39,2.84,2.71,3.22,2.65,48.0,2015/2016
I1,2015-12-20,Fiorentina,Chievo,2.0,0.0,H,13.0,6.0,8.0,0.0,19.0,14.0,7.0,2.0,1.0,2.0,0.0,0.0,1.44,4.33,8.0,1.49,4.38,8.4,1.5,4.41,8.5,1.46,4.2,7.5,48.0,2015/2016
I1,2016-01-05,Genoa,Sampdoria,2.0,3.0,A,18.0,11.0,10.0,5.0,18.0,16.0,12.0,5.0,6.0,1.0,0.0,0.0,2.25,3.2,3.4,2.31,3.23,3.6,2.35,3.25,3.63,2.26,3.13,3.43,49.0,2015/2016
I1,2016-01-06,Juventus,Verona,3.0,0.0,H,15.0,7.0,6.0,1.0,17.0,11.0,9.0,3.0,3.0,2.0,0.0,0.0,1.17,7.0,19.0,1.21,7.27,18.43,1.21,7.7,23.0,1.18,6.73,17.44,49.0,2015/2016
I1,2016-01-06,Chievo,Roma,3.0,3.0,D,12.0,14.0,6.0,5.0,12.0,13.0,8.0,2.0,3.0,2.0,0.0,0.0,3.4,3.3,2.2,3.63,3.41,2.21,3.75,3.41,2.3,3.43,3.25,2.19,49.0,2015/2016
I1,2016-01-06,Empoli,Inter Milan,0.0,1.0,A,16.0,14.0,4.0,3.0,9.0,10.0,8.0,5.0,2.0,2.0,0.0,0.0,3.4,3.2,2.25,3.6,3.28,2.28,3.7,3.28,2.31,3.43,3.19,2.22,49.0,2015/2016
I1,2016-01-06,Udinese,Atalanta,2.0,1.0,H,18.0,22.0,6.0,7.0,18.0,18.0,4.0,5.0,3.0,3.0,0.0,0.0,2.2,3.25,3.5,2.24,3.34,3.58,2.3,3.34,3.61,2.24,3.2,3.39,49.0,2015/2016
I1,2016-01-06,Lazio,Carpi,0.0,0.0,D,15.0,5.0,0.0,2.0,12.0,9.0,9.0,7.0,2.0,1.0,0.0,0.0,1.4,4.75,8.0,1.42,4.73,9.63,1.42,4.8,10.0,1.39,4.58,8.87,49.0,2015/2016
I1,2016-01-06,Palermo,Fiorentina,1.0,3.0,A,11.0,11.0,3.0,5.0,23.0,16.0,4.0,3.0,3.0,3.0,0.0,0.0,4.33,3.6,1.83,4.83,3.67,1.85,4.83,3.7,1.9,4.44,3.52,1.83,49.0,2015/2016
I1,2016-01-06,Sassuolo,Frosinone,2.0,2.0,D,30.0,5.0,3.0,2.0,14.0,21.0,8.0,1.0,1.0,2.0,1.0,0.0,1.53,4.0,7.0,1.55,4.31,7.0,1.65,4.32,7.02,1.54,4.02,6.48,49.0,2015/2016
I1,2016-01-06,Napoli,Torino,2.0,1.0,H,17.0,9.0,8.0,4.0,12.0,21.0,7.0,5.0,2.0,4.0,0.0,0.0,1.36,5.0,9.0,1.41,4.88,9.21,1.44,5.0,9.26,1.39,4.6,8.42,49.0,2015/2016
I1,2016-01-06,Milan,Bologna,0.0,1.0,A,17.0,7.0,4.0,3.0,16.0,12.0,10.0,0.0,6.0,5.0,0.0,0.0,1.5,4.2,7.0,1.53,4.28,7.39,1.57,4.29,7.5,1.51,4.05,6.79,49.0,2015/2016
I1,2016-01-09,Carpi,Udinese,2.0,1.0,H,13.0,10.0,6.0,5.0,17.0,10.0,6.0,5.0,1.0,1.0,0.0,0.0,3.1,3.1,2.5,3.14,3.32,2.5,3.14,3.32,2.6,2.97,3.14,2.49,48.0,2015/2016
I1,2016-01-09,Fiorentina,Lazio,1.0,3.0,A,17.0,10.0,7.0,6.0,15.0,23.0,6.0,2.0,3.0,4.0,0.0,0.0,1.8,3.5,4.75,1.85,3.68,4.85,1.87,3.65,4.89,1.82,3.48,4.56,47.0,2015/2016
I1,2016-01-09,Roma,Milan,1.0,1.0,D,12.0,17.0,5.0,6.0,9.0,15.0,4.0,8.0,3.0,3.0,0.0,0.0,2.0,3.5,3.8,2.08,3.46,4.0,2.08,3.53,4.05,2.02,3.38,3.79,48.0,2015/2016
I1,2016-01-10,Atalanta,Genoa,0.0,2.0,A,14.0,12.0,0.0,2.0,14.0,18.0,4.0,5.0,2.0,2.0,0.0,0.0,2.38,3.1,3.3,2.32,3.22,3.59,2.38,3.25,3.59,2.29,3.14,3.32,47.0,2015/2016
I1,2016-01-10,Bologna,Chievo,0.0,1.0,A,16.0,8.0,2.0,2.0,20.0,16.0,5.0,4.0,2.0,2.0,0.0,0.0,2.3,3.1,3.4,2.47,3.18,3.32,2.47,3.2,3.4,2.38,3.07,3.22,48.0,2015/2016
I1,2016-01-10,Frosinone,Napoli,1.0,5.0,A,9.0,24.0,3.0,10.0,12.0,10.0,3.0,9.0,2.0,1.0,0.0,0.0,13.0,6.5,1.22,13.91,6.66,1.25,14.0,6.66,1.3,12.11,6.19,1.23,48.0,2015/2016
I1,2016-01-10,Inter Milan,Sassuolo,0.0,1.0,A,21.0,15.0,6.0,6.0,16.0,19.0,9.0,7.0,3.0,3.0,0.0,0.0,1.57,4.0,6.5,1.6,4.06,6.8,1.62,4.06,7.0,1.58,3.87,6.08,48.0,2015/2016
I1,2016-01-10,Sampdoria,Juventus,1.0,2.0,A,9.0,13.0,2.0,5.0,18.0,16.0,5.0,8.0,2.0,4.0,1.0,0.0,7.5,4.0,1.5,8.07,4.28,1.51,9.0,4.33,1.53,7.41,4.06,1.48,48.0,2015/2016
I1,2016-01-10,Torino,Empoli,0.0,1.0,A,19.0,11.0,6.0,4.0,21.0,22.0,7.0,1.0,3.0,6.0,0.0,0.0,1.95,3.3,4.33,1.93,3.47,4.68,1.95,3.47,4.75,1.9,3.33,4.37,48.0,2015/2016
I1,2016-01-10,Verona,Palermo,0.0,1.0,A,30.0,9.0,7.0,2.0,16.0,25.0,10.0,3.0,2.0,4.0,0.0,0.0,2.2,3.3,3.4,2.28,3.36,3.53,2.38,3.35,3.52,2.27,3.22,3.28,47.0,2015/2016
I1,2016-01-16,Atalanta,Inter Milan,1.0,1.0,D,19.0,13.0,5.0,2.0,14.0,19.0,8.0,8.0,4.0,5.0,0.0,0.0,3.75,3.4,2.05,3.91,3.41,2.12,4.0,3.43,2.14,3.76,3.29,2.07,45.0,2015/2016
I1,2016-01-16,Napoli,Sassuolo,3.0,1.0,H,20.0,9.0,6.0,3.0,10.0,18.0,3.0,5.0,0.0,1.0,0.0,0.0,1.29,5.75,10.0,1.31,5.74,12.45,1.33,6.0,13.0,1.29,5.42,10.82,44.0,2015/2016
I1,2016-01-16,Torino,Frosinone,4.0,2.0,H,21.0,18.0,9.0,5.0,14.0,14.0,6.0,7.0,1.0,1.0,0.0,0.0,1.3,5.5,10.0,1.33,5.56,11.55,1.36,5.58,12.0,1.31,5.2,10.38,44.0,2015/2016
I1,2016-01-17,Bologna,Lazio,2.0,2.0,D,8.0,9.0,3.0,3.0,16.0,17.0,2.0,7.0,1.0,2.0,1.0,0.0,3.75,3.3,2.1,3.8,3.33,2.19,3.9,3.35,2.3,3.64,3.22,2.13,44.0,2015/2016
I1,2016-01-17,Carpi,Sampdoria,2.0,1.0,H,9.0,12.0,5.0,4.0,23.0,15.0,2.0,4.0,1.0,1.0,1.0,0.0,2.6,3.25,2.8,2.64,3.25,2.99,2.75,3.25,3.0,2.62,3.12,2.84,44.0,2015/2016
I1,2016-01-17,Chievo,Empoli,1.0,1.0,D,15.0,14.0,5.0,5.0,18.0,13.0,3.0,6.0,3.0,3.0,0.0,0.0,2.5,3.2,3.0,2.51,3.16,3.22,2.62,3.2,3.25,2.5,3.06,3.04,44.0,2015/2016
I1,2016-01-17,Genoa,Palermo,4.0,0.0,H,18.0,11.0,10.0,3.0,14.0,20.0,1.0,2.0,2.0,2.0,0.0,1.0,1.8,3.5,4.75,1.81,3.73,4.98,1.9,3.73,5.2,1.79,3.51,4.74,44.0,2015/2016
I1,2016-01-17,Milan,Fiorentina,2.0,0.0,H,4.0,14.0,3.0,1.0,20.0,19.0,4.0,10.0,2.0,4.0,0.0,0.0,2.4,3.2,3.1,2.43,3.42,3.16,2.51,3.42,3.2,2.42,3.24,2.99,44.0,2015/2016
I1,2016-01-17,Roma,Verona,1.0,1.0,D,16.0,10.0,4.0,3.0,14.0,16.0,8.0,2.0,0.0,2.0,0.0,0.0,1.33,5.25,9.5,1.36,5.31,10.57,1.4,5.31,10.87,1.35,4.89,9.19,44.0,2015/2016
I1,2016-01-17,Udinese,Juventus,0.0,4.0,A,8.0,13.0,3.0,8.0,10.0,16.0,3.0,4.0,1.0,1.0,1.0,0.0,6.5,3.75,1.57,6.54,4.02,1.62,7.0,4.04,1.67,6.29,3.78,1.59,44.0,2015/2016
I1,2016-01-20,Sassuolo,Torino,1.0,1.0,D,13.0,8.0,3.0,5.0,12.0,11.0,8.0,5.0,2.0,4.0,0.0,0.0,2.5,3.1,3.1,2.55,3.26,3.03,2.6,3.3,3.1,2.5,3.16,2.94,46.0,2015/2016
I1,2016-01-23,Empoli,Milan,2.0,2.0,D,15.0,10.0,6.0,5.0,12.0,22.0,2.0,3.0,2.0,4.0,0.0,0.0,3.1,3.25,2.4,3.19,3.34,2.45,3.25,3.34,2.5,3.06,3.21,2.41,46.0,2015/2016
I1,2016-01-23,Frosinone,Atalanta,0.0,0.0,D,11.0,16.0,1.0,3.0,15.0,19.0,5.0,1.0,2.0,1.0,0.0,0.0,3.5,3.4,2.1,3.43,3.52,2.25,3.55,3.52,2.25,3.34,3.37,2.18,46.0,2015/2016
I1,2016-01-24,Juventus,Roma,1.0,0.0,H,15.0,6.0,7.0,1.0,9.0,16.0,1.0,2.0,2.0,4.0,0.0,0.0,1.62,3.8,6.0,1.63,3.95,6.45,1.67,4.0,6.5,1.62,3.76,5.9,46.0,2015/2016
I1,2016-01-24,Fiorentina,Torino,2.0,0.0,H,13.0,10.0,2.0,2.0,13.0,25.0,3.0,8.0,1.0,4.0,0.0,0.0,1.8,3.5,4.75,1.82,3.66,5.07,1.85,3.66,5.2,1.79,3.48,4.76,46.0,2015/2016
