precision,recall,f1-score,support,Model,League,SplitDate,N_train,N_test
0.5358851674641149,0.48695652173913045,0.510250569476082,230.0,XGBoost,ligue_1,2022-07-01,2660,686
0.2631578947368421,0.26011560693641617,0.2616279069767442,173.0,XGBoost,ligue_1,2022-07-01,2660,686
0.5915032679738562,0.6395759717314488,0.6146010186757216,283.0,XGBoost,ligue_1,2022-07-01,2660,686
0.49271137026239065,0.49271137026239065,0.49271137026239065,0.49271137026239065,XGBoost,ligue_1,2022-07-01,2660,686
0.46351544339160444,0.4622160334689984,0.46215983170951597,686.0,XGBoost,ligue_1,2022-07-01,2660,686
0.49005150020819443,0.49271137026239065,0.49059963144563384,686.0,XGBoost,ligue_1,2022-07-01,2660,686
