TrainSize,Train_F1_macro,CV_F1_macro
1022,0.4872557065256731,0.4428570569839433
2863,0.49830309451966714,0.4738234350170066
4703,0.4950988081299957,0.48075182951505846
6544,0.49367191122894843,0.48458702198521914
8384,0.4952384897113221,0.48696702074673415
10225,0.49682814710994316,0.48839911155110993
