TrainSize,Train_F1,CV_F1
171,0.7288975610808887,0.4299872042103624
428,0.7574126185426404,0.4458170718925099
856,0.7404643009582298,0.4516844461695387
1284,0.7163934851471041,0.4569717788667583
1713,0.6895652836514279,0.4487305117646617
