precision,recall,f1-score,support,Model,League
0.45454545454545453,0.5932203389830508,0.5147058823529411,177.0,Random Forest,bundesliga
0.26153846153846155,0.21794871794871795,0.23776223776223776,156.0,Random Forest,bundesliga
0.6254980079681275,0.5627240143369175,0.5924528301886792,279.0,Random Forest,bundesliga
0.48366013071895425,0.48366013071895425,0.48366013071895425,0.48366013071895425,Random Forest,bundesliga
0.4471939746840145,0.4579643570895621,0.44830698343461933,612.0,Random Forest,bundesliga
0.48328184587851797,0.48366013071895425,0.47955586583336796,612.0,Random Forest,bundesliga
