precision,recall,f1-score,support,Model,League
0.5380710659898477,0.4608695652173913,0.4964871194379391,230.0,Decision Tree,ligue_1
0.25547445255474455,0.2023121387283237,0.22580645161290322,173.0,Decision Tree,ligue_1
0.5681818181818182,0.7067137809187279,0.6299212598425197,283.0,Decision Tree,ligue_1
0.4970845481049563,0.4970845481049563,0.4970845481049563,0.4970845481049563,Decision Tree,ligue_1
0.4539091122421368,0.45663182828814763,0.45073827696445407,686.0,Decision Tree,ligue_1
0.47922577261674976,0.4970845481049563,0.4832715308093168,686.0,Decision Tree,ligue_1
