TrainSize,Train_F1_macro,CV_F1_macro
212,0.5115234658755845,0.44690617197424415
595,0.5150918645707653,0.4438276149279082
978,0.5072443258566984,0.4449022320694348
1361,0.5224845580038291,0.4538441399143253
1744,0.5184626870136173,0.472332382462488
2128,0.5114664470687877,0.4740494026382923
