Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,Bb1X2,SourceFile,Season,League,ShotsDiff,ShotsOnTargetDiff,CornersDiff,FoulsDiff,CardsDiff,GoalDiff,TotalGoals,Prob_H_b365,Prob_D_b365,Prob_A_b365,Margin_B365,OddsDiff_B365,Prob_H_ps,Prob_D_ps,Prob_A_ps,Margin_PS,OddsDiff_PS,OddsSpread_H,OddsSpread_D,OddsSpread_A,Home_GF_last5,Home_GA_last5,Home_GD_last5,Home_Pts_last5,Home_Pts_last3,Home_GD_last3,Home_Pts_last10,Home_GD_last10,Home_Pts_trend_3v10,Away_GF_last5,Away_GA_last5,Away_GD_last5,Away_Pts_last5,Away_Pts_last3,Away_GD_last3,Away_Pts_last10,Away_GD_last10,Away_Pts_trend_3v10,FormDiff_GF_last5,FormDiff_GA_last5,FormDiff_GD_last5,FormDiff_Pts_last5,FormDiff_Pts_last3,FormDiff_GD_last3,FormDiff_Pts_last10,FormDiff_GD_last10,FormDiff_Pts_trend_3v10,IsHomeAlways1,Month,Weekday,IsWeekend,Home_AvgPts_season,Home_AvgGD_season,Away_AvgPts_season,Away_AvgGD_season,SeasonStrength_PtsDiff,SeasonStrength_GDDiff,Home_AttDefRatio_last5,Home_GoalsShare_last5,Away_AttDefRatio_last5,Away_GoalsShare_last5,FormDiff_AttDefRatio_last5,FormDiff_GoalsShare_last5,Home_RecentFormIdx,Away_RecentFormIdx,FormDiff_RecentFormIdx,Market_ImpliedDiff_b365,Market_ImpliedDiff_ps,Market_BigHomeFav,Market_BigAwayFav,Market_BalancedMatch
SP1,2016-02-06,Sp Gijon,Deportivo La Coruna,1.0,1.0,D,11.0,5.0,2.0,4.0,10.0,13.0,4.0,3.0,2.0,2.0,0.0,0.0,2.5,3.25,2.9,2.62,3.3,2.98,2.68,3.32,3.02,2.53,3.19,2.89,45.0,LaLiga_15_16.csv,2015/2016,la_liga,6.0,-2.0,1.0,-3.0,0.0,0.0,2.0,0.3800403225806452,0.2923387096774194,0.3276209677419355,0.052519893899204195,-0.3999999999999999,0.37409272813037325,0.29700695384896303,0.3289003180206638,0.02028016214193773,-0.3599999999999999,0.15000000000000036,0.1299999999999999,0.1299999999999999,1.6,2.0,-0.4,1.2,2.0,0.3333333333333333,0.9,-0.8,1.1,1.0,2.2,-1.2,0.6,1.0,0.0,1.2,-0.2,-0.19999999999999996,0.6000000000000001,-0.20000000000000018,0.7999999999999999,0.6,1.0,0.3333333333333333,-0.29999999999999993,-0.6000000000000001,1.3,1,2,5,1,1.0,-0.5714285714285714,1.3636363636363635,0.13636363636363635,-0.36363636363636354,-0.7077922077922078,0.5333333333333333,0.4443210219383505,0.3125,0.31240237425804435,0.22083333333333333,0.13191864768030614,1.68,0.84,0.84,0.052419354838709686,0.04519241010970948,0,0,1
SP1,2016-02-06,Vallecano,Las Palmas,2.0,0.0,H,18.0,9.0,8.0,4.0,16.0,15.0,5.0,5.0,3.0,1.0,0.0,0.0,1.91,3.6,4.0,1.91,3.79,4.3,1.95,3.88,4.3,1.89,3.63,3.99,45.0,LaLiga_15_16.csv,2015/2016,la_liga,9.0,4.0,0.0,1.0,2.0,2.0,2.0,0.49799419006778256,0.2642135841748513,0.23779222575736617,0.05133798720186156,-2.09,0.5133091225207802,0.2586861277083615,0.2280047497708582,0.019970591703030838,-2.3899999999999997,0.06000000000000005,0.25,0.3099999999999996,2.0,1.6,0.4,1.2,1.6666666666666667,1.0,0.6,-1.3,1.0666666666666669,1.4,2.0,-0.6,1.0,1.0,-1.0,1.1,-0.4,-0.10000000000000009,0.6000000000000001,-0.3999999999999999,1.0,0.19999999999999996,0.6666666666666667,2.0,-0.5000000000000001,-0.9,1.166666666666667,1,2,5,1,0.9090909090909091,-0.8636363636363636,0.9545454545454546,-0.5,-0.045454545454545525,-0.36363636363636365,0.7692307692307692,0.5554012774229381,0.4666666666666666,0.4116436342252279,0.30256410256410254,0.14375764319771023,1.48,1.0,0.48,0.2602019643104164,0.28530437274992204,0,0,0
SP1,2016-02-07,Celta,Sevilla,1.0,1.0,D,25.0,9.0,5.0,2.0,15.0,16.0,10.0,5.0,3.0,3.0,0.0,1.0,3.2,3.3,2.3,3.23,3.47,2.37,3.29,3.53,2.5,3.06,3.32,2.35,45.0,LaLiga_15_16.csv,2015/2016,la_liga,16.0,3.0,5.0,-1.0,-1.0,0.0,2.0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.05031291172595509,0.9000000000000004,0.30360946723717197,0.2826105415492984,0.41377999121352965,0.01972288953020218,0.8599999999999999,0.22999999999999998,0.20999999999999996,0.1499999999999999,1.0,2.4,-1.4,0.6,1.0,-1.0,1.3,-0.4,-0.30000000000000004,1.6,0.8,0.8,2.0,2.3333333333333335,1.0,2.1,0.9,0.2333333333333334,-0.6000000000000001,1.5999999999999999,-2.2,-1.4,-1.3333333333333335,-2.0,-0.8,-1.3,-0.5333333333333334,1,2,6,1,1.5454545454545454,-0.09090909090909091,1.6363636363636365,0.36363636363636365,-0.09090909090909105,-0.4545454545454546,0.29411764705882354,0.2940311673037342,0.888888888888889,0.6663890045814244,-0.5947712418300655,-0.3723578372776902,0.84,2.2,-1.3600000000000003,-0.11642493139945126,-0.11017052397635768,0,0,0
SP1,2016-02-07,Granada,Real Madrid,1.0,2.0,A,14.0,14.0,2.0,4.0,20.0,8.0,3.0,6.0,3.0,2.0,0.0,0.0,12.0,6.0,1.25,12.45,6.58,1.27,12.56,6.61,1.3,10.87,5.97,1.26,45.0,LaLiga_15_16.csv,2015/2016,la_liga,0.0,-2.0,-3.0,12.0,1.0,-1.0,3.0,0.07936507936507936,0.15873015873015872,0.7619047619047619,0.050000000000000044,10.75,0.07876963797411798,0.1490398165315758,0.7721905454943061,0.019698543834289373,11.18,1.6900000000000013,0.6400000000000006,0.040000000000000036,1.2,2.6,-1.4,1.2,1.0,-1.3333333333333333,1.0,-1.3,0.0,3.8,0.8,3.0,2.2,2.3333333333333335,3.3333333333333335,2.3,2.9,0.03333333333333366,-2.5999999999999996,1.8,-4.4,-1.0000000000000002,-1.3333333333333335,-4.666666666666667,-1.2999999999999998,-4.2,-0.03333333333333366,1,2,6,1,0.9090909090909091,-0.9090909090909091,2.1363636363636362,2.0,-1.227272727272727,-2.909090909090909,0.3333333333333333,0.31570639305445936,2.111111111111111,0.8259074114322973,-1.777777777777778,-0.5102010183778379,1.08,2.2800000000000002,-1.2000000000000002,-0.6825396825396826,-0.6934209075201881,0,1,0
SP1,2016-02-07,Levante,Barcelona,0.0,2.0,A,11.0,11.0,3.0,4.0,15.0,10.0,2.0,5.0,4.0,3.0,0.0,0.0,15.0,7.5,1.18,18.95,8.2,1.18,19.08,8.22,1.22,15.76,7.11,1.18,45.0,LaLiga_15_16.csv,2015/2016,la_liga,0.0,-1.0,-3.0,5.0,1.0,-2.0,2.0,0.06364617044228693,0.12729234088457386,0.8090614886731391,0.04745762711864421,13.82,0.051625432835183824,0.11930511612521141,0.8290694510396047,0.022179295179652003,17.77,3.3199999999999985,1.1100000000000003,0.040000000000000036,1.8,2.2,-0.4,1.2,1.0,-0.6666666666666666,0.7,-0.7,0.30000000000000004,2.8,0.4,2.4,2.6,3.0,2.6666666666666665,2.4,2.4,0.6000000000000001,-0.9999999999999998,1.8000000000000003,-2.8,-1.4000000000000001,-2.0,-3.333333333333333,-1.7,-3.0999999999999996,-0.30000000000000004,1,2,6,1,0.7727272727272727,-0.9090909090909091,2.4285714285714284,1.7619047619047619,-1.6558441558441557,-2.670995670995671,0.5625,0.4498875281179705,2.0,0.8747266479225243,-1.4375,-0.4248391198045538,1.08,2.84,-1.7599999999999998,-0.7454153182308522,-0.7774440182044209,0,1,0
SP1,2016-02-07,Real Betis,Valencia,1.0,0.0,H,6.0,7.0,2.0,2.0,17.0,19.0,4.0,5.0,4.0,5.0,0.0,1.0,2.63,3.1,2.88,2.69,3.32,2.88,2.77,3.36,2.95,2.59,3.19,2.81,45.0,LaLiga_15_16.csv,2015/2016,la_liga,-1.0,0.0,-1.0,-2.0,-2.0,1.0,1.0,0.3621113427484446,0.30721059078335783,0.33067806646819764,0.050031004265641776,-0.25,0.36439579871644384,0.29524840317687767,0.3403557981066784,0.020174253395241593,-0.18999999999999995,0.18000000000000016,0.16999999999999993,0.14000000000000012,0.4,1.6,-1.2,0.4,0.6666666666666666,-0.3333333333333333,0.7,-1.0,-0.033333333333333326,1.0,1.6,-0.6,0.6,0.6666666666666666,-0.3333333333333333,0.6,-0.5,0.06666666666666665,-0.6,0.0,-0.6,-0.19999999999999996,0.0,0.0,0.09999999999999998,-0.5,-0.09999999999999998,1,2,6,1,1.0,-0.7272727272727273,1.1363636363636365,0.13636363636363635,-0.13636363636363646,-0.8636363636363636,0.15384615384615385,0.1999000499750125,0.3846153846153846,0.3844675124951942,-0.23076923076923073,-0.18456746252018166,0.56,0.6399999999999999,-0.07999999999999985,0.03143327628024695,0.024040000609765466,0,0,1
SP1,2016-02-08,Espanol,Sociedad,0.0,5.0,A,5.0,12.0,1.0,6.0,13.0,11.0,4.0,5.0,1.0,2.0,0.0,0.0,2.7,3.1,2.8,2.71,3.21,2.94,2.76,3.36,2.96,2.65,3.16,2.77,44.0,LaLiga_15_16.csv,2015/2016,la_liga,-7.0,-5.0,-1.0,2.0,-1.0,-5.0,5.0,0.3527021535960991,0.30719219829337663,0.34010564811052413,0.050093872674517925,-0.09999999999999964,0.36153218484594263,0.3052187604151104,0.3332490547389471,0.020666224209447748,-0.22999999999999998,0.10999999999999988,0.19999999999999973,0.18999999999999995,0.8,2.6,-1.8,0.4,0.3333333333333333,-2.6666666666666665,0.6,-1.2,-0.26666666666666666,1.6,1.8,-0.2,1.6,1.3333333333333333,-1.0,1.2,-0.8,0.1333333333333333,-0.8,0.8,-1.6,-1.2000000000000002,-1.0,-1.6666666666666665,-0.6,-0.3999999999999999,-0.39999999999999997,1,2,0,0,1.0,-0.9545454545454546,1.0909090909090908,-0.36363636363636365,-0.09090909090909083,-0.5909090909090909,0.22222222222222224,0.23522493384298734,0.5714285714285715,0.4704498676859747,-0.3492063492063493,-0.23522493384298734,0.36,1.44,-1.08,0.01259650548557495,0.028283130106995513,0,0,1
SP1,2016-02-12,Sp Gijon,Vallecano,2.0,2.0,D,11.0,15.0,5.0,4.0,14.0,12.0,3.0,7.0,3.0,4.0,0.0,0.0,2.38,3.4,3.0,2.55,3.42,2.98,2.57,3.65,3.01,2.45,3.36,2.9,44.0,LaLiga_15_16.csv,2015/2016,la_liga,-4.0,1.0,-4.0,2.0,-1.0,0.0,4.0,0.40106951871657753,0.2807486631016043,0.3181818181818181,0.04761904761904767,-0.6200000000000001,0.3844204046530576,0.2866292490834201,0.3289503462635224,0.0201249933624692,-0.43000000000000016,0.11999999999999966,0.29000000000000004,0.10999999999999988,1.6,1.8,-0.2,1.4,2.3333333333333335,1.6666666666666667,1.0,-0.5,1.3333333333333335,2.0,1.2,0.8,1.6,2.3333333333333335,1.6666666666666667,0.9,-0.8,1.4333333333333336,-0.3999999999999999,0.6000000000000001,-1.0,-0.20000000000000018,0.0,0.0,0.09999999999999998,0.30000000000000004,-0.10000000000000009,1,2,4,0,1.0,-0.5454545454545454,1.0,-0.7391304347826086,0.0,0.19367588932806323,0.5714285714285715,0.4704498676859747,0.9090909090909091,0.6248047485160887,-0.33766233766233755,-0.154354880830114,1.96,2.04,-0.08000000000000007,0.08288770053475941,0.055470058389535226,0,0,1
SP1,2016-02-13,Deportivo La Coruna,Real Betis,2.0,2.0,D,25.0,4.0,11.0,2.0,14.0,13.0,11.0,0.0,1.0,0.0,0.0,0.0,1.8,3.5,4.75,1.86,3.66,4.76,1.9,3.68,5.0,1.81,3.49,4.66,44.0,LaLiga_15_16.csv,2015/2016,la_liga,21.0,9.0,11.0,1.0,1.0,0.0,4.0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.05179615705931484,-2.95,0.5266059704740832,0.2676194276179767,0.20577460190794009,0.020942485931442878,-2.8999999999999995,0.08999999999999986,0.18999999999999995,0.33999999999999986,1.0,2.0,-1.0,0.8,1.0,0.0,1.0,-0.4,0.0,0.6,0.8,-0.2,1.0,1.3333333333333333,0.0,0.7,-1.0,0.6333333333333333,0.4,1.2,-0.8,-0.19999999999999996,-0.33333333333333326,0.0,0.30000000000000004,0.6,-0.6333333333333333,1,2,5,1,1.3478260869565217,0.13043478260869565,1.0869565217391304,-0.6521739130434783,0.26086956521739135,0.782608695652174,0.3333333333333333,0.33322225924691773,0.3333333333333333,0.42826552462526774,0.0,-0.09504326537835,0.92,1.2,-0.2799999999999999,0.32803812549642586,0.32083136856614314,0,0,0
SP1,2016-02-13,Real Madrid,Athletic Bilbao,4.0,2.0,H,19.0,10.0,9.0,3.0,6.0,8.0,5.0,2.0,1.0,2.0,1.0,0.0,1.29,6.0,9.5,1.31,6.1,10.48,1.33,6.47,11.0,1.29,5.74,9.58,38.0,LaLiga_15_16.csv,2015/2016,la_liga,9.0,6.0,3.0,-2.0,0.0,2.0,6.0,0.7403078121955972,0.1591661796220534,0.10052600818234952,0.04712362301101569,-8.21,0.7464056286326093,0.1602936677883145,0.09330070357907616,0.022713052183706672,-9.17,0.040000000000000036,0.7299999999999995,1.42,3.8,0.6,3.2,2.6,2.3333333333333335,2.3333333333333335,2.3,2.8,0.03333333333333366,1.2,2.0,-0.8,1.4,2.3333333333333335,1.3333333333333333,1.5,-0.2,0.8333333333333335,2.5999999999999996,-1.4,4.0,1.2000000000000002,0.0,1.0000000000000002,0.7999999999999998,3.0,-0.7999999999999998,1,2,5,1,2.1739130434782608,1.9565217391304348,1.5217391304347827,0.13043478260869565,0.652173913043478,1.8260869565217392,2.3749999999999996,0.8634401272438083,0.39999999999999997,0.3748828491096532,1.9749999999999996,0.48855727813415506,2.4400000000000004,1.96,0.4800000000000004,0.6397818040132477,0.6531049250535331,1,0,0
SP1,2016-02-13,Valencia,Espanol,2.0,1.0,H,17.0,19.0,4.0,6.0,8.0,19.0,9.0,9.0,1.0,3.0,0.0,0.0,1.75,3.6,5.0,1.77,3.78,5.26,1.85,3.89,5.26,1.74,3.65,4.89,44.0,LaLiga_15_16.csv,2015/2016,la_liga,-2.0,-2.0,0.0,-11.0,-2.0,1.0,3.0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.049206349206349254,-3.25,0.5540915627194596,0.2594555730194295,0.18645286426111093,0.019636084403758636,-3.4899999999999998,0.1100000000000001,0.2400000000000002,0.3700000000000001,0.6,1.4,-0.8,0.4,0.3333333333333333,-0.6666666666666666,0.6,-0.5,-0.26666666666666666,0.8,3.6,-2.8,0.2,0.3333333333333333,-3.6666666666666665,0.6,-1.6,-0.26666666666666666,-0.20000000000000007,-2.2,1.9999999999999998,0.2,0.0,3.0,0.0,1.1,0.0,1,2,5,1,1.0869565217391304,0.08695652173913043,0.9565217391304348,-1.1304347826086956,0.13043478260869557,1.217391304347826,0.25,0.29985007496251875,0.1739130434782609,0.18177686889343328,0.07608695652173911,0.11807320606908547,0.36,0.28,0.07999999999999996,0.3540090771558245,0.3676386984583486,0,0,0
SP1,2016-02-13,Villarreal,Malaga,1.0,0.0,H,12.0,7.0,5.0,2.0,13.0,15.0,5.0,1.0,2.0,1.0,0.0,0.0,2.05,3.3,3.8,2.12,3.32,4.04,2.16,3.45,4.08,2.08,3.21,3.83,44.0,LaLiga_15_16.csv,2015/2016,la_liga,5.0,3.0,4.0,-2.0,1.0,1.0,1.0,0.46281601771544567,0.28750692009595863,0.24967706218859564,0.05399307581592572,-1.75,0.46225530741659765,0.2951750758202371,0.24256961676316513,0.020427684959903214,-1.92,0.08000000000000007,0.2400000000000002,0.25,1.0,0.4,0.6,1.8,1.6666666666666667,0.3333333333333333,2.4,0.9,-0.7333333333333332,1.6,1.2,0.4,1.4,2.0,1.0,2.0,0.7,0.0,-0.6000000000000001,-0.7999999999999999,0.19999999999999996,0.40000000000000013,-0.33333333333333326,-0.6666666666666667,0.3999999999999999,0.20000000000000007,-0.7333333333333332,1,2,5,1,1.9565217391304348,0.4782608695652174,1.3043478260869565,0.043478260869565216,0.6521739130434783,0.4347826086956522,0.7142857142857143,0.7137758743754462,0.7272727272727273,0.5712245626561943,-0.012987012987012991,0.14255131171925195,1.7200000000000002,1.7599999999999998,-0.03999999999999959,0.21313895552685003,0.21968569065343252,0,0,0
SP1,2016-02-14,Barcelona,Celta,6.0,1.0,H,19.0,10.0,11.0,4.0,10.0,16.0,1.0,1.0,0.0,4.0,0.0,0.0,1.08,11.0,26.0,1.08,15.0,33.0,1.1,15.05,36.0,1.08,11.62,27.82,42.0,LaLiga_15_16.csv,2015/2016,la_liga,9.0,7.0,0.0,-6.0,-4.0,5.0,7.0,0.8774082709534912,0.08614553932997915,0.03644618971652964,0.055296555296555194,-24.92,0.9052007899934168,0.06517445687952601,0.029624753127057278,0.022895622895622747,-31.92,0.020000000000000018,3.4300000000000015,8.18,3.2,0.4,2.8,3.0,3.0,1.3333333333333333,2.4,2.2,0.6000000000000001,1.2,2.2,-1.0,0.8,0.3333333333333333,-1.3333333333333333,1.1,-0.5,-0.7666666666666668,2.0,-1.8000000000000003,3.8,2.2,2.6666666666666665,2.6666666666666665,1.2999999999999998,2.7,1.366666666666667,1,2,6,1,2.4545454545454546,1.7727272727272727,1.5217391304347827,-0.08695652173913043,0.9328063241106719,1.859683794466403,2.285714285714286,0.888642043876701,0.37499999999999994,0.352837400764481,1.910714285714286,0.53580464311222,3.0,0.52,2.48,0.8409620812369615,0.8755760368663595,1,0,0
SP1,2016-02-14,Eibar,Levante,2.0,0.0,H,15.0,8.0,6.0,3.0,15.0,12.0,8.0,2.0,3.0,2.0,0.0,0.0,1.8,3.5,4.75,1.86,3.64,4.79,1.89,3.7,5.0,1.81,3.5,4.62,44.0,LaLiga_15_16.csv,2015/2016,la_liga,7.0,3.0,6.0,3.0,1.0,2.0,2.0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.05179615705931484,-2.95,0.5265103245015914,0.2690409899925714,0.20444868550583717,0.021127950550807295,-2.9299999999999997,0.07999999999999985,0.20000000000000018,0.3799999999999999,2.2,2.4,-0.2,1.2,0.0,-2.0,1.3,0.2,-1.3,1.8,2.4,-0.6,1.2,1.0,-1.0,0.7,-0.8,0.30000000000000004,0.40000000000000013,0.0,0.39999999999999997,0.0,-1.0,-1.0,0.6000000000000001,1.0,-1.6,1,2,6,1,1.434782608695652,0.21739130434782608,0.7391304347826086,-0.9565217391304348,0.6956521739130435,1.173913043478261,0.6470588235294118,0.4781569224081722,0.5294117647058824,0.4284694120447512,0.11764705882352944,0.049687510363421006,0.48,1.08,-0.6000000000000001,0.32803812549642586,0.32206163899575424,0,0,0
SP1,2016-02-14,Getafe,Atletico Madrid,0.0,1.0,A,11.0,6.0,0.0,3.0,9.0,9.0,5.0,4.0,2.0,3.0,0.0,0.0,6.5,3.8,1.57,7.45,3.99,1.57,7.5,4.0,1.63,6.95,3.75,1.56,44.0,LaLiga_15_16.csv,2015/2016,la_liga,5.0,-3.0,1.0,0.0,-1.0,-1.0,1.0,0.14597147121430845,0.24968804286658022,0.6043404859191114,0.05394672374223153,4.93,0.13136477353034312,0.245280090927583,0.623355135542074,0.02179742949473873,5.88,0.5499999999999998,0.25,0.06999999999999984,1.2,1.6,-0.4,1.2,0.0,-1.6666666666666667,1.2,-0.4,-1.2,1.8,0.6,1.2,2.0,1.3333333333333333,0.3333333333333333,2.2,1.1,-0.8666666666666669,-0.6000000000000001,1.0,-1.6,-0.8,-1.3333333333333333,-2.0,-1.0000000000000002,-1.5,-0.33333333333333304,1,2,6,1,1.1304347826086956,-0.391304347826087,2.217391304347826,1.0,-1.0869565217391306,-1.391304347826087,0.4615384615384615,0.4284184219921457,1.125,0.7496876301541026,-0.6634615384615385,-0.32126920816195687,0.48,1.6,-1.12,-0.45836901470480296,-0.49199036201173085,0,1,0
SP1,2016-02-14,Sevilla,Las Palmas,2.0,0.0,H,9.0,11.0,5.0,3.0,15.0,11.0,8.0,3.0,1.0,3.0,0.0,0.0,1.33,5.0,10.0,1.33,5.66,10.97,1.38,5.66,11.04,1.32,5.2,9.88,43.0,LaLiga_15_16.csv,2015/2016,la_liga,-2.0,2.0,5.0,4.0,-2.0,2.0,2.0,0.7147962830593281,0.1901358112937813,0.09506790564689065,0.0518796992481203,-8.67,0.7373423696770263,0.17326242962375352,0.08939520069922013,0.019715847303691136,-9.64,0.05999999999999983,0.45999999999999996,1.1599999999999984,1.6,0.6,1.0,2.2,1.6666666666666667,0.6666666666666666,1.9,0.8,-0.23333333333333317,1.0,2.0,-1.0,0.8,1.0,-0.6666666666666666,1.1,-0.4,-0.10000000000000009,0.6000000000000001,-1.4,2.0,1.4000000000000001,0.6666666666666667,1.3333333333333333,0.7999999999999998,1.2000000000000002,-0.13333333333333308,1,2,6,1,1.608695652173913,0.34782608695652173,0.9130434782608695,-0.5652173913043478,0.6956521739130436,0.9130434782608695,1.0,0.7269422989550205,0.3333333333333333,0.33322225924691773,0.6666666666666667,0.39372003970810276,1.8800000000000001,0.92,0.9600000000000001,0.6197283774124375,0.6479471689778061,1,0,0
SP1,2016-02-14,Sociedad,Granada,3.0,0.0,H,12.0,15.0,6.0,2.0,9.0,18.0,7.0,13.0,1.0,2.0,0.0,0.0,1.53,4.0,6.5,1.61,4.2,6.15,1.64,4.23,6.5,1.58,3.89,6.07,44.0,LaLiga_15_16.csv,2015/2016,la_liga,-3.0,4.0,-6.0,-9.0,-1.0,3.0,3.0,0.6180910495661476,0.23641982645905146,0.1454891239748009,0.05744092508798393,-4.97,0.6078576723498889,0.23301210773412406,0.15913021991598716,0.021814876533858385,-4.54,0.05999999999999983,0.3400000000000003,0.4299999999999997,2.2,1.4,0.8,2.0,2.0,0.6666666666666666,1.5,0.1,0.5,1.0,2.8,-1.8,0.6,1.0,-0.3333333333333333,0.9,-1.4,0.09999999999999998,1.2000000000000002,-1.4,2.6,1.4,1.0,1.0,0.6,1.5,0.4,1,2,6,1,1.173913043478261,-0.13043478260869565,0.8695652173913043,-0.9130434782608695,0.30434782608695665,0.7826086956521738,0.9166666666666667,0.610941405165232,0.2631578947368421,0.26308866087871613,0.6535087719298247,0.34785274428651586,2.0,0.84,1.1600000000000001,0.47260192559134667,0.44872745243390166,1,0,0
SP1,2016-02-17,Sp Gijon,Barcelona,1.0,3.0,A,6.0,17.0,2.0,8.0,11.0,7.0,1.0,4.0,2.0,1.0,0.0,0.0,19.0,8.0,1.14,21.1,9.15,1.16,24.0,9.25,1.17,18.3,8.02,1.14,45.0,LaLiga_15_16.csv,2015/2016,la_liga,-11.0,-6.0,-3.0,4.0,1.0,-2.0,4.0,0.04989604989604989,0.1185031185031185,0.8316008316008316,0.054824561403508776,17.86,0.04652100545681663,0.1072779470097083,0.846201047533475,0.018751947932490243,19.94,5.699999999999999,1.2300000000000004,0.030000000000000027,2.0,1.8,0.2,1.6,1.6666666666666667,0.3333333333333333,1.1,-0.4,0.5666666666666667,3.6,0.6,3.0,3.0,3.0,2.6666666666666665,2.4,2.3,0.6000000000000001,-1.6,1.2000000000000002,-2.8,-1.4,-1.3333333333333333,-2.333333333333333,-1.2999999999999998,-2.6999999999999997,-0.03333333333333344,1,2,2,0,1.0,-0.5217391304347826,2.4782608695652173,1.9130434782608696,-1.4782608695652173,-2.4347826086956523,0.7142857142857143,0.5261773217574323,2.25,0.8569388240895024,-1.5357142857142856,-0.33076150233207013,1.6400000000000001,3.0,-1.3599999999999999,-0.7817047817047817,-0.7996800420766584,0,1,0
SP1,2016-02-19,Levante,Getafe,3.0,0.0,H,12.0,14.0,6.0,6.0,12.0,13.0,6.0,8.0,2.0,2.0,0.0,0.0,2.2,3.3,3.4,2.19,3.45,3.66,2.3,3.47,3.7,2.17,3.31,3.47,46.0,LaLiga_15_16.csv,2015/2016,la_liga,-2.0,0.0,-2.0,-1.0,0.0,3.0,3.0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.051693404634581164,-1.1999999999999997,0.44779930420350456,0.2842552104943985,0.26794548530209694,0.019700120745825167,-1.4700000000000002,0.1299999999999999,0.16000000000000014,0.22999999999999998,1.4,2.6,-1.2,0.6,0.0,-2.0,0.6,-1.0,-0.6,1.0,1.8,-0.8,0.6,0.0,-1.6666666666666667,1.2,-0.2,-1.2,0.3999999999999999,0.8,-0.3999999999999999,0.0,0.0,-0.33333333333333326,-0.6,-0.8,0.6,1,2,4,0,0.7083333333333334,-1.0,1.0833333333333333,-0.4166666666666667,-0.3749999999999999,-0.5833333333333333,0.38888888888888884,0.3499125218695326,0.35714285714285715,0.35701535166012144,0.03174603174603169,-0.007102829790588849,0.24,0.24,0.0,0.15254237288135591,0.1798538189014076,0,0,1
SP1,2016-02-20,Celta,Eibar,3.0,2.0,H,14.0,7.0,9.0,3.0,6.0,25.0,6.0,1.0,3.0,2.0,0.0,0.0,2.0,3.5,3.8,2.01,3.7,3.95,2.05,3.74,4.04,1.98,3.47,3.86,47.0,LaLiga_15_16.csv,2015/2016,la_liga,7.0,6.0,5.0,-19.0,1.0,1.0,5.0,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.048872180451127845,-1.7999999999999998,0.4873047363419636,0.26472500541820176,0.24797025823983457,0.02094726504324096,-1.9400000000000004,0.06999999999999984,0.27,0.18000000000000016,1.4,3.0,-1.6,0.8,0.3333333333333333,-2.0,1.0,-1.0,-0.6666666666666667,2.2,2.2,0.0,1.2,1.0,-0.3333333333333333,1.6,0.5,-0.6000000000000001,-0.8000000000000003,0.7999999999999998,-1.6,-0.3999999999999999,-0.6666666666666667,-1.6666666666666667,-0.6000000000000001,-1.5,-0.06666666666666665,1,2,5,1,1.4583333333333333,-0.2916666666666667,1.5,0.2916666666666667,-0.04166666666666674,-0.5833333333333334,0.35,0.3181095205635082,0.6875,0.4998863894569416,-0.3375,-0.18177686889343336,0.52,1.08,-0.56,0.22580645161290325,0.23933447810212902,0,0,0
SP1,2016-02-20,Espanol,Deportivo La Coruna,1.0,0.0,H,16.0,17.0,9.0,3.0,19.0,4.0,7.0,4.0,3.0,1.0,0.0,0.0,2.38,3.3,3.0,2.49,3.39,3.09,2.51,3.41,3.13,2.45,3.23,2.98,47.0,LaLiga_15_16.csv,2015/2016,la_liga,-1.0,6.0,3.0,15.0,2.0,1.0,1.0,0.39768618944323936,0.28681610026512416,0.31549771029163654,0.05653170359052706,-0.6200000000000001,0.39364832414516177,0.2891399195048534,0.31721175634998483,0.020216271909530015,-0.5999999999999996,0.05999999999999961,0.18000000000000016,0.1499999999999999,0.8,3.6,-2.8,0.2,0.0,-4.0,0.5,-1.7,-0.5,1.4,1.4,0.0,1.0,1.0,0.0,1.0,-0.4,0.0,-0.5999999999999999,2.2,-2.8,-0.8,-1.0,-4.0,-0.5,-1.2999999999999998,-0.5,1,2,5,1,0.9166666666666666,-1.125,1.3333333333333333,0.125,-0.41666666666666663,-1.25,0.1739130434782609,0.18177686889343328,0.5833333333333334,0.49982149232416995,-0.4094202898550725,-0.3180446234307367,0.08000000000000002,1.0,-0.9199999999999999,0.08218847915160282,0.07643656779517694,0,0,1
