Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,Bb1X2,SourceFile,Season,League,ShotsDiff,ShotsOnTargetDiff,CornersDiff,FoulsDiff,CardsDiff,GoalDiff,TotalGoals,Prob_H_b365,Prob_D_b365,Prob_A_b365,Margin_B365,OddsDiff_B365,Prob_H_ps,Prob_D_ps,Prob_A_ps,Margin_PS,OddsDiff_PS,OddsSpread_H,OddsSpread_D,OddsSpread_A,Home_GF_last5,Home_GA_last5,Home_GD_last5,Home_Pts_last5,Home_Pts_last3,Home_GD_last3,Home_Pts_last10,Home_GD_last10,Home_Pts_trend_3v10,Away_GF_last5,Away_GA_last5,Away_GD_last5,Away_Pts_last5,Away_Pts_last3,Away_GD_last3,Away_Pts_last10,Away_GD_last10,Away_Pts_trend_3v10,FormDiff_GF_last5,FormDiff_GA_last5,FormDiff_GD_last5,FormDiff_Pts_last5,FormDiff_Pts_last3,FormDiff_GD_last3,FormDiff_Pts_last10,FormDiff_GD_last10,FormDiff_Pts_trend_3v10,IsHomeAlways1,Month,Weekday,IsWeekend,Home_AvgPts_season,Home_AvgGD_season,Away_AvgPts_season,Away_AvgGD_season,SeasonStrength_PtsDiff,SeasonStrength_GDDiff,Home_AttDefRatio_last5,Home_GoalsShare_last5,Away_AttDefRatio_last5,Away_GoalsShare_last5,FormDiff_AttDefRatio_last5,FormDiff_GoalsShare_last5,Home_RecentFormIdx,Away_RecentFormIdx,FormDiff_RecentFormIdx,Market_ImpliedDiff_b365,Market_ImpliedDiff_ps,Market_BigHomeFav,Market_BigAwayFav,Market_BalancedMatch
D1,2014-08-30,Leverkusen,Hertha,4.0,2.0,H,21.0,3.0,7.0,1.0,11.0,20.0,5.0,6.0,0.0,1.0,0.0,0.0,1.44,4.5,6.5,1.45,4.86,8.15,1.5,4.92,8.4,1.44,4.46,7.32,49.0,Bundesliga_14_15.csv,2014/2015,bundesliga,18.0,6.0,-1.0,-9.0,-1.0,2.0,6.0,0.6487025948103793,0.20758483033932135,0.14371257485029942,0.07051282051282048,-5.0600000000000005,0.6773837721360959,0.20210009662496686,0.1205161312389373,0.018115875789288527,-6.7,0.06000000000000005,0.45999999999999996,1.08,2.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1,8,5,1,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.9995002498750625,0.6666666666666666,0.4998750312421894,1.3333333333333335,0.49962521863287307,3.0,1.0,2.0,0.5049900199600799,0.5568676408971586,1,0,0
D1,2014-08-30,Schalke 04,Bayern Munich,1.0,1.0,D,8.0,10.0,4.0,4.0,15.0,15.0,1.0,3.0,4.0,1.0,0.0,0.0,6.0,4.75,1.44,7.07,4.77,1.5,7.7,4.9,1.55,6.58,4.49,1.47,49.0,Bundesliga_14_15.csv,2014/2015,bundesliga,-2.0,0.0,-2.0,0.0,3.0,0.0,2.0,0.15552523874488405,0.1964529331514325,0.6480218281036836,0.07163742690058461,4.5600000000000005,0.13897548554013975,0.20598672594733503,0.6550377885125253,0.017752988236829026,5.57,1.12,0.41000000000000014,0.08000000000000007,1.0,2.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,-2.0,-3.0,-3.0,-2.0,-3.0,-2.0,0.0,1,8,5,1,0.0,-1.0,3.0,1.0,-3.0,-2.0,0.3333333333333333,0.33322225924691773,1.0,0.6664445184938355,-0.6666666666666667,-0.33322225924691773,0.0,3.0,-3.0,-0.49249658935879953,-0.5160623029723855,0,1,0
D1,2014-08-30,Stuttgart,FC Koln,0.0,2.0,A,14.0,10.0,5.0,4.0,11.0,11.0,7.0,4.0,1.0,2.0,0.0,0.0,2.0,3.5,3.6,1.98,3.65,4.14,2.1,3.7,4.25,1.98,3.46,3.85,49.0,Bundesliga_14_15.csv,2014/2015,bundesliga,4.0,1.0,3.0,0.0,-1.0,-2.0,2.0,0.4701492537313433,0.26865671641791045,0.2611940298507463,0.06349206349206349,-1.6,0.49487149257250646,0.2684508370667295,0.23667767036076398,0.020569001510037932,-2.1599999999999997,0.1200000000000001,0.2400000000000002,0.3999999999999999,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,5,1,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.49975012493753124,0.0,0.0,0.5,0.49975012493753124,1.0,1.0,0.0,0.208955223880597,0.2581938222117425,0,0,0
D1,2014-08-30,Werder Bremen,Hoffenheim,1.0,1.0,D,15.0,12.0,1.0,1.0,20.0,13.0,6.0,6.0,3.0,0.0,0.0,0.0,3.2,3.5,2.15,3.35,3.74,2.2,3.35,3.8,2.3,3.23,3.53,2.16,49.0,Bundesliga_14_15.csv,2014/2015,bundesliga,3.0,0.0,0.0,7.0,3.0,0.0,2.0,0.2938879125170865,0.2686975200156219,0.4374145674672915,0.06333056478405319,1.0500000000000003,0.29253030895580756,0.262025811497849,0.44544387954634335,0.02043259637640671,1.15,0.1200000000000001,0.27,0.13999999999999968,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1,8,5,1,1.0,0.0,3.0,2.0,-2.0,-2.0,0.6666666666666666,0.4998750312421894,2.0,0.9995002498750625,-1.3333333333333335,-0.49962521863287307,1.0,3.0,-2.0,-0.143526654950205,-0.15291357059053579,0,0,0
D1,2014-08-30,Wolfsburg,Ein Frankfurt,2.0,2.0,D,14.0,9.0,11.0,4.0,19.0,11.0,4.0,3.0,3.0,1.0,0.0,0.0,1.57,4.33,5.0,1.62,4.34,5.84,1.75,4.34,5.9,1.62,4.01,5.37,49.0,Bundesliga_14_15.csv,2014/2015,bundesliga,5.0,7.0,1.0,8.0,2.0,0.0,4.0,0.5964499519258584,0.21626476316942211,0.18728528490471957,0.06788955737632563,-3.4299999999999997,0.6058149206925894,0.22613368007419235,0.16805139923321827,0.018931573873391505,-4.22,0.1299999999999999,0.33000000000000007,0.5300000000000002,1.0,2.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,-2.0,-3.0,-3.0,-2.0,-3.0,-2.0,0.0,1,8,5,1,0.0,-1.0,3.0,1.0,-3.0,-2.0,0.3333333333333333,0.33322225924691773,1.0,0.9990009990009991,-0.6666666666666667,-0.6657787397540814,0.0,3.0,-3.0,0.4091646670211388,0.4377635214593711,0,0,0
D1,2014-08-31,Freiburg,M'gladbach,0.0,0.0,D,17.0,9.0,4.0,3.0,11.0,13.0,4.0,5.0,1.0,2.0,0.0,0.0,2.88,3.4,2.38,3.06,3.55,2.43,3.2,3.6,2.44,2.99,3.35,2.33,48.0,Bundesliga_14_15.csv,2014/2015,bundesliga,8.0,1.0,-1.0,-2.0,-1.0,0.0,0.0,0.32710280373831774,0.27707531610775155,0.3958218801539307,0.06150793650793651,0.5,0.3203864023799178,0.27616405388240806,0.4034495437376742,0.020010160210841343,0.6299999999999999,0.20999999999999996,0.25,0.10999999999999988,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1,8,6,1,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.5,0.49975012493753124,-0.5,-0.49975012493753124,0.0,1.0,-1.0,-0.06871907641561298,-0.08306314135775644,0,0,0
D1,2014-08-31,Mainz,Hannover,0.0,0.0,D,14.0,11.0,2.0,6.0,12.0,14.0,4.0,2.0,0.0,1.0,0.0,0.0,2.2,3.3,3.3,2.18,3.61,3.52,2.3,3.65,3.6,2.14,3.44,3.31,49.0,Bundesliga_14_15.csv,2014/2015,bundesliga,3.0,-4.0,2.0,-2.0,-1.0,0.0,0.0,0.4285714285714286,0.28571428571428575,0.28571428571428575,0.06060606060606055,-1.0999999999999996,0.44980283604596005,0.2716260893573942,0.27857107459664576,0.019814815670491814,-1.3399999999999999,0.1599999999999997,0.20999999999999996,0.29000000000000004,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,-1.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,1,8,6,1,1.0,0.0,3.0,1.0,-2.0,-1.0,0.6666666666666666,0.4998750312421894,1.0,0.6664445184938355,-0.33333333333333337,-0.16656948725164605,1.0,3.0,-2.0,0.14285714285714285,0.1712317614493143,0,0,1
D1,2014-09-12,Leverkusen,Werder Bremen,3.0,3.0,D,26.0,8.0,9.0,5.0,14.0,20.0,6.0,4.0,4.0,2.0,0.0,0.0,1.3,5.5,9.0,1.37,5.47,9.29,1.4,5.7,10.0,1.34,5.24,8.82,45.0,Bundesliga_14_15.csv,2014/2015,bundesliga,18.0,4.0,2.0,-6.0,2.0,0.0,6.0,0.7242136064374541,0.1711777615215801,0.10460863204096561,0.0621600621600622,-7.7,0.7153447122998415,0.1791631180714411,0.10549216962871723,0.020384990269301406,-7.919999999999999,0.05999999999999983,0.45999999999999996,1.1799999999999997,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.5,1.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.5,-0.5,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1,9,4,0,3.0,2.0,1.0,0.0,2.0,2.0,1.5,0.7498125468632841,0.6,0.49983338887037654,0.9,0.2499791579929076,3.0,1.0,2.0,0.6196049743964885,0.6098525426711243,1,0,0
D1,2014-09-13,Bayern Munich,Stuttgart,2.0,0.0,H,14.0,7.0,8.0,0.0,16.0,18.0,2.0,4.0,1.0,2.0,0.0,0.0,1.17,7.5,15.0,1.17,8.95,19.5,1.22,9.23,20.61,1.16,7.87,15.72,45.0,Bundesliga_14_15.csv,2014/2015,bundesliga,7.0,8.0,-2.0,-2.0,-1.0,2.0,2.0,0.8103727714748785,0.12641815235008103,0.06320907617504051,0.05470085470085473,-13.83,0.8398235901285541,0.10978699446373276,0.05038941540771324,0.01771474955832497,-18.33,0.06000000000000005,1.3600000000000003,4.889999999999999,1.5,1.0,0.5,2.0,2.0,0.5,2.0,0.5,0.0,0.5,1.5,-1.0,0.5,0.5,-1.0,0.5,-1.0,0.0,1.0,-0.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,1,9,5,1,2.0,0.5,0.5,-1.0,1.5,1.5,0.75,0.5997600959616154,0.2,0.24987506246876562,0.55,0.3498850334928498,2.0,0.5,1.5,0.747163695299838,0.7894341747208409,1,0,0
D1,2014-09-13,Dortmund,Freiburg,3.0,1.0,H,15.0,4.0,6.0,3.0,10.0,14.0,3.0,5.0,1.0,4.0,0.0,0.0,1.25,6.0,10.0,1.28,6.5,11.6,1.33,6.54,12.76,1.27,5.81,10.68,45.0,Bundesliga_14_15.csv,2014/2015,bundesliga,11.0,3.0,-2.0,-4.0,-3.0,2.0,4.0,0.75,0.15625,0.09375,0.06666666666666665,-8.75,0.7649541433325218,0.1506371236100966,0.08440873305738171,0.021303050397877943,-10.32,0.06000000000000005,0.7300000000000004,2.08,1.5,2.0,-0.5,1.5,1.5,-0.5,1.5,-0.5,0.0,0.0,0.5,-0.5,0.5,0.5,-0.5,0.5,-0.5,0.0,1.5,1.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,9,5,1,1.5,-0.5,0.5,-0.5,1.0,0.0,0.5,0.42844901456726653,0.0,0.0,0.5,0.42844901456726653,1.5,0.5,1.0,0.65625,0.68054541027514,1,0,0
D1,2014-09-13,Hertha,Mainz,1.0,3.0,A,17.0,7.0,3.0,6.0,21.0,20.0,4.0,1.0,3.0,3.0,0.0,0.0,2.25,3.3,3.2,2.29,3.42,3.45,2.35,3.5,3.45,2.25,3.32,3.24,45.0,Bundesliga_14_15.csv,2014/2015,bundesliga,10.0,-3.0,3.0,1.0,0.0,-2.0,4.0,0.41929720071471116,0.2858844550327576,0.2948183442525313,0.0599747474747474,-0.9500000000000002,0.42856675856207305,0.2869642915517974,0.28446894988612964,0.018933955989905105,-1.1600000000000001,0.10000000000000009,0.18000000000000016,0.20999999999999996,2.0,3.0,-1.0,0.5,0.5,-1.0,0.5,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,-1.0,-0.5,-0.5,-1.0,-0.5,-1.0,0.0,1,9,5,1,0.5,-1.0,1.0,0.0,-0.5,-1.0,0.5,0.3999200159968006,0.5,0.49975012493753124,0.0,-0.09983010894073063,0.5,1.0,-0.5,0.12447885646217988,0.1440978086759434,0,0,1
D1,2014-09-13,Hoffenheim,Wolfsburg,1.0,1.0,D,15.0,22.0,6.0,5.0,17.0,17.0,4.0,7.0,1.0,0.0,0.0,1.0,2.4,3.5,2.75,2.47,3.72,2.88,2.5,3.71,3.1,2.4,3.48,2.86,45.0,Bundesliga_14_15.csv,2014/2015,bundesliga,-7.0,1.0,-3.0,0.0,0.0,0.0,2.0,0.3908629441624366,0.26802030456852793,0.34111675126903557,0.06601731601731586,-0.3500000000000001,0.39657087016390524,0.2633145293830231,0.3401146004530715,0.02089772611843932,-0.4099999999999997,0.10000000000000009,0.22999999999999998,0.2400000000000002,1.5,0.5,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.5,2.0,-0.5,0.5,0.5,-0.5,0.5,-0.5,0.0,0.0,-1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,1,9,5,1,2.0,1.0,0.5,-0.5,1.5,1.5,1.0,0.7496251874062969,0.5,0.42844901456726653,0.5,0.3211761728390304,2.0,0.5,1.5,0.04974619289340104,0.05645626971083373,0,0,1
D1,2014-09-13,M'gladbach,Schalke 04,4.0,1.0,H,23.0,11.0,9.0,6.0,15.0,13.0,8.0,2.0,2.0,3.0,0.0,0.0,2.4,3.4,2.8,2.42,3.58,3.06,2.5,3.6,3.13,2.39,3.37,2.94,44.0,Bundesliga_14_15.csv,2014/2015,bundesliga,12.0,3.0,6.0,2.0,-1.0,3.0,5.0,0.39016393442622954,0.2754098360655738,0.3344262295081967,0.06792717086834732,-0.3999999999999999,0.4053790020574609,0.27402714664219424,0.3205938513003449,0.01935013505533023,-0.6400000000000001,0.10999999999999988,0.22999999999999998,0.18999999999999995,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.5,-0.5,0.5,0.5,-0.5,0.5,-0.5,0.0,-0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1,9,5,1,1.0,0.0,0.5,-0.5,0.5,0.5,0.3333333333333333,0.4995004995004996,0.4,0.39984006397441024,-0.06666666666666671,0.09966043552608933,1.0,0.5,0.5,0.055737704918032815,0.08478515075711601,0,0,1
D1,2014-09-13,Paderborn,FC Koln,0.0,0.0,D,8.0,4.0,4.0,1.0,13.0,18.0,5.0,1.0,0.0,2.0,0.0,0.0,2.9,3.2,2.45,3.1,3.35,2.5,3.15,3.4,2.61,2.96,3.27,2.43,45.0,Bundesliga_14_15.csv,2014/2015,bundesliga,4.0,3.0,4.0,-5.0,-2.0,0.0,0.0,0.3236326109391125,0.2932920536635707,0.38307533539731675,0.06549085151301903,0.44999999999999973,0.31591852131271214,0.2923425122595247,0.3917389664277631,0.02108810784785753,0.6000000000000001,0.18999999999999995,0.1299999999999999,0.17999999999999972,2.5,1.0,1.5,2.0,2.0,1.5,2.0,1.5,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1,9,5,1,2.0,1.5,2.0,1.0,0.0,0.5,1.25,0.7140816909454442,1.0,0.9990009990009991,0.25,-0.284919308055555,2.0,2.0,0.0,-0.059442724458204255,-0.07582044511505098,0,0,0
