,Prob_H_b365,Prob_D_b365,Prob_A_b365,Margin_B365,OddsDiff_B365,Prob_H_ps,Prob_D_ps,Prob_A_ps,Margin_PS,OddsDiff_PS,OddsSpread_H,OddsSpread_D,OddsSpread_A,Home_GF_last5,Home_GA_last5,Home_GD_last5,Home_Pts_last5,Home_Wins_last5,Home_CleanSheets_last5,Home_Conceded0plus_last5,Home_Pts_last3,Home_GD_last3,Home_Pts_last10,Home_GD_last10,Away_GF_last5,Away_GA_last5,Away_GD_last5,Away_Pts_last5,Away_Wins_last5,Away_CleanSheets_last5,Away_Conceded0plus_last5,Away_Pts_last3,Away_GD_last3,Away_Pts_last10,Away_GD_last10,FormDiff_GF_last5,FormDiff_GA_last5,FormDiff_GD_last5,FormDiff_Pts_last5,FormDiff_Wins_last5,FormDiff_CleanSheets_last5,FormDiff_Conceded0plus_last5,FormDiff_Pts_last3,FormDiff_GD_last3,FormDiff_Pts_last10,FormDiff_GD_last10,FormDiff_Pts_trend_3v10,Month,Weekday,IsWeekend,SeasonStrength_PtsDiff,SeasonStrength_GDDiff,Home_AttDefRatio_last5,Home_GoalsShare_last5,Away_AttDefRatio_last5,Away_GoalsShare_last5,FormDiff_AttDefRatio_last5,FormDiff_GoalsShare_last5,FormDiff_RecentFormIdx
Prob_H_b365,1.0,-0.5046280637550914,-0.9720208302257886,-0.007463462922829455,-0.9487043139523615,0.9987137784033977,-0.5022736867467963,-0.9706031275374899,0.0859415128831981,-0.9348398842673777,-0.568477757185734,0.45690889244241933,0.636110521894701,0.399047969175593,-0.35161929978615447,0.48568116062901806,0.4642622978820169,0.4452343771727696,0.27939568879428955,-0.24208560761939776,0.38295840693802724,0.4055852763572602,0.5505682741638143,0.5712200887552255,-0.382786915345476,0.35884045859618097,-0.47935542710534085,-0.4536023835691253,-0.4340232654919576,-0.27779403195506164,0.23532787658147317,-0.37752009780388524,-0.40411510593051275,-0.5403530606108158,-0.5674052552217818,0.566585076337412,-0.5224081325003819,0.7040139937540215,0.6663022558653746,0.6432907816042384,0.4039945623038854,-0.35812780067367195,0.5564809433403343,0.5955063639449663,0.7810223412454577,0.8161451878949857,-0.024086020183852957,0.004179021611385546,-0.027262245999071233,-0.02129249092628485,0.7952087312227262,0.8213295707757038,0.46882035129290833,0.46969009576568393,-0.45053353455690964,-0.4619432642297015,0.6667235470391277,0.6762085979112425,0.6209065672041226
Prob_D_b365,-0.5046280637550914,1.0,0.28771576562289386,-0.059479446499366824,0.5266357510145995,-0.505102659752475,0.9864698746952826,0.286630745238784,-0.2022173904398768,0.5340697011091238,-0.17910554034602855,-0.7586331597847492,-0.693114119274058,-0.3447188007303991,0.1522977250788803,-0.3227413971282014,-0.3240041460519503,-0.3230591028898576,-0.15254718268923714,0.12946488594808508,-0.2855523699671932,-0.2811498192659102,-0.3868375500358441,-0.38456786893136236,0.03064102165795713,-0.15015197921885265,0.11371020541314596,0.09277234961037152,0.06967713631817231,0.09728048258156581,-0.08336095150368363,0.0903039257127651,0.09894320218333597,0.11851174906544078,0.13743653141713022,-0.2692801393664572,0.22304510536578942,-0.3187677356602447,-0.30263461491376215,-0.2861530839968364,-0.1811775377248657,0.1596282868484981,-0.2749870822193944,-0.27996683225174546,-0.36248683923348624,-0.374479353631997,-0.011956347670059545,-0.019527455355536422,0.031600818141987265,0.025814528247729944,-0.36402705756287995,-0.37217440225339,-0.36702736070997277,-0.3129515184347951,0.0544049295538814,0.10985261191893056,-0.30263898729880184,-0.30730578955025395,-0.29675851942545883
Prob_A_b365,-0.9720208302257886,0.28771576562289386,1.0,0.024462388686387733,0.9091297586134205,-0.9704483333240563,0.28957383386071023,0.9984842221854296,-0.040489004941360575,0.8917782546198068,0.6875446055773243,-0.2990088804134124,-0.5182894639864754,-0.34910666186359157,0.3488795493508996,-0.45127719742240807,-0.42715338361222877,-0.40600972393743934,-0.26843422452759547,0.23332562535442417,-0.3473648320251586,-0.3736853129107002,-0.5058520614253568,-0.5293986403282525,0.41622082650116315,-0.3571445163677057,0.5007255549391425,0.47785907586434256,0.4625125986870254,0.2816943107858667,-0.23837299746783397,0.39414609237697584,0.4212926324351357,0.5670730076407569,0.5919281253004928,-0.5555033273644939,0.5190651961239016,-0.6945556248366282,-0.6570938916650297,-0.6357587304488751,-0.3988644239344221,0.3538466302875793,-0.5427342901905976,-0.5846920898046823,-0.768118545524115,-0.8038347152655028,0.029989741986046994,0.0006771168807068132,0.021644646825342603,0.01659660518711282,-0.7842901953264049,-0.8110946360853172,-0.4204912231036284,-0.4361909909800938,0.4848944199424773,0.4824629091377891,-0.6575602906393769,-0.666816555215103,-0.6083098998331418
Margin_B365,-0.007463462922829455,-0.059479446499366824,0.024462388686387733,1.0,0.026095828767603822,-0.006431506848925496,-0.0472894384505977,0.020339989617356936,0.10264759703960051,0.01692988323211759,0.05894012499053556,0.011602895297741847,-0.00961954338821121,-0.006802986686137899,-0.0031992204855283085,-0.0024027841219346454,-0.00376117067105926,-0.024876126359006826,-0.031706767711897066,-0.03091687190114566,-0.004768444613605098,-0.011268519345673635,-0.007215632937595569,-0.003322124748299879,0.010365893722117145,-0.004813870115205873,0.00993859596731639,-0.0018333465280585687,-0.026110413568147472,-0.018426054929208204,-0.0318905749317779,-0.0012417893343967222,0.008753306718156639,-0.008116640485094107,-0.00018540689673410122,-0.013934240553579058,0.0021688457048612557,-0.010617062293472871,-0.002607176828478184,0.001146232906108294,-0.009664292761105015,0.0007614176083488302,-0.004226709020296559,-0.015799819040483692,-0.0009610331289238705,-0.0034473258361432603,-0.004873060251922746,0.04546590547936266,-0.046068333118877675,-0.06436800555868505,0.0035386608252152506,-0.010277764209964657,-0.003721926152244595,-0.006718956224879073,0.008588362603360999,0.002862276185945932,-0.010735303535587035,-0.008892302872779706,-0.0037883808654754466
OddsDiff_B365,-0.9487043139523615,0.5266357510145995,0.9091297586134205,0.026095828767603822,1.0,-0.9501596383071342,0.5258546299003429,0.9100300304362725,-0.07446019237216167,0.9907606011031488,0.5876768294650782,-0.5948972108421592,-0.785370618958485,-0.39219310431280413,0.3474349584465151,-0.47852444041419223,-0.4549375773643736,-0.43616838070989533,-0.27357180733843983,0.23899629741665468,-0.37764658779649807,-0.3989469352742564,-0.5415928184190547,-0.562031966387841,0.3735289509279591,-0.3441381256730707,0.4640246242667851,0.4389626363083433,0.4169980397722599,0.26639053166474636,-0.22688239815637695,0.3655165169695128,0.39248078679111736,0.5207649838339661,0.5480413200556409,-0.5545472272856469,0.5082097881886745,-0.6871127691970897,-0.6484261427197733,-0.6241621372180644,-0.39150765509879426,0.3494723499591805,-0.543423078013636,-0.5817063755269797,-0.7601353794854939,-0.7952707675748734,0.020916929503155553,0.011054821594355366,0.03358563057387207,0.029330521214087787,-0.7673513236146212,-0.7910455580009341,-0.4639274961610689,-0.4603961820905471,0.43627789370249415,0.4483334722624565,-0.6522988028051736,-0.6591926437810637,-0.6054895804514355
Prob_H_ps,0.9987137784033977,-0.505102659752475,-0.9704483333240563,-0.006431506848925496,-0.9501596383071342,1.0,-0.5071062028886839,-0.9706859033876356,0.0832726466986984,-0.93715780932736,-0.5694352618160374,0.46830555162965737,0.6508901263373731,0.39842277585771657,-0.35447991550745345,0.48664966704197643,0.46447954399202845,0.44461553931759124,0.28250396638995284,-0.24542412402980188,0.3819266533714301,0.40544236876634154,0.5500417867466694,0.571288901416172,-0.3799220108150606,0.35713335161979226,-0.47661062322618764,-0.45114538397833254,-0.4322204614411493,-0.2765064371428736,0.23332661012688916,-0.3749380527442137,-0.400894981561769,-0.5375304811316695,-0.5643657486446984,0.5643965521680069,-0.5234507229215191,0.7032164817513449,0.6650555122130807,0.6418005387236642,0.4053097060072016,-0.35911359492208017,0.5540526732848109,0.5935019190607488,0.7794296891690102,0.8151073678850455,-0.025128429109961683,0.0066759496437218775,-0.027179416844028335,-0.020972050642582202,0.7939341754328674,0.8202398318945989,0.46986785977338086,0.47128305730817127,-0.448137057643776,-0.4596344214595801,0.6660545178414238,0.6759818269073811,0.6188858551970533
Prob_D_ps,-0.5022736867467963,0.9864698746952826,0.28957383386071023,-0.0472894384505977,0.5258546299003429,-0.5071062028886839,1.0,0.28508577238285243,-0.19056802682583593,0.5348670088412126,-0.17576977238747032,-0.7813078232703522,-0.6974197717055617,-0.3439349138749414,0.15707505673156041,-0.32495488042473797,-0.3250090346187011,-0.3239071148923976,-0.1564949819507088,0.13250798609713377,-0.2828844309271253,-0.27951519078489817,-0.3825763385813315,-0.3819783145976768,0.02720762308483212,-0.15389188612250565,0.11381346421804568,0.09197050881826685,0.0689181578735546,0.09940332729969273,-0.08426545118258572,0.09186901908280422,0.09957214507873496,0.11605109906325263,0.13451817421664528,-0.26619576919751636,0.22948390236355032,-0.3207511485360012,-0.30303338242030553,-0.2863421056770437,-0.18557005445673821,0.16257623739833416,-0.27426690956504074,-0.27949727051421625,-0.3580627929908388,-0.3711092117327698,-0.01575368739222114,-0.012258813120407186,0.02997041071701145,0.022971295101971188,-0.36051173838091843,-0.36881465285893056,-0.3684433653711052,-0.3151332417666994,0.054116302210920376,0.10935991624591648,-0.3036559575059636,-0.3086966745744579,-0.2964607128993695
Prob_A_ps,-0.9706031275374899,0.286630745238784,0.9984842221854296,0.020339989617356936,0.9100300304362725,-0.9706859033876356,0.28508577238285243,1.0,-0.039464349706460275,0.8930574148392928,0.6899832105899261,-0.30157398407152175,-0.5307164591198696,-0.34739210895103156,0.3506682077463854,-0.4508887815634028,-0.4261984129848402,-0.404130342071068,-0.27053167202335193,0.23598432463547866,-0.34608155186643785,-0.37319536166217854,-0.5053519905850394,-0.5291669414473226,0.41484813138025917,-0.3541852636074943,0.4982071574031292,0.4759830165361013,0.46145396481421896,0.27978283445996044,-0.23598395056726348,0.3912765191211256,0.4179900694594121,0.5653199050822255,0.5900086966204786,-0.5536573542654354,0.5183480541732473,-0.6928839249771614,-0.6553707035323516,-0.6338957449330527,-0.3989960168073829,0.35403348780737715,-0.5398951821791796,-0.5823278209165174,-0.7672656462435271,-0.8033199325963549,0.03235672673422492,-0.004005745405541084,0.02186848772784932,0.01691709443907293,-0.783579565139912,-0.810563711334067,-0.42006569022319745,-0.43652870191874044,0.48319319875274086,0.48057316054555416,-0.6563084356660993,-0.6659467604994215,-0.6058353976426858
Margin_PS,0.0859415128831981,-0.2022173904398768,-0.040489004941360575,0.10264759703960051,-0.07446019237216167,0.0832726466986984,-0.19056802682583593,-0.039464349706460275,1.0,-0.07170330539855145,0.05387699602443237,0.06425625261298637,0.09184561465160387,0.0458629802059084,-0.05354373441906415,0.06415720068407194,0.05537687162005362,0.05302771902088347,0.046510634284186295,-0.003268459802437556,0.053300562915069474,0.06372755621784758,0.07161252165659027,0.07769655432821708,-0.047407472363794514,0.02793446923735968,-0.049145993022785245,-0.043663282925193475,-0.04299332563867136,-0.010000781246999565,0.04622745336813801,-0.04414012367840265,-0.04969456527795446,-0.04999126173616016,-0.053394969203844365,0.06698153085387128,-0.05847160284640849,0.0811656690518913,0.07006907448908047,0.07024137466403875,0.04099423061749355,-0.037154789880721795,0.06938002869965035,0.08185455127199825,0.08606279587106196,0.0936301287987772,0.008568530450832335,-0.08620380517557433,-0.05504378320993643,-0.026454821625942895,0.09073700214386218,0.09748487459534867,0.06658545017524431,0.07171248981567861,-0.04753852004409804,-0.03930815108976163,0.08106404474567953,0.07926689076567613,0.07250330670801156
OddsDiff_PS,-0.9348398842673777,0.5340697011091238,0.8917782546198068,0.01692988323211759,0.9907606011031488,-0.93715780932736,0.5348670088412126,0.8930574148392928,-0.07170330539855145,1.0,0.5821900127682832,-0.6111376458285717,-0.8171997100215467,-0.38591937021615746,0.3537960971459159,-0.47804741082238106,-0.45576907716809895,-0.4350977007440409,-0.2825059814137035,0.2497272582707588,-0.37659863282427297,-0.39692686874408006,-0.5418874051980441,-0.5605546601783858,0.36462356991714573,-0.33394705121463203,0.4519507675068188,0.4285268255639737,0.40903035007406313,0.25817067215214856,-0.21792080305846614,0.35737405320677856,0.38270158358242445,0.507947798484118,0.5337041223095076,-0.5438404069972534,0.505604862262763,-0.6783692309548726,-0.6417457421625966,-0.6177927015920175,-0.3920275366743163,0.3507729254275207,-0.5368685613263574,-0.573465228689671,-0.7519116656705084,-0.7849328676913448,0.020954403018861013,0.006384161818498274,0.03554780660031621,0.030742432494582656,-0.7603662162477501,-0.7822123847810526,-0.4660735751339741,-0.462587485350421,0.4259789520150059,0.43784997556492494,-0.6465499846977879,-0.6534075095957987,-0.5986764840397334
