TrainSize,Train_F1_macro,CV_F1_macro
171,0.4702202846190181,0.4083258275039663
479,0.5048734971739839,0.40304583378776454
787,0.5171673629530653,0.4217561925419684
1096,0.5203994922269943,0.42353883574450946
1404,0.5213431404205033,0.41366998813181877
1713,0.5200575686274396,0.4410376637688639
