Metric,Baseline_HomeWin,Decision_Tree,Gain_vs_Baseline
Accuracy,0.45588235294117646,0.44607843137254904,-0.009803921568627416
Macro-F1,0.20875420875420878,0.4412056190934626,0.23245141033925384
