TrainSize,Train_F1_macro,CV_F1_macro
212,0.5745053196847774,0.39459582846804564
595,0.5469090598787592,0.44937277614837523
978,0.5243047567187102,0.4679684037646875
1361,0.5256266570830084,0.4566561625126192
1744,0.5183437299905984,0.47079449944928314
2128,0.508795155042629,0.4817965333162473
