precision,recall,f1-score,support,Model,League
0.5378151260504201,0.5517241379310345,0.5446808510638298,232.0,Decision Tree,premier_league
0.270042194092827,0.378698224852071,0.31527093596059114,169.0,Decision Tree,premier_league
0.7087719298245614,0.5626740947075209,0.6273291925465838,359.0,Decision Tree,premier_league
0.5184210526315789,0.5184210526315789,0.5184210526315789,0.5184210526315789,Decision Tree,premier_league
0.5055430833226028,0.4976988191635421,0.49576032652366825,760.0,Decision Tree,premier_league
0.5590254774373721,0.5184210526315789,0.5327077970373316,760.0,Decision Tree,premier_league
