TrainSize,Train_F1,CV_F1
1022,0.7337506194919662,0.46301502128334243
2556,0.6800844202823029,0.46822216644809095
5112,0.6261055057987248,0.4799981030045868
7668,0.5904013717674874,0.480024709649458
10225,0.5701859882858286,0.4822114202369782
