precision,recall,f1-score,support,Model,League,SplitDate,N_train,N_test
0.5260869565217391,0.5307017543859649,0.5283842794759825,228.0,XGBoost,serie_a,2022-07-01,2660,760
0.3073170731707317,0.2971698113207547,0.302158273381295,212.0,XGBoost,serie_a,2022-07-01,2660,760
0.5538461538461539,0.5625,0.5581395348837209,320.0,XGBoost,serie_a,2022-07-01,2660,760
0.4789473684210526,0.4789473684210526,0.4789473684210526,0.4789473684210526,XGBoost,serie_a,2022-07-01,2660,760
0.4624167278462082,0.46345718856890655,0.46289402924699946,760.0,XGBoost,serie_a,2022-07-01,2660,760
0.47674975635515904,0.4789473684210526,0.4778076590001964,760.0,XGBoost,serie_a,2022-07-01,2660,760
