precision,recall,f1-score,support,Model,League
0.48582995951417,0.5581395348837209,0.5194805194805194,215.0,Random Forest,la_liga
0.35148514851485146,0.3622448979591837,0.35678391959798994,196.0,Random Forest,la_liga
0.6559485530546624,0.5845272206303725,0.6181818181818182,349.0,Random Forest,la_liga
0.5197368421052632,0.5197368421052632,0.5197368421052632,0.5197368421052632,Random Forest,la_liga
0.49775455369456134,0.5016372178244257,0.4981487524201092,760.0,Random Forest,la_liga
0.5293033887112297,0.5197368421052632,0.5228465979933846,760.0,Random Forest,la_liga
