TrainSize,Train_F1,CV_F1
212,0.7321066117513884,0.45334084550839915
532,0.7267739011107607,0.46892033400936495
1064,0.7273584263071463,0.46963429655422156
1596,0.7148526050870091,0.4739751025965303
2128,0.6926176093735368,0.47623501795122314
