Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,Bb1X2,Season
D1,2016-09-20,Freiburg,Hamburg,1,0,H,19,7,4,0,17,17,7,0,1,0,0,0,2.3,3.4,3.1,2.34,3.52,3.24,2.4,3.57,3.26,2.3,3.41,3.13,56.0,2016/2017
D1,2016-09-20,Ingolstadt,Ein Frankfurt,0,2,A,13,9,3,5,20,19,6,4,0,1,0,0,2.25,3.25,3.4,2.24,3.36,3.63,2.4,3.38,3.7,2.22,3.26,3.43,56.0,2016/2017
D1,2016-09-20,Wolfsburg,Dortmund,1,5,A,15,10,9,9,15,12,2,3,2,0,0,0,4.75,3.75,1.75,4.71,4.1,1.78,4.75,4.2,1.85,4.43,3.9,1.77,56.0,2016/2017
D1,2016-09-21,Bayern Munich,Hertha,3,0,H,16,2,7,2,9,9,6,2,1,0,0,0,1.14,9.0,17.0,1.16,8.63,25.3,1.2,9.0,25.3,1.15,7.87,21.23,55.0,2016/2017
D1,2016-09-21,Werder Bremen,Mainz,1,2,A,13,13,7,6,15,14,3,14,2,2,0,0,3.0,3.5,2.3,3.01,3.66,2.41,3.09,3.73,2.5,2.94,3.51,2.35,53.0,2016/2017
D1,2016-09-21,Leverkusen,Augsburg,0,0,D,14,5,6,2,14,16,6,3,0,2,0,0,1.45,4.5,7.0,1.49,4.65,7.47,1.55,4.74,7.47,1.49,4.38,6.69,55.0,2016/2017
D1,2016-09-21,Schalke 04,FC Koln,1,3,A,18,9,8,5,17,9,8,4,2,1,0,0,2.1,3.4,3.6,2.13,3.58,3.68,2.18,3.62,3.7,2.11,3.44,3.5,54.0,2016/2017
D1,2016-09-21,RB Leipzig,M'gladbach,1,1,D,9,3,5,1,15,16,5,2,1,2,0,0,2.38,3.5,3.0,2.54,3.6,2.87,2.54,3.74,3.0,2.46,3.43,2.83,54.0,2016/2017
D1,2016-09-23,Dortmund,Freiburg,3,1,H,24,9,5,5,8,27,15,3,2,3,0,0,1.18,7.5,15.0,1.21,7.51,16.23,1.25,8.26,16.23,1.2,7.17,13.83,55.0,2016/2017
D1,2016-09-24,Augsburg,Darmstadt,1,0,H,19,4,6,0,7,14,3,5,2,1,0,1,1.67,3.75,5.5,1.66,3.95,6.05,1.7,4.04,6.05,1.65,3.81,5.6,54.0,2016/2017
D1,2016-09-24,Ein Frankfurt,Hertha,3,3,D,11,6,4,4,15,13,4,1,4,2,0,0,2.25,3.2,3.4,2.41,3.27,3.34,2.45,3.4,3.4,2.37,3.18,3.2,54.0,2016/2017
D1,2016-09-24,Hamburg,Bayern Munich,0,1,A,7,17,1,8,17,12,3,5,2,3,0,0,13.0,7.0,1.2,16.3,7.19,1.22,17.0,7.19,1.28,14.17,6.47,1.22,54.0,2016/2017
D1,2016-09-24,Mainz,Leverkusen,2,3,A,9,16,5,6,12,14,6,1,3,2,0,0,3.0,3.3,2.4,2.97,3.65,2.44,3.1,3.65,2.52,2.92,3.43,2.41,54.0,2016/2017
D1,2016-09-24,M'gladbach,Ingolstadt,2,0,H,7,8,5,2,24,14,1,3,2,3,0,0,1.8,3.6,4.75,1.83,3.81,4.71,1.86,3.9,5.0,1.81,3.65,4.55,54.0,2016/2017
D1,2016-09-24,Werder Bremen,Wolfsburg,2,1,H,16,11,4,3,17,14,6,2,1,3,0,0,3.9,3.75,1.91,4.1,3.9,1.93,4.1,3.92,2.0,3.89,3.69,1.92,54.0,2016/2017
D1,2016-09-25,FC Koln,RB Leipzig,1,1,D,10,12,2,2,10,16,1,6,1,2,0,0,2.3,3.3,3.2,2.36,3.43,3.28,2.5,3.5,3.3,2.31,3.34,3.16,52.0,2016/2017
D1,2016-09-25,Hoffenheim,Schalke 04,2,1,H,14,12,2,5,11,14,2,6,1,1,0,0,2.7,3.4,2.6,2.75,3.73,2.57,2.76,3.82,2.65,2.68,3.56,2.53,54.0,2016/2017
D1,2016-09-30,RB Leipzig,Augsburg,2,1,H,17,6,10,2,15,12,6,3,0,3,0,0,1.65,3.75,5.75,1.71,3.84,5.66,1.8,3.9,5.75,1.71,3.67,5.33,54.0,2016/2017
D1,2016-10-01,Bayern Munich,FC Koln,1,1,D,27,5,3,2,4,12,10,3,1,2,0,0,1.17,7.0,19.0,1.17,8.49,21.06,1.23,8.95,23.0,1.16,7.52,18.83,54.0,2016/2017
D1,2016-10-01,Darmstadt,Werder Bremen,2,2,D,9,14,2,7,18,21,5,10,2,1,0,0,3.1,3.4,2.3,3.15,3.53,2.39,3.15,3.55,2.6,2.98,3.37,2.39,54.0,2016/2017
D1,2016-10-01,Freiburg,Ein Frankfurt,1,0,H,11,14,3,3,12,13,9,4,4,3,0,0,2.3,3.3,3.2,2.4,3.47,3.16,2.45,3.5,3.25,2.34,3.34,3.11,54.0,2016/2017
D1,2016-10-01,Hertha,Hamburg,2,0,H,14,16,5,3,11,20,7,3,2,6,0,0,2.0,3.25,4.2,2.0,3.4,4.41,2.06,3.51,4.52,1.98,3.35,4.05,54.0,2016/2017
D1,2016-10-01,Ingolstadt,Hoffenheim,1,2,A,18,21,5,9,22,22,8,5,1,2,0,0,2.05,3.4,3.75,2.02,3.64,4.0,2.25,3.64,4.0,2.04,3.47,3.69,54.0,2016/2017
D1,2016-10-01,Leverkusen,Dortmund,2,0,H,11,10,6,4,21,7,1,9,5,1,0,0,3.8,3.6,1.95,3.7,3.84,2.04,3.8,3.93,2.1,3.57,3.67,2.01,54.0,2016/2017
D1,2016-10-02,Schalke 04,M'gladbach,4,0,H,15,12,8,4,11,10,3,5,0,0,0,0,2.2,3.4,3.3,2.3,3.57,3.28,2.6,3.63,3.3,2.3,3.44,3.1,54.0,2016/2017
D1,2016-10-02,Wolfsburg,Mainz,0,0,D,19,8,3,2,10,7,11,3,0,0,0,0,1.85,3.6,4.33,1.8,4.04,4.61,1.9,4.05,4.61,1.82,3.8,4.26,54.0,2016/2017
D1,2016-10-14,Dortmund,Hertha,1,1,D,15,9,6,2,13,22,5,0,1,5,1,1,1.33,5.25,9.0,1.39,5.47,8.55,1.45,5.55,10.0,1.36,5.26,8.28,47.0,2016/2017
D1,2016-10-15,Augsburg,Schalke 04,1,1,D,11,12,5,3,14,16,6,4,2,3,0,0,3.1,3.4,2.3,3.27,3.42,2.37,3.3,3.5,2.45,3.12,3.32,2.34,48.0,2016/2017
D1,2016-10-15,Ein Frankfurt,Bayern Munich,2,2,D,13,14,4,5,18,11,2,6,2,4,1,0,13.0,6.0,1.25,14.07,6.08,1.27,14.07,6.4,1.31,12.34,5.82,1.26,48.0,2016/2017
D1,2016-10-15,FC Koln,Ingolstadt,2,1,H,15,9,3,1,27,24,5,3,3,3,0,0,1.8,3.5,4.75,1.79,3.6,5.39,1.83,3.65,5.39,1.79,3.53,4.86,48.0,2016/2017
D1,2016-10-15,Hoffenheim,Freiburg,2,1,H,14,13,4,6,18,15,8,5,2,3,0,0,2.05,3.6,3.5,2.15,3.73,3.48,2.23,3.88,3.54,2.11,3.6,3.36,48.0,2016/2017
D1,2016-10-15,M'gladbach,Hamburg,0,0,D,22,5,4,0,10,16,10,3,2,4,0,1,1.67,3.8,5.25,1.68,4.19,5.37,1.74,4.19,5.5,1.68,3.93,5.04,48.0,2016/2017
D1,2016-10-15,Werder Bremen,Leverkusen,2,1,H,11,13,5,6,10,15,0,2,2,2,0,0,4.75,4.2,1.67,4.63,4.22,1.76,5.0,4.22,1.78,4.61,3.96,1.73,48.0,2016/2017
D1,2016-10-16,Mainz,Darmstadt,2,1,H,13,12,5,4,19,19,7,7,3,1,0,0,1.5,4.0,7.5,1.54,4.38,7.1,1.56,4.45,7.5,1.51,4.21,6.71,48.0,2016/2017
D1,2016-10-16,Wolfsburg,RB Leipzig,0,1,A,10,13,2,6,21,18,7,4,2,1,0,0,2.4,3.3,3.0,2.47,3.43,3.09,2.48,3.47,3.15,2.4,3.33,2.98,47.0,2016/2017
D1,2016-10-21,Hamburg,Ein Frankfurt,0,3,A,3,13,0,4,16,9,0,2,0,4,1,0,2.45,3.25,3.0,2.57,3.36,3.01,2.57,3.4,3.1,2.47,3.27,2.98,55.0,2016/2017
D1,2016-10-22,Freiburg,Augsburg,2,1,H,12,14,5,6,7,10,0,1,1,0,0,0,2.1,3.3,3.7,2.2,3.33,3.79,2.25,3.41,3.79,2.16,3.29,3.53,54.0,2016/2017
D1,2016-10-22,Bayern Munich,M'gladbach,2,0,H,17,3,5,0,4,11,8,1,0,1,0,0,1.2,7.5,12.0,1.22,7.52,15.35,1.28,7.79,16.5,1.2,6.88,13.62,54.0,2016/2017
D1,2016-10-22,Darmstadt,Wolfsburg,3,1,H,9,9,5,1,17,14,1,4,0,2,0,1,4.5,3.6,1.8,4.83,3.77,1.83,4.83,3.77,1.9,4.52,3.6,1.81,54.0,2016/2017
D1,2016-10-22,Ingolstadt,Dortmund,3,3,D,12,24,7,10,19,13,2,8,0,1,0,0,6.0,4.2,1.53,5.96,4.47,1.59,6.5,4.5,1.61,5.89,4.23,1.56,54.0,2016/2017
D1,2016-10-22,Leverkusen,Hoffenheim,0,3,A,6,14,1,8,6,17,5,3,0,1,1,0,1.5,4.33,6.0,1.54,4.82,6.17,1.56,4.87,6.7,1.51,4.57,5.95,54.0,2016/2017
D1,2016-10-22,Hertha,FC Koln,2,1,H,13,10,7,2,8,16,4,5,2,1,0,0,2.5,3.2,3.0,2.66,3.24,2.98,2.75,3.27,3.02,2.59,3.12,2.9,53.0,2016/2017
D1,2016-10-23,RB Leipzig,Werder Bremen,3,1,H,22,7,6,3,18,10,6,5,4,3,0,0,1.5,4.0,7.0,1.53,4.6,6.79,1.6,4.7,7.0,1.51,4.37,6.25,53.0,2016/2017
D1,2016-10-23,Schalke 04,Mainz,3,0,H,11,10,5,4,16,16,3,3,2,3,0,0,1.95,3.6,3.8,1.97,3.76,4.06,2.03,3.8,4.06,1.97,3.6,3.76,54.0,2016/2017
D1,2016-10-28,M'gladbach,Ein Frankfurt,0,0,D,7,6,2,1,19,15,3,6,1,2,0,0,1.85,3.5,4.5,1.88,3.64,4.7,1.95,3.79,4.75,1.85,3.57,4.43,55.0,2016/2017
D1,2016-10-29,Darmstadt,RB Leipzig,0,2,A,4,11,0,4,13,16,2,6,4,2,0,0,6.0,3.8,1.62,5.89,4.01,1.67,6.06,4.02,1.75,5.81,3.81,1.63,54.0,2016/2017
D1,2016-10-29,Augsburg,Bayern Munich,1,3,A,7,16,3,8,14,6,4,10,2,0,0,0,15.0,6.5,1.2,16.12,6.65,1.24,16.5,6.75,1.3,13.95,6.17,1.23,55.0,2016/2017
D1,2016-10-29,Dortmund,Schalke 04,0,0,D,9,8,1,2,14,21,1,4,4,4,0,0,1.57,4.33,5.5,1.59,4.46,6.04,1.65,4.61,6.4,1.57,4.28,5.64,55.0,2016/2017
D1,2016-10-29,Mainz,Ingolstadt,2,0,H,17,5,8,2,14,8,5,0,1,0,0,1,2.1,3.3,3.75,2.13,3.45,3.84,2.17,3.51,3.87,2.1,3.36,3.64,53.0,2016/2017
D1,2016-10-29,Wolfsburg,Leverkusen,1,2,A,6,18,2,6,15,17,1,4,1,3,0,0,2.7,3.4,2.6,2.87,3.57,2.56,2.9,3.59,2.6,2.78,3.41,2.52,55.0,2016/2017
D1,2016-10-29,Werder Bremen,Freiburg,1,3,A,14,13,4,5,25,23,4,4,1,3,0,0,2.3,3.5,3.0,2.35,3.58,3.16,2.44,3.6,3.2,2.32,3.44,3.04,54.0,2016/2017
D1,2016-10-30,FC Koln,Hamburg,3,0,H,18,9,6,2,16,17,7,4,3,1,0,1,1.57,3.8,6.5,1.62,4.19,6.12,1.7,4.27,6.5,1.59,4.03,5.81,55.0,2016/2017
D1,2016-10-30,Hoffenheim,Hertha,1,0,H,24,5,7,2,10,20,7,3,0,4,0,0,2.25,3.4,3.2,2.29,3.6,3.28,2.38,3.6,3.35,2.27,3.44,3.15,55.0,2016/2017
D1,2016-11-04,Hertha,M'gladbach,3,0,H,12,11,6,2,14,16,4,1,2,2,0,1,2.5,3.2,3.0,2.54,3.33,3.06,2.61,3.33,3.1,2.51,3.2,2.98,50.0,2016/2017
D1,2016-11-05,Freiburg,Wolfsburg,0,3,A,12,13,2,5,10,19,6,9,3,2,1,0,2.6,3.3,2.75,2.69,3.37,2.84,2.75,3.5,2.85,2.64,3.3,2.72,51.0,2016/2017
D1,2016-11-05,Ein Frankfurt,FC Koln,1,0,H,8,6,1,1,20,10,4,5,3,3,0,0,2.6,3.1,2.9,2.7,3.2,2.96,2.7,3.3,2.96,2.61,3.15,2.86,51.0,2016/2017
D1,2016-11-05,Bayern Munich,Hoffenheim,1,1,D,21,5,5,3,7,25,8,1,0,2,0,0,1.17,8.0,15.0,1.21,8.08,13.85,1.26,8.65,15.0,1.2,7.31,12.84,51.0,2016/2017
D1,2016-11-05,Hamburg,Dortmund,2,5,A,14,10,6,6,13,15,5,3,2,0,0,0,8.0,4.25,1.45,7.3,4.82,1.48,8.0,4.85,1.57,6.97,4.55,1.46,51.0,2016/2017
D1,2016-11-05,Leverkusen,Darmstadt,3,2,H,12,6,4,3,10,10,6,5,0,1,0,0,1.25,5.75,13.0,1.28,6.28,12.44,1.36,6.4,14.5,1.26,5.82,12.04,51.0,2016/2017
D1,2016-11-05,Ingolstadt,Augsburg,0,2,A,14,13,5,5,15,14,3,6,2,1,1,0,2.1,3.3,3.75,2.14,3.45,3.81,2.3,3.45,3.85,2.13,3.28,3.64,51.0,2016/2017
D1,2016-11-06,RB Leipzig,Mainz,3,1,H,15,11,5,3,13,12,3,6,0,3,0,0,1.57,3.8,6.5,1.61,4.24,6.21,1.72,4.3,6.5,1.58,4.02,5.98,50.0,2016/2017
D1,2016-11-06,Schalke 04,Werder Bremen,3,1,H,24,8,6,5,13,14,3,6,2,3,0,0,1.53,4.33,6.0,1.61,4.41,5.88,1.65,4.5,6.2,1.59,4.2,5.56,49.0,2016/2017
D1,2016-11-18,Leverkusen,RB Leipzig,2,3,A,12,11,6,4,13,15,6,9,1,3,0,0,2.3,3.4,3.1,2.41,3.43,3.19,2.45,3.57,3.3,2.35,3.34,3.13,51.0,2016/2017
D1,2016-11-19,Mainz,Freiburg,4,2,H,11,24,6,11,21,21,3,5,4,3,0,0,2.1,3.5,3.5,2.15,3.55,3.66,2.21,3.75,3.8,2.15,3.4,3.46,51.0,2016/2017
D1,2016-11-19,M'gladbach,FC Koln,1,2,A,20,11,8,4,7,22,7,3,1,5,0,0,2.2,3.3,3.4,2.23,3.38,3.61,2.3,3.5,3.6,2.2,3.29,3.43,50.0,2016/2017
D1,2016-11-19,Augsburg,Hertha,0,0,D,9,10,3,4,14,16,4,3,3,1,0,0,2.7,3.2,2.75,2.76,3.16,2.93,2.81,3.3,3.0,2.7,3.09,2.83,51.0,2016/2017
D1,2016-11-19,Darmstadt,Ingolstadt,0,1,A,18,15,4,7,19,15,8,11,1,4,0,0,3.0,3.1,2.55,3.08,3.27,2.57,3.12,3.3,2.75,2.98,3.13,2.53,51.0,2016/2017
D1,2016-11-19,Dortmund,Bayern Munich,1,0,H,11,18,4,3,14,14,3,9,3,2,0,0,3.4,3.6,2.1,3.5,3.65,2.17,3.6,3.75,2.3,3.42,3.49,2.14,51.0,2016/2017
D1,2016-11-19,Wolfsburg,Schalke 04,0,1,A,8,19,0,4,17,16,3,5,2,2,0,0,2.4,3.5,2.9,2.55,3.44,2.96,2.61,3.57,3.0,2.49,3.34,2.88,51.0,2016/2017
D1,2016-11-20,Hoffenheim,Hamburg,2,2,D,18,14,5,4,12,25,8,6,1,2,0,0,1.62,4.0,5.5,1.61,4.34,5.92,1.68,4.47,5.92,1.59,4.2,5.46,51.0,2016/2017
D1,2016-11-20,Werder Bremen,Ein Frankfurt,1,2,A,14,19,4,9,23,18,3,6,1,2,0,0,2.7,3.5,2.55,2.87,3.5,2.6,2.9,3.64,2.65,2.76,3.38,2.56,51.0,2016/2017
D1,2016-11-25,Freiburg,RB Leipzig,1,4,A,9,16,3,7,10,16,4,5,2,3,0,0,3.8,3.6,1.95,4.05,3.69,1.99,4.05,3.8,2.06,3.85,3.6,1.96,48.0,2016/2017
D1,2016-11-26,Bayern Munich,Leverkusen,2,1,H,13,13,8,4,8,11,6,3,0,0,0,0,1.29,6.0,10.0,1.32,5.85,10.9,1.37,6.1,12.0,1.3,5.62,10.16,48.0,2016/2017
D1,2016-11-26,Ein Frankfurt,Dortmund,2,1,H,12,12,4,5,18,13,4,5,4,3,0,0,4.75,4.2,1.65,5.11,4.15,1.71,5.2,4.2,1.74,4.86,4.02,1.68,48.0,2016/2017
D1,2016-11-26,FC Koln,Augsburg,0,0,D,18,13,5,2,13,15,3,5,2,3,0,0,1.75,3.5,5.25,1.79,3.63,5.4,1.82,3.7,5.4,1.77,3.52,5.01,48.0,2016/2017
D1,2016-11-26,Hamburg,Werder Bremen,2,2,D,17,12,7,4,17,12,5,3,2,3,0,0,2.38,3.4,3.0,2.46,3.54,3.02,2.5,3.56,3.15,2.38,3.41,2.97,48.0,2016/2017
D1,2016-11-26,Ingolstadt,Wolfsburg,1,1,D,20,11,5,3,12,19,4,5,2,1,0,0,2.9,3.3,2.5,2.97,3.31,2.63,3.15,3.31,2.65,2.91,3.18,2.55,48.0,2016/2017
D1,2016-11-26,M'gladbach,Hoffenheim,1,1,D,16,15,8,4,8,17,2,6,0,2,0,0,2.0,3.6,3.75,2.03,3.76,3.81,2.2,3.84,3.81,2.02,3.61,3.62,48.0,2016/2017
D1,2016-11-27,Hertha,Mainz,2,1,H,16,9,5,4,12,23,5,3,1,0,1,1,2.0,3.5,3.8,2.02,3.5,4.18,2.06,3.5,4.25,2.0,3.39,3.91,48.0,2016/2017
D1,2016-11-27,Schalke 04,Darmstadt,3,1,H,20,9,7,2,8,13,5,6,0,2,0,0,1.33,5.0,10.0,1.37,5.07,10.52,1.4,5.35,10.52,1.35,4.9,9.56,48.0,2016/2017
D1,2016-12-02,Mainz,Bayern Munich,1,3,A,9,15,3,6,12,13,1,5,3,2,0,0,10.0,5.75,1.29,12.14,6.34,1.28,12.14,6.5,1.33,10.65,5.89,1.28,45.0,2016/2017
D1,2016-12-03,Leverkusen,Freiburg,1,1,D,13,10,6,2,10,10,4,3,0,1,0,0,1.5,4.2,7.0,1.52,4.74,6.69,1.56,4.74,7.0,1.5,4.36,6.47,45.0,2016/2017
D1,2016-12-03,Hoffenheim,FC Koln,4,0,H,10,10,6,1,14,11,3,4,1,1,0,0,2.1,3.4,3.6,2.15,3.61,3.61,2.21,3.65,3.65,2.12,3.47,3.48,45.0,2016/2017
D1,2016-12-03,Dortmund,M'gladbach,4,1,H,15,3,7,1,10,10,9,3,1,1,0,0,1.5,4.5,6.5,1.53,4.7,6.43,1.55,4.85,7.0,1.5,4.48,6.39,45.0,2016/2017
D1,2016-12-03,Wolfsburg,Hertha,2,3,A,6,18,4,8,21,9,0,2,3,2,1,0,2.1,3.2,3.8,2.15,3.41,3.81,2.3,3.45,3.81,2.13,3.31,3.61,45.0,2016/2017
D1,2016-12-03,Werder Bremen,Ingolstadt,2,1,H,14,15,5,5,18,16,3,4,0,3,0,0,2.5,3.3,2.9,2.45,3.49,3.08,2.53,3.5,3.25,2.41,3.36,2.96,45.0,2016/2017
D1,2016-12-03,RB Leipzig,Schalke 04,2,1,H,14,11,5,5,16,20,8,5,1,5,0,0,2.0,3.3,4.0,2.06,3.53,3.99,2.09,3.65,4.1,2.01,3.44,3.82,45.0,2016/2017
D1,2016-12-04,Augsburg,Ein Frankfurt,1,1,D,14,7,5,4,11,13,5,2,3,2,0,0,2.8,3.0,2.75,2.87,3.09,2.87,2.9,3.3,2.9,2.8,3.01,2.77,46.0,2016/2017
D1,2016-12-04,Darmstadt,Hamburg,0,2,A,10,21,2,5,16,24,1,4,2,4,0,0,2.7,3.1,2.8,2.78,3.29,2.8,2.8,3.35,2.9,2.72,3.17,2.73,46.0,2016/2017
D1,2016-12-09,Ein Frankfurt,Hoffenheim,0,0,D,15,3,3,0,28,17,11,2,4,3,1,0,2.4,3.3,3.0,2.54,3.45,2.98,2.56,3.5,3.1,2.44,3.33,2.97,49.0,2016/2017
D1,2016-12-10,FC Koln,Dortmund,1,1,D,7,11,2,4,26,18,1,6,2,3,1,0,5.5,4.33,1.57,5.51,4.39,1.64,5.6,4.5,1.7,5.31,4.19,1.61,49.0,2016/2017
D1,2016-12-10,Freiburg,Darmstadt,1,0,H,12,16,2,4,11,9,6,5,3,4,0,0,1.67,3.75,5.5,1.69,3.91,5.78,1.76,3.91,5.78,1.69,3.75,5.27,49.0,2016/2017
D1,2016-12-10,Bayern Munich,Wolfsburg,5,0,H,19,6,10,3,13,4,10,2,1,0,0,0,1.17,7.5,17.0,1.16,9.2,21.65,1.18,9.51,23.77,1.15,8.13,19.0,49.0,2016/2017
D1,2016-12-10,Hertha,Werder Bremen,0,1,A,11,13,4,6,17,14,5,1,0,3,0,0,1.73,3.75,5.0,1.77,3.96,4.94,1.8,4.0,5.1,1.74,3.78,4.75,49.0,2016/2017
D1,2016-12-10,Ingolstadt,RB Leipzig,1,0,H,4,13,1,3,19,16,3,4,1,4,1,0,4.33,3.75,1.8,4.85,3.72,1.83,5.0,3.75,1.85,4.62,3.63,1.8,49.0,2016/2017
D1,2016-12-10,Hamburg,Augsburg,1,0,H,11,11,5,2,16,16,3,5,1,3,1,1,2.3,3.2,3.25,2.38,3.31,3.35,2.5,3.4,3.4,2.32,3.26,3.23,49.0,2016/2017
D1,2016-12-11,M'gladbach,Mainz,1,0,H,9,12,3,4,13,15,4,1,2,0,0,1,1.67,4.0,5.0,1.74,4.0,5.16,1.85,4.06,5.35,1.71,3.85,4.86,46.0,2016/2017
D1,2016-12-11,Schalke 04,Leverkusen,0,1,A,11,13,0,2,10,15,4,3,3,3,1,0,2.3,3.3,3.2,2.36,3.46,3.25,2.36,3.52,3.3,2.31,3.35,3.15,48.0,2016/2017
D1,2016-12-16,Hoffenheim,Dortmund,2,2,D,13,14,5,4,22,18,2,4,5,1,0,1,3.8,4.0,1.85,3.8,4.05,1.96,4.3,4.1,2.04,3.74,3.92,1.91,48.0,2016/2017
D1,2016-12-17,Augsburg,M'gladbach,1,0,H,8,8,1,3,16,12,3,0,0,0,0,0,3.2,3.1,2.4,3.09,3.33,2.53,3.2,3.4,2.6,3.03,3.24,2.44,48.0,2016/2017
D1,2016-12-17,Wolfsburg,Ein Frankfurt,1,0,H,15,7,3,1,17,18,4,2,3,4,0,0,2.5,3.2,3.0,2.59,3.31,3.01,2.67,3.32,3.1,2.5,3.21,2.95,47.0,2016/2017
D1,2016-12-17,Werder Bremen,FC Koln,1,1,D,10,14,5,5,17,17,4,5,1,4,0,0,2.6,3.4,2.7,2.74,3.43,2.75,2.76,3.52,2.78,2.65,3.33,2.7,48.0,2016/2017
D1,2016-12-17,Schalke 04,Freiburg,1,1,D,17,6,2,2,12,9,9,1,1,0,0,0,1.67,4.0,5.0,1.71,4.04,5.3,1.77,4.15,5.5,1.67,3.9,5.16,46.0,2016/2017
D1,2016-12-17,RB Leipzig,Hertha,2,0,H,16,3,8,0,10,14,9,1,1,3,0,0,1.62,3.8,6.0,1.62,4.09,6.31,1.8,4.09,6.4,1.63,3.83,5.77,48.0,2016/2017
D1,2016-12-17,Mainz,Hamburg,3,1,H,19,10,8,3,12,15,6,6,2,3,0,0,1.91,3.6,4.0,1.96,3.73,4.16,2.02,3.77,4.2,1.93,3.61,3.95,48.0,2016/2017
D1,2016-12-18,Darmstadt,Bayern Munich,0,1,A,10,13,2,2,18,11,3,1,1,2,0,0,19.0,8.0,1.14,28.01,10.32,1.13,28.01,10.32,1.17,22.86,8.77,1.13,47.0,2016/2017
D1,2016-12-18,Leverkusen,Ingolstadt,1,2,A,5,17,3,7,17,16,1,4,1,2,1,0,1.55,4.0,6.25,1.59,4.25,6.01,1.63,4.3,6.6,1.57,4.02,6.14,48.0,2016/2017
D1,2016-12-20,Dortmund,Augsburg,1,1,D,23,8,8,3,10,19,6,2,1,2,0,0,1.3,5.5,10.0,1.33,5.64,11.17,1.38,5.8,11.17,1.32,5.42,9.65,51.0,2016/2017
D1,2016-12-20,Ein Frankfurt,Mainz,3,0,H,9,11,4,6,14,9,6,6,3,0,0,1,2.0,3.4,3.9,2.14,3.35,3.92,2.18,3.4,4.0,2.08,3.3,3.78,50.0,2016/2017
D1,2016-12-20,Hamburg,Schalke 04,2,1,H,11,6,7,3,13,11,4,5,2,4,0,0,3.3,3.25,2.3,3.34,3.35,2.37,3.34,3.42,2.4,3.21,3.3,2.32,50.0,2016/2017
D1,2016-12-20,M'gladbach,Wolfsburg,1,2,A,20,18,4,7,18,18,5,6,1,2,0,0,1.95,3.5,4.0,2.02,3.6,4.08,2.03,3.62,4.5,1.97,3.49,3.97,50.0,2016/2017
D1,2016-12-21,Bayern Munich,RB Leipzig,3,0,H,24,5,11,2,13,13,9,4,1,1,0,1,1.36,5.25,8.0,1.41,5.12,8.74,1.55,5.25,8.74,1.4,4.84,7.78,51.0,2016/2017
D1,2016-12-21,Hertha,Darmstadt,2,0,H,15,5,5,0,13,15,6,4,1,3,0,0,1.57,3.9,6.25,1.63,3.93,6.65,1.68,4.06,6.65,1.6,3.81,6.17,50.0,2016/2017
D1,2016-12-21,Ingolstadt,Freiburg,1,2,A,17,11,6,5,17,12,6,3,4,2,0,0,2.1,3.3,3.75,2.16,3.45,3.75,2.25,3.5,3.75,2.12,3.35,3.6,50.0,2016/2017
D1,2016-12-21,Hoffenheim,Werder Bremen,1,1,D,12,10,3,3,11,19,5,9,2,2,0,0,1.62,4.0,5.5,1.71,4.12,5.19,1.71,4.33,5.5,1.66,4.06,5.0,50.0,2016/2017
D1,2016-12-21,FC Koln,Leverkusen,1,1,D,11,18,2,6,7,16,4,5,0,0,0,0,2.75,3.3,2.6,2.93,3.4,2.6,3.0,3.4,2.72,2.84,3.27,2.55,50.0,2016/2017
D1,2017-01-20,Freiburg,Bayern Munich,1,2,A,11,13,3,5,8,7,1,11,2,2,0,0,13.0,6.5,1.22,14.1,6.73,1.25,15.5,7.13,1.3,13.39,6.44,1.23,49.0,2016/2017
D1,2017-01-21,Augsburg,Hoffenheim,0,2,A,9,13,2,3,18,14,4,4,2,4,0,0,2.8,3.3,2.6,2.93,3.33,2.65,2.93,3.41,2.75,2.82,3.26,2.6,49.0,2016/2017
D1,2017-01-21,Darmstadt,M'gladbach,0,0,D,8,14,2,4,12,16,4,6,1,1,0,0,4.0,3.6,1.91,4.27,3.59,1.97,4.35,3.62,2.0,4.17,3.48,1.93,48.0,2016/2017
D1,2017-01-21,RB Leipzig,Ein Frankfurt,3,0,H,17,4,7,3,8,15,3,3,1,2,0,1,1.62,3.8,6.0,1.68,3.86,6.02,1.75,3.92,6.02,1.66,3.73,5.73,49.0,2016/2017
D1,2017-01-21,Schalke 04,Ingolstadt,1,0,H,15,14,5,3,11,16,7,3,1,0,0,0,1.8,3.6,4.75,1.81,3.66,5.16,1.86,3.7,5.16,1.81,3.51,4.81,48.0,2016/2017
D1,2017-01-21,Werder Bremen,Dortmund,1,2,A,9,22,5,8,16,12,3,5,3,1,1,0,6.0,4.33,1.53,5.7,4.72,1.58,6.1,4.75,1.6,5.65,4.45,1.55,49.0,2016/2017
D1,2017-01-21,Wolfsburg,Hamburg,1,0,H,11,11,3,1,15,23,5,3,2,1,0,1,1.85,3.6,4.33,1.88,3.66,4.63,2.0,3.75,4.63,1.89,3.54,4.27,49.0,2016/2017
