Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.6785714285714286,0.08260869565217391,0.14728682170542637,230.0,Ridge Regression,ligue_1,linear_regression,A,2022-07-01
D,0.2644927536231884,0.8439306358381503,0.4027586206896552,173.0,Ridge Regression,ligue_1,linear_regression,A,2022-07-01
H,0.6792452830188679,0.254416961130742,0.37017994858611825,283.0,Ridge Regression,ligue_1,linear_regression,A,2022-07-01
accuracy,0.3454810495626822,0.3454810495626822,0.3454810495626822,0.3454810495626822,Ridge Regression,ligue_1,linear_regression,A,2022-07-01
macro avg,0.5407698217378284,0.3936520975403554,0.3067417969937333,686.0,Ridge Regression,ligue_1,linear_regression,A,2022-07-01
weighted avg,0.5744243295081337,0.3454810495626822,0.30366492102249254,686.0,Ridge Regression,ligue_1,linear_regression,A,2022-07-01
