Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.576271186440678,0.2956521739130435,0.39080459770114945,230.0,Ridge Regression,ligue_1,linear_regression,B,2022-07-01
D,0.26229508196721313,0.4624277456647399,0.33472803347280333,173.0,Ridge Regression,ligue_1,linear_regression,B,2022-07-01
H,0.596958174904943,0.5547703180212014,0.575091575091575,283.0,Ridge Regression,ligue_1,linear_regression,B,2022-07-01
accuracy,0.4446064139941691,0.4446064139941691,0.4446064139941691,0.4446064139941691,Ridge Regression,ligue_1,linear_regression,B,2022-07-01
macro avg,0.4785081477709447,0.43761674586632826,0.4335414020885093,686.0,Ridge Regression,ligue_1,linear_regression,B,2022-07-01
weighted avg,0.5056247602912284,0.4446064139941691,0.4526879344212465,686.0,Ridge Regression,ligue_1,linear_regression,B,2022-07-01
