Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.5454545454545454,0.28695652173913044,0.37606837606837606,230.0,Lasso Regression,ligue_1,linear_regression,B,2022-07-01
D,0.25084745762711863,0.4277456647398844,0.3162393162393162,173.0,Lasso Regression,ligue_1,linear_regression,B,2022-07-01
H,0.5925925925925926,0.5653710247349824,0.5786618444846293,283.0,Lasso Regression,ligue_1,linear_regression,B,2022-07-01
accuracy,0.43731778425655976,0.43731778425655976,0.43731778425655976,0.43731778425655976,Lasso Regression,ligue_1,linear_regression,B,2022-07-01
macro avg,0.4629648652247522,0.42669107040466575,0.4236565122641072,686.0,Lasso Regression,ligue_1,linear_regression,B,2022-07-01
weighted avg,0.490604751206619,0.43731778425655976,0.4445574784173153,686.0,Lasso Regression,ligue_1,linear_regression,B,2022-07-01
