Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,Bb1X2,Season,League,ShotsDiff,ShotsOnTargetDiff,CornersDiff,FoulsDiff,CardsDiff,GoalDiff,TotalGoals,Prob_H_b365,Prob_D_b365,Prob_A_b365,Margin_B365,OddsDiff_B365,Prob_H_ps,Prob_D_ps,Prob_A_ps,Margin_PS,OddsDiff_PS,OddsSpread_H,OddsSpread_D,OddsSpread_A,Home_GF_last5,Home_GA_last5,Home_GD_last5,Home_Pts_last5,Home_Wins_last5,Home_CleanSheets_last5,Home_Conceded0plus_last5,Home_Pts_last3,Home_GD_last3,Home_Pts_last10,Home_GD_last10,Home_Pts_trend_3v10,Away_GF_last5,Away_GA_last5,Away_GD_last5,Away_Pts_last5,Away_Wins_last5,Away_CleanSheets_last5,Away_Conceded0plus_last5,Away_Pts_last3,Away_GD_last3,Away_Pts_last10,Away_GD_last10,Away_Pts_trend_3v10,FormDiff_GF_last5,FormDiff_GA_last5,FormDiff_GD_last5,FormDiff_Pts_last5,FormDiff_Wins_last5,FormDiff_CleanSheets_last5,FormDiff_Conceded0plus_last5,FormDiff_Pts_last3,FormDiff_GD_last3,FormDiff_Pts_last10,FormDiff_GD_last10,FormDiff_Pts_trend_3v10,IsHomeAlways1,Month,Weekday,IsWeekend,Home_AvgPts_season,Home_AvgGD_season,Away_AvgPts_season,Away_AvgGD_season,SeasonStrength_PtsDiff,SeasonStrength_GDDiff,Home_AttDefRatio_last5,Home_GoalsShare_last5,Away_AttDefRatio_last5,Away_GoalsShare_last5,FormDiff_AttDefRatio_last5,FormDiff_GoalsShare_last5,Home_RecentFormIdx,Away_RecentFormIdx,FormDiff_RecentFormIdx,Market_ImpliedDiff_b365,Market_ImpliedDiff_ps,Market_BigHomeFav,Market_BigAwayFav,Market_BalancedMatch
I1,2015-02-15,Cesena,Juventus,2.0,2.0,D,12.0,15.0,6.0,4.0,11.0,18.0,4.0,3.0,2.0,2.0,0.0,0.0,15.0,6.0,1.22,16.43,6.34,1.25,17.0,6.8,1.27,13.7,5.95,1.23,49.0,2014/2015,SerieA,-3.0,2.0,1.0,-7.0,0.0,0.0,4.0,0.06331084587441618,0.15827711468604044,0.7784120394395433,0.0530054644808744,13.78,0.059753281152571044,0.15484959137803506,0.7853971274693938,0.01859297929654735,15.18,3.3000000000000007,0.8499999999999996,0.040000000000000036,1.2,3.0,-1.8,0.6,1.0,0.0,5.0,1.0,-1.0,0.7,-1.0,0.30000000000000004,1.8,0.4,1.4,2.2,3.0,3.0,2.0,2.3333333333333335,1.3333333333333333,2.1,1.2,0.2333333333333334,-0.6000000000000001,2.6,-3.2,-1.6,-2.0,-3.0,3.0,-1.3333333333333335,-2.333333333333333,-1.4000000000000001,-2.2,0.06666666666666665,1,2,6,1,0.6818181818181818,-1.0,2.409090909090909,1.6818181818181819,-1.7272727272727275,-2.6818181818181817,0.3,0.2856462746965008,1.2857142857142858,0.817810086324398,-0.9857142857142858,-0.5321638116278973,0.84,2.2800000000000002,-1.4400000000000004,-0.7151011935651271,-0.7256438463168228,0,1,0
I1,2015-02-15,Chievo,Sampdoria,2.0,1.0,H,8.0,13.0,4.0,3.0,17.0,14.0,2.0,11.0,3.0,3.0,0.0,0.0,2.63,3.1,2.75,2.82,3.11,2.9,3.0,3.25,3.0,2.72,3.08,2.77,49.0,2014/2015,SerieA,-5.0,1.0,-9.0,3.0,0.0,1.0,3.0,0.35653792266995676,0.3024821731038665,0.3409799042261768,0.06644514567978321,-0.1200000000000001,0.3473227764256447,0.3149357651190733,0.3377414584552821,0.02098092364503934,-0.08000000000000007,0.2799999999999998,0.16999999999999993,0.22999999999999998,0.4,1.2,-0.8,0.4,0.0,2.0,3.0,0.3333333333333333,-0.6666666666666666,0.7,-0.5,-0.36666666666666664,1.4,2.0,-0.6,1.4,2.0,1.0,4.0,1.0,-1.6666666666666667,1.3,-0.3,-0.30000000000000004,-0.9999999999999999,-0.8,-0.20000000000000007,-0.9999999999999999,-2.0,1.0,-1.0,-0.6666666666666667,1.0,-0.6000000000000001,-0.2,-0.0666666666666666,1,2,6,1,0.9545454545454546,-0.45454545454545453,1.5909090909090908,0.18181818181818182,-0.6363636363636362,-0.6363636363636364,0.18181818181818182,0.249843847595253,0.4666666666666666,0.4116436342252279,-0.2848484848484848,-0.16179978662997488,0.36,1.16,-0.7999999999999999,0.015558018443779964,0.009581317970362602,0,0,1
I1,2015-02-15,Genoa,Verona,5.0,2.0,H,11.0,12.0,6.0,6.0,26.0,30.0,4.0,5.0,2.0,4.0,0.0,0.0,1.85,3.6,4.33,1.96,3.63,4.25,1.95,3.66,4.65,1.91,3.45,4.18,49.0,2014/2015,SerieA,-1.0,0.0,-1.0,-4.0,-2.0,3.0,7.0,0.5151610291323099,0.2647355288596593,0.22010344200803078,0.04926520053540839,-2.48,0.49971981355454564,0.269821166547358,0.23045901989809633,0.0209802929436238,-2.29,0.040000000000000036,0.20999999999999996,0.47000000000000064,1.4,1.4,0.0,1.2,1.0,1.0,4.0,1.0,0.0,1.4,0.1,-0.3999999999999999,0.8,1.8,-1.0,0.8,1.0,1.0,4.0,0.3333333333333333,-1.6666666666666667,0.9,-1.0,-0.5666666666666667,0.5999999999999999,-0.40000000000000013,1.0,0.3999999999999999,0.0,0.0,0.0,0.6666666666666667,1.6666666666666667,0.4999999999999999,1.1,0.16666666666666674,1,2,6,1,1.4545454545454546,0.18181818181818182,1.0909090909090908,-0.5909090909090909,0.36363636363636376,0.7727272727272727,0.5833333333333334,0.49982149232416995,0.28571428571428575,0.30757400999615536,0.2976190476190476,0.19224748232801459,1.08,0.52,0.56,0.2950575871242791,0.2692607936564493,0,0,0
D1,2015-02-15,Hannover,Paderborn,1.0,2.0,A,10.0,11.0,2.0,5.0,16.0,12.0,7.0,1.0,3.0,1.0,0.0,0.0,1.85,3.6,4.33,1.83,3.82,4.7,1.9,3.85,4.75,1.82,3.61,4.37,48.0,2014/2015,Bundesliga,-1.0,-3.0,6.0,4.0,2.0,-1.0,3.0,0.5151610291323099,0.2647355288596593,0.22010344200803078,0.04926520053540839,-2.48,0.5352117714394734,0.2563972622340933,0.20839096632643328,0.020994149590544353,-2.87,0.07999999999999985,0.2400000000000002,0.3799999999999999,1.2,1.4,-0.2,1.4,2.0,2.0,3.0,1.3333333333333333,0.0,1.7777777777777777,0.0,-0.4444444444444444,0.2,2.0,-1.8,0.6,0.0,2.0,3.0,0.6666666666666666,-1.6666666666666667,0.7,-1.4,-0.033333333333333326,1.0,-0.6000000000000001,1.6,0.7999999999999999,2.0,0.0,0.0,0.6666666666666666,1.6666666666666667,1.0777777777777777,1.4,-0.4111111111111111,1,2,6,1,1.25,-0.35,1.0,-0.65,0.25,0.30000000000000004,0.5,0.46136101499423304,0.06666666666666667,0.09086778736937756,0.43333333333333335,0.3704932276248555,1.3599999999999999,0.6399999999999999,0.72,0.2950575871242791,0.3268208051130401,0,0,0
D1,2015-02-15,Hertha,Freiburg,0.0,2.0,A,11.0,8.0,6.0,3.0,20.0,15.0,2.0,1.0,2.0,2.0,0.0,0.0,2.15,3.4,3.5,2.18,3.42,3.72,2.2,3.5,3.8,2.13,3.34,3.51,49.0,2014/2015,Bundesliga,3.0,3.0,1.0,5.0,0.0,-2.0,2.0,0.44510940714419295,0.2814662427529456,0.27342435010286137,0.044948211842876784,-1.35,0.44975183472616975,0.2866839180418275,0.2635642472320027,0.01993046145006394,-1.54,0.07000000000000028,0.16000000000000014,0.29000000000000004,0.2,1.8,-1.6,0.6,1.0,1.0,4.0,1.0,-1.6666666666666667,1.3,-0.5,-0.30000000000000004,0.8,1.2,-0.4,1.0,1.0,1.0,4.0,0.3333333333333333,-1.0,0.7,-0.7,-0.36666666666666664,-0.6000000000000001,0.6000000000000001,-1.2000000000000002,-0.4,0.0,0.0,0.0,0.6666666666666667,-0.6666666666666667,0.6000000000000001,0.19999999999999996,0.0666666666666666,1,2,6,1,1.05,-0.6,0.9,-0.45,0.15000000000000002,-0.14999999999999997,0.07142857142857144,0.09995002498750626,0.36363636363636365,0.399800099950025,-0.2922077922077922,-0.29985007496251875,0.84,0.6,0.24,0.17168505704133158,0.18618758749416703,0,0,1
F1,2015-02-15,Lorient,Lyon,1.0,1.0,D,13.0,9.0,3.0,6.0,14.0,15.0,3.0,5.0,1.0,3.0,0.0,0.0,3.25,3.25,2.3,3.24,3.39,2.37,3.6,3.4,2.41,3.2,3.25,2.28,49.0,2014/2015,Ligue1,4.0,-3.0,-2.0,-1.0,-2.0,0.0,2.0,0.2929936305732484,0.2929936305732484,0.41401273885350315,0.05016722408026775,0.9500000000000002,0.30094730809425885,0.28763105552371643,0.4114216363820247,0.02556815431614723,0.8700000000000001,0.3999999999999999,0.1499999999999999,0.13000000000000034,1.2,0.8,0.4,1.6,2.0,2.0,3.0,1.3333333333333333,0.0,1.1,-0.2,0.23333333333333317,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.3333333333333335,2.3333333333333335,1.6,0.6,0.7333333333333334,-0.8,-0.19999999999999996,-0.6,-0.3999999999999999,-1.0,-1.0,1.0,-1.0000000000000002,-2.3333333333333335,-0.5,-0.8,-0.5000000000000002,1,2,6,1,1.125,-0.20833333333333334,2.0833333333333335,1.25,-0.9583333333333335,-1.4583333333333333,0.6666666666666666,0.5997001499250375,1.0,0.6664445184938355,-0.33333333333333337,-0.06674436856879795,1.44,2.2,-0.7600000000000002,-0.12101910828025475,-0.11047432828776588,0,0,0
F1,2015-02-15,Metz,Guingamp,0.0,2.0,A,14.0,13.0,2.0,5.0,19.0,9.0,7.0,3.0,3.0,1.0,0.0,0.0,2.6,3.1,2.9,2.77,3.02,3.01,2.78,3.2,3.01,2.66,2.99,2.83,49.0,2014/2015,Ligue1,1.0,-3.0,4.0,10.0,2.0,-2.0,2.0,0.36559577063847093,0.3066287108580724,0.3277755185034567,0.052023615983571414,-0.2999999999999998,0.3524248545164829,0.32325061159293306,0.32432453389058397,0.024362571760741858,-0.23999999999999977,0.11999999999999966,0.20999999999999996,0.17999999999999972,0.8,1.4,-0.6,0.4,0.0,2.0,3.0,0.3333333333333333,-0.6666666666666666,1.5,0.4,-1.1666666666666667,1.2,1.6,-0.4,1.0,1.0,0.0,5.0,0.6666666666666666,-0.3333333333333333,0.8,-0.9,-0.13333333333333341,-0.3999999999999999,-0.20000000000000018,-0.19999999999999996,-0.6,-1.0,2.0,-2.0,-0.3333333333333333,-0.3333333333333333,0.7,1.3,-1.0333333333333332,1,2,6,1,0.875,-0.625,1.3333333333333333,-0.3333333333333333,-0.45833333333333326,-0.2916666666666667,0.33333333333333337,0.36347114947751025,0.4615384615384615,0.4284184219921457,-0.12820512820512814,-0.06494727251463545,0.36,0.8,-0.44000000000000006,0.03782025213501422,0.028100320625898956,0,0,1
I1,2015-02-15,Milan,Empoli,1.0,1.0,D,7.0,16.0,2.0,3.0,23.0,17.0,2.0,3.0,3.0,2.0,1.0,0.0,1.75,3.6,5.0,1.79,3.57,5.47,1.83,3.7,5.5,1.77,3.5,4.91,49.0,2014/2015,SerieA,-9.0,-1.0,-1.0,6.0,2.0,0.0,2.0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.049206349206349254,-3.25,0.546854478500119,0.27419314188101207,0.17895237961886895,0.021586619184967182,-3.6799999999999997,0.06000000000000005,0.20000000000000018,0.5899999999999999,1.6,0.8,0.8,1.8,3.0,2.0,3.0,1.0,0.0,1.4,0.3,-0.3999999999999999,1.2,1.0,0.2,1.2,1.0,1.0,4.0,0.6666666666666666,-0.3333333333333333,0.9,-0.3,-0.2333333333333334,0.40000000000000013,-0.19999999999999996,0.6000000000000001,0.6000000000000001,2.0,1.0,-1.0,0.33333333333333337,0.3333333333333333,0.4999999999999999,0.6,-0.16666666666666652,1,2,6,1,1.3181818181818181,0.13636363636363635,1.0454545454545454,-0.22727272727272727,0.2727272727272727,0.36363636363636365,0.888888888888889,0.6663890045814244,0.6,0.5452067242162653,0.288888888888889,0.1211822803651591,1.32,0.8799999999999999,0.44000000000000017,0.3540090771558245,0.3679020988812501,0,0,0
I1,2015-02-15,Roma,Parma,0.0,0.0,D,19.0,5.0,4.0,0.0,7.0,14.0,10.0,5.0,0.0,4.0,0.0,0.0,1.29,5.5,11.0,1.27,6.26,13.85,1.31,6.5,15.0,1.26,5.62,11.85,46.0,2014/2015,SerieA,14.0,4.0,5.0,-7.0,-4.0,0.0,0.0,0.7397444519166108,0.17350369872225962,0.08675184936112981,0.04792107117688493,-9.71,0.7724559807627714,0.15671231558605747,0.0708317036511711,0.019348149813818383,-12.58,0.050000000000000044,0.8799999999999999,3.1500000000000004,1.8,1.4,0.4,1.4,1.0,1.0,4.0,1.0,0.0,2.2,1.4,-1.2000000000000002,0.6,3.4,-2.8,0.0,0.0,0.0,5.0,0.0,-2.0,0.3,-1.8,-0.3,1.2000000000000002,-2.0,3.1999999999999997,1.4,1.0,1.0,-1.0,1.0,2.0,1.9000000000000001,3.2,-0.9000000000000001,1,2,6,1,2.090909090909091,0.8636363636363636,0.45454545454545453,-1.2272727272727273,1.6363636363636362,2.090909090909091,0.75,0.5623242736644799,0.13636363636363635,0.14996250937265682,0.6136363636363636,0.4123617642918231,1.16,0.0,1.16,0.652992602555481,0.7016242771116004,1,0,0
I1,2015-02-15,Torino,Cagliari,1.0,1.0,D,17.0,11.0,7.0,3.0,19.0,15.0,4.0,5.0,3.0,3.0,0.0,0.0,1.73,3.6,5.0,1.84,3.7,4.85,1.84,3.7,5.25,1.79,3.51,4.76,50.0,2014/2015,SerieA,6.0,4.0,-1.0,4.0,0.0,0.0,2.0,0.5474785570898474,0.26309386215706554,0.1894275807530872,0.055812459858702645,-3.27,0.5328562520414527,0.26498797398818186,0.20215577397036558,0.019934098150144575,-3.01,0.050000000000000044,0.1900000000000004,0.4900000000000002,2.0,1.2,0.8,1.6,2.0,0.0,5.0,2.3333333333333335,1.6666666666666667,1.6,0.5,0.7333333333333334,1.2,2.4,-1.2,0.6,0.0,1.0,4.0,0.3333333333333333,-2.0,0.9,-0.4,-0.5666666666666667,0.8,-1.2,2.0,1.0,2.0,-1.0,1.0,2.0,3.666666666666667,0.7000000000000001,0.9,1.3,1,2,6,1,1.4090909090909092,0.09090909090909091,0.8636363636363636,-0.5909090909090909,0.5454545454545455,0.6818181818181819,0.9090909090909091,0.6248047485160887,0.35294117647058826,0.3332407664537629,0.5561497326203209,0.2915639820623258,2.04,0.43999999999999995,1.6,0.3580509763367602,0.33070047807108716,0,0,0
I1,2015-02-15,Udinese,Lazio,0.0,1.0,A,12.0,12.0,6.0,2.0,15.0,20.0,3.0,2.0,2.0,5.0,0.0,0.0,3.1,3.25,2.38,3.22,3.42,2.4,3.3,3.42,2.5,3.1,3.26,2.36,49.0,2014/2015,SerieA,0.0,4.0,1.0,-5.0,-3.0,-1.0,1.0,0.30709067810068286,0.2929172621883437,0.39999205971097346,0.050441020080488785,0.7200000000000002,0.30458209021685884,0.2867702720755221,0.40864763770761897,0.01962333369656033,0.8200000000000003,0.19999999999999973,0.16000000000000014,0.14000000000000012,0.8,1.2,-0.4,0.6,0.0,1.0,4.0,0.6666666666666666,-0.3333333333333333,1.3,0.1,-0.6333333333333334,1.4,1.4,0.0,1.2,1.0,1.0,4.0,0.6666666666666666,-0.3333333333333333,1.3,0.4,-0.6333333333333334,-0.5999999999999999,-0.19999999999999996,-0.4,-0.6,-1.0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,0.0,1,2,6,1,1.2727272727272727,-0.18181818181818182,1.5454545454545454,0.5,-0.2727272727272727,-0.6818181818181819,0.36363636363636365,0.399800099950025,0.5833333333333334,0.49982149232416995,-0.21969696969696972,-0.10002139237414492,0.6399999999999999,0.8799999999999999,-0.24,-0.0929013816102906,-0.10406554749076014,0,0,0
SP1,2015-02-15,Valencia,Getafe,1.0,0.0,H,13.0,10.0,3.0,1.0,16.0,10.0,7.0,2.0,3.0,4.0,0.0,0.0,1.44,4.5,7.5,1.48,4.64,7.75,1.5,4.8,8.5,1.44,4.4,7.5,49.0,2014/2015,LaLiga,3.0,2.0,5.0,6.0,-1.0,1.0,1.0,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.050000000000000044,-6.0600000000000005,0.6622809279299853,0.21124477873628844,0.12647429333372623,0.02022517511950217,-6.27,0.06000000000000005,0.39999999999999947,1.0,2.2,1.0,1.2,2.4,4.0,1.0,4.0,3.0,1.3333333333333333,2.5,1.5,0.5,0.8,1.4,-0.6,0.4,0.0,0.0,5.0,0.3333333333333333,-0.6666666666666666,0.8,-0.7,-0.46666666666666673,1.4000000000000001,-0.3999999999999999,1.7999999999999998,2.0,4.0,1.0,-1.0,2.6666666666666665,2.0,1.7,2.2,0.9666666666666668,1,2,6,1,2.0,0.9090909090909091,1.0454545454545454,-0.5454545454545454,0.9545454545454546,1.4545454545454546,1.1,0.6872852233676976,0.33333333333333337,0.36347114947751025,0.7666666666666667,0.32381407389018735,2.76,0.36,2.4,0.5343915343915343,0.5358066345962591,1,0,0
SP1,2015-02-15,Vallecano,Villarreal,2.0,0.0,H,13.0,9.0,7.0,2.0,12.0,14.0,5.0,5.0,2.0,2.0,0.0,0.0,3.3,3.4,2.2,3.5,3.69,2.16,3.7,3.69,2.25,3.38,3.42,2.14,49.0,2014/2015,LaLiga,4.0,5.0,0.0,-2.0,0.0,2.0,2.0,0.288135593220339,0.2796610169491525,0.43220338983050843,0.051693404634581164,1.0999999999999996,0.2801999620325255,0.26577232171106757,0.45402771625640703,0.0196799587043488,1.3399999999999999,0.3200000000000003,0.27,0.10999999999999988,0.6,1.4,-0.8,0.6,1.0,1.0,4.0,0.0,-1.3333333333333333,0.7,-0.7,-0.7,1.6,1.2,0.4,1.6,2.0,2.0,3.0,0.6666666666666666,-0.3333333333333333,1.4,0.3,-0.7333333333333333,-1.0,0.19999999999999996,-1.2000000000000002,-1.0,-1.0,-1.0,1.0,-0.6666666666666666,-1.0,-0.7,-1.0,0.033333333333333326,1,2,6,1,1.0454545454545454,-0.8181818181818182,1.8636363636363635,0.7727272727272727,-0.8181818181818181,-1.5909090909090908,0.25,0.29985007496251875,0.7272727272727273,0.5712245626561943,-0.4772727272727273,-0.2713744876936755,0.24,1.04,-0.8,-0.14406779661016944,-0.17382775422388153,0,0,0
SP1,2015-02-16,Eibar,Elche,0.0,1.0,A,18.0,6.0,7.0,2.0,13.0,12.0,5.0,3.0,3.0,1.0,1.0,0.0,2.15,3.1,3.8,2.18,3.22,3.97,2.24,3.4,4.0,2.14,3.1,3.76,50.0,2014/2015,LaLiga,12.0,5.0,2.0,1.0,3.0,-1.0,1.0,0.4426075521322562,0.3069697538981777,0.250422693969566,0.050854818967899895,-1.65,0.4492086472506466,0.304122624536152,0.2466687282132014,0.021163771307198376,-1.79,0.10000000000000009,0.2999999999999998,0.2400000000000002,1.6,2.2,-0.6,1.2,2.0,0.0,5.0,1.0,-0.6666666666666666,1.2,-0.3,-0.19999999999999996,0.4,1.2,-0.8,0.8,1.0,1.0,4.0,1.0,-0.3333333333333333,0.8,-1.2,0.19999999999999996,1.2000000000000002,1.0000000000000002,0.20000000000000007,0.3999999999999999,1.0,-1.0,1.0,0.0,-0.3333333333333333,0.3999999999999999,0.8999999999999999,-0.3999999999999999,1,2,0,0,1.2272727272727273,-0.2727272727272727,0.9090909090909091,-1.0,0.31818181818181823,0.7272727272727273,0.5,0.4209418574059458,0.18181818181818182,0.249843847595253,0.3181818181818182,0.1710980098106928,1.08,0.92,0.16000000000000003,0.1921848581626902,0.20253991903744517,0,0,1
SP1,2015-02-20,Getafe,Espanol,2.0,1.0,H,10.0,11.0,4.0,7.0,15.0,14.0,2.0,5.0,3.0,3.0,0.0,0.0,2.4,3.1,3.25,2.55,3.2,3.17,2.6,3.3,3.3,2.47,3.11,3.07,51.0,2014/2015,LaLiga,-1.0,-3.0,-3.0,1.0,0.0,1.0,3.0,0.3979853841595892,0.3081177167687142,0.29389689907169664,0.04693961952026471,-0.8500000000000001,0.3844244433917575,0.3063382283278067,0.3092373282804358,0.020114275994309372,-0.6200000000000001,0.1299999999999999,0.18999999999999995,0.22999999999999998,1.0,1.4,-0.4,1.4,2.0,1.0,4.0,2.0,-0.3333333333333333,1.2,-0.3,0.8,1.6,2.4,-0.8,1.2,2.0,1.0,4.0,1.0,-0.6666666666666666,0.7,-1.1,0.30000000000000004,-0.6000000000000001,-1.0,0.4,0.19999999999999996,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.8,0.5,1,2,4,0,1.0,-0.5652173913043478,1.2608695652173914,-0.17391304347826086,-0.26086956521739135,-0.3913043478260869,0.4166666666666667,0.41649312786339027,0.4705882352941177,0.39990002499375155,-0.05392156862745101,0.01659310286963872,1.7599999999999998,1.08,0.6799999999999997,0.10408848508789253,0.0751871151113217,0,0,1
I1,2015-02-20,Juventus,Atalanta,2.0,1.0,H,13.0,11.0,6.0,3.0,13.0,15.0,6.0,5.0,5.0,3.0,0.0,0.0,1.17,7.0,19.0,1.2,7.4,20.5,1.25,7.9,22.0,1.19,6.82,17.07,51.0,2014/2015,SerieA,2.0,3.0,1.0,-2.0,2.0,1.0,3.0,0.8138538734549016,0.13602986170603354,0.050116264839064985,0.05018957650536593,-17.83,0.8192029376822552,0.13284371962414945,0.04795334269359543,0.01724895627334644,-19.3,0.06000000000000005,1.08,4.93,2.2,0.6,1.6,2.2,3.0,2.0,3.0,3.0,2.6666666666666665,2.6,2.2,0.3999999999999999,1.0,1.8,-0.8,0.8,1.0,1.0,4.0,1.0,-0.3333333333333333,0.7,-0.7,0.30000000000000004,1.2000000000000002,-1.2000000000000002,2.4000000000000004,1.4000000000000001,2.0,1.0,-1.0,2.0,3.0,1.9000000000000001,2.9000000000000004,0.09999999999999987,1,2,4,0,2.347826086956522,1.608695652173913,1.0,-0.5652173913043478,1.347826086956522,2.1739130434782608,1.375,0.7854337736522671,0.35714285714285715,0.35701535166012144,1.0178571428571428,0.42841842199214564,2.6799999999999997,0.92,1.7599999999999998,0.7637376086158366,0.7712495949886597,1,0,0
F1,2015-02-20,Nice,Monaco,0.0,1.0,A,10.0,10.0,3.0,2.0,16.0,13.0,7.0,3.0,5.0,0.0,0.0,1.0,3.2,3.0,2.38,3.57,3.07,2.42,3.5,3.2,2.6,3.28,3.0,2.39,49.0,2014/2015,Ligue1,0.0,1.0,4.0,3.0,4.0,-1.0,1.0,0.29315158482509446,0.31269502381343406,0.39415339136147154,0.06600140056022408,0.8200000000000003,0.2748707854983777,0.31963801440690826,0.4054912000947142,0.019068084336596236,1.15,0.2200000000000002,0.20000000000000018,0.20999999999999996,1.2,0.8,0.4,1.6,2.0,2.0,3.0,2.3333333333333335,1.0,1.3,0.0,1.0333333333333334,0.8,0.6,0.2,1.8,3.0,3.0,2.0,2.0,0.3333333333333333,1.7,0.3,0.30000000000000004,0.3999999999999999,0.20000000000000007,0.2,-0.19999999999999996,-1.0,-1.0,1.0,0.3333333333333335,0.6666666666666667,-0.3999999999999999,-0.3,0.7333333333333334,1,2,4,0,1.36,-0.04,1.6666666666666667,0.25,-0.30666666666666664,-0.29,0.6666666666666666,0.5997001499250375,0.5,0.571020699500357,0.16666666666666663,0.028679450424680453,2.04,1.92,0.1200000000000001,-0.10100180653637708,-0.1306204145963365,0,0,0
D1,2015-02-20,Stuttgart,Dortmund,2.0,3.0,A,7.0,13.0,2.0,9.0,13.0,12.0,2.0,5.0,1.0,2.0,0.0,0.0,6.0,4.0,1.57,5.95,4.2,1.63,6.4,4.21,1.7,5.78,3.99,1.6,50.0,2014/2015,Bundesliga,-6.0,-7.0,-3.0,1.0,-1.0,-1.0,5.0,0.15818639798488665,0.23727959697732998,0.6045340050377834,0.05360934182590227,4.43,0.1648268307070026,0.23350467683492038,0.6016684924580771,0.01965939750133172,4.32,0.6200000000000001,0.21999999999999975,0.09999999999999987,0.0,1.6,-1.6,0.2,0.0,1.0,4.0,0.3333333333333333,-1.0,0.5,-1.5,-0.16666666666666669,0.8,1.0,-0.2,0.8,1.0,2.0,3.0,1.3333333333333333,0.6666666666666666,0.5,-0.6,0.8333333333333333,-0.8,0.6000000000000001,-1.4000000000000001,-0.6000000000000001,-1.0,-1.0,1.0,-1.0,-1.6666666666666665,0.0,-0.9,-1.0,1,2,4,0,0.8571428571428571,-0.7619047619047619,1.0476190476190477,-0.19047619047619047,-0.19047619047619058,-0.5714285714285714,0.0,0.0,0.4,0.44419766796224325,-0.4,-0.44419766796224325,0.28,1.12,-0.8400000000000001,-0.4463476070528968,-0.4368416617510745,0,1,0
E0,2015-02-21,Aston Villa,Stoke,1.0,2.0,A,3.0,11.0,2.0,6.0,11.0,14.0,11.0,3.0,1.0,3.0,1.0,0.0,2.7,3.2,2.9,2.64,3.25,3.01,2.75,3.25,3.05,2.61,3.14,2.88,50.0,2014/2015,PremierLeague,-8.0,-4.0,8.0,-3.0,-1.0,-1.0,3.0,0.36038834951456306,0.3040776699029126,0.33553398058252426,0.027697956577267036,-0.19999999999999973,0.37183234570810636,0.30204227466750794,0.32612537962438565,0.01870610010144902,-0.36999999999999966,0.14000000000000012,0.10999999999999988,0.16999999999999993,0.4,1.0,-0.6,0.6,0.0,2.0,3.0,0.3333333333333333,-1.0,0.7,-0.8,-0.36666666666666664,0.8,1.0,-0.2,1.6,2.0,2.0,3.0,1.3333333333333333,-0.6666666666666666,1.1,-0.5,0.23333333333333317,-0.4,0.0,-0.39999999999999997,-1.0,-2.0,0.0,0.0,-1.0,-0.33333333333333337,-0.40000000000000013,-0.30000000000000004,-0.5999999999999999,1,2,5,1,0.88,-0.88,1.32,-0.2,-0.44000000000000006,-0.6799999999999999,0.2,0.2855103497501785,0.4,0.44419766796224325,-0.2,-0.15868731821206472,0.43999999999999995,1.44,-1.0,0.024854368932038795,0.04570696608372071,0,0,1
SP1,2015-02-21,Atletico Madrid,Almeria,3.0,0.0,H,9.0,9.0,6.0,1.0,13.0,13.0,8.0,4.0,1.0,1.0,1.0,0.0,1.2,6.5,15.0,1.23,6.83,16.5,1.25,7.09,19.0,1.21,6.26,15.64,50.0,2014/2015,LaLiga,0.0,5.0,4.0,0.0,1.0,3.0,3.0,0.7907542579075426,0.14598540145985403,0.0632603406326034,0.05384615384615388,-13.8,0.7970456373076343,0.14353823336579652,0.0594161293265691,0.02002707502118284,-15.27,0.040000000000000036,0.8300000000000001,3.3599999999999994,2.4,0.6,1.8,2.4,4.0,2.0,3.0,3.0,2.6666666666666665,2.7,2.1,0.2999999999999998,1.4,1.6,-0.2,1.8,3.0,1.0,4.0,1.0,-1.0,1.3,-0.6,-0.30000000000000004,1.0,-1.0,2.0,0.5999999999999999,1.0,1.0,-1.0,2.0,3.6666666666666665,1.4000000000000001,2.7,0.5999999999999999,1,2,5,1,2.1739130434782608,1.0869565217391304,1.0,-0.6086956521739131,1.1739130434782608,1.6956521739130435,1.4999999999999998,0.7997334221926025,0.5384615384615384,0.46651116294568473,0.9615384615384613,0.33322225924691773,2.76,1.32,1.4399999999999997,0.7274939172749392,0.7376295079810652,1,0,0
