Div,Date,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,Bb1X2,Season,ShotsDiff,ShotsOnTargetDiff,CornersDiff,FoulsDiff,CardsDiff,GoalDiff,TotalGoals,Prob_H_b365,Prob_D_b365,Prob_A_b365,Margin_B365,OddsDiff_B365,Prob_H_ps,Prob_D_ps,Prob_A_ps,Margin_PS,OddsDiff_PS,OddsSpread_H,OddsSpread_D,OddsSpread_A,Home_GF_last5,Home_GA_last5,Home_GD_last5,Home_Pts_last5,Home_Wins_last5,Home_CleanSheets_last5,Home_Conceded0plus_last5,Home_Pts_last3,Home_GD_last3,Home_Pts_last10,Home_GD_last10,Home_Pts_trend_3v10,Away_GF_last5,Away_GA_last5,Away_GD_last5,Away_Pts_last5,Away_Wins_last5,Away_CleanSheets_last5,Away_Conceded0plus_last5,Away_Pts_last3,Away_GD_last3,Away_Pts_last10,Away_GD_last10,Away_Pts_trend_3v10,FormDiff_GF_last5,FormDiff_GA_last5,FormDiff_GD_last5,FormDiff_Pts_last5,FormDiff_Wins_last5,FormDiff_CleanSheets_last5,FormDiff_Conceded0plus_last5,FormDiff_Pts_last3,FormDiff_GD_last3,FormDiff_Pts_last10,FormDiff_GD_last10,FormDiff_Pts_trend_3v10,IsHomeAlways1,Month,Weekday,IsWeekend,Home_AvgPts_season,Home_AvgGD_season,Away_AvgPts_season,Away_AvgGD_season,SeasonStrength_PtsDiff,SeasonStrength_GDDiff
E0,2014-11-01,Newcastle,Liverpool,A Marriner,1.0,0.0,H,14.0,6.0,3.0,3.0,13.0,8.0,7.0,2.0,4.0,3.0,0.0,0.0,3.8,3.75,2.0,3.77,3.74,2.05,3.85,3.75,2.08,3.72,3.54,2.01,45.0,2014/2015,8.0,0.0,5.0,5.0,1.0,1.0,1.0,0.25553662691652473,0.2589437819420784,0.485519591141397,0.029824561403508643,1.7999999999999998,0.25993971920950115,0.26202479717107463,0.4780354836194241,0.020436546583086024,1.7200000000000002,0.1299999999999999,0.20999999999999996,0.07000000000000028,1.4,1.2,0.2,1.6,2.0,1.0,4.0,2.3333333333333335,0.6666666666666666,1.1111111111111112,-0.5555555555555556,1.2222222222222223,1.4,1.4,0.0,1.6,2.0,1.0,4.0,2.3333333333333335,0.6666666666666666,1.5555555555555556,0.1111111111111111,0.7777777777777779,0.0,-0.19999999999999996,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.4444444444444444,-0.6666666666666667,0.4444444444444444,1,11,5,1,1.1111111111111112,-0.5555555555555556,1.5555555555555556,0.1111111111111111,-0.4444444444444444,-0.6666666666666667
E0,2014-11-01,Stoke,West Ham,C Foy,2.0,2.0,D,21.0,10.0,6.0,2.0,14.0,13.0,9.0,2.0,1.0,1.0,0.0,0.0,2.38,3.4,3.25,2.42,3.37,3.22,2.45,3.5,3.25,2.36,3.29,3.12,46.0,2014/2015,11.0,4.0,7.0,1.0,0.0,0.0,4.0,0.4111321948134093,0.2877925363693865,0.30107526881720437,0.0219780219780219,-0.8700000000000001,0.4049150720917043,0.29076987372757396,0.3043150541807218,0.020518051751558186,-0.8000000000000003,0.0900000000000003,0.20999999999999996,0.1299999999999999,1.2,1.4,-0.2,1.4,2.0,1.0,4.0,1.0,-0.6666666666666666,1.2222222222222223,-0.2222222222222222,-0.22222222222222232,2.2,1.0,1.2,2.4,4.0,1.0,4.0,3.0,1.6666666666666667,1.7777777777777777,0.5555555555555556,1.2222222222222223,-1.0000000000000002,0.3999999999999999,-1.4,-1.0,-2.0,0.0,0.0,-2.0,-2.3333333333333335,-0.5555555555555554,-0.7777777777777778,-1.4444444444444446,1,11,5,1,1.2222222222222223,-0.2222222222222222,1.7777777777777777,0.5555555555555556,-0.5555555555555554,-0.7777777777777778
E0,2014-11-02,Aston Villa,Tottenham,N Swarbrick,1.0,2.0,A,12.0,18.0,1.0,7.0,12.0,11.0,3.0,9.0,3.0,3.0,1.0,0.0,3.75,3.6,2.1,3.89,3.53,2.08,3.9,3.6,2.1,3.72,3.4,2.05,46.0,2014/2015,-6.0,-6.0,-6.0,1.0,1.0,-1.0,3.0,0.26127527216174184,0.2721617418351478,0.4665629860031104,0.02063492063492056,1.65,0.25175122491453883,0.27742557079817454,0.4708232042872865,0.021124758489760698,1.81,0.17999999999999972,0.20000000000000018,0.050000000000000266,0.0,2.6,-2.6,0.0,0.0,0.0,5.0,0.0,-2.3333333333333335,1.1111111111111112,-1.1111111111111112,-1.1111111111111112,0.8,1.6,-0.8,0.8,1.0,1.0,4.0,1.0,-1.0,1.2222222222222223,-0.2222222222222222,-0.22222222222222232,-0.8,1.0,-1.8,-0.8,-1.0,-1.0,1.0,-1.0,-1.3333333333333335,-0.11111111111111116,-0.888888888888889,-0.8888888888888888,1,11,6,1,1.1111111111111112,-1.1111111111111112,1.2222222222222223,-0.2222222222222222,-0.11111111111111116,-0.888888888888889
E0,2014-11-02,Manchester City,Manchester United,M Oliver,1.0,0.0,H,16.0,9.0,6.0,2.0,15.0,9.0,7.0,4.0,3.0,1.0,0.0,1.0,1.91,3.75,4.33,1.9,3.81,4.33,1.95,3.95,4.33,1.88,3.65,4.07,46.0,2014/2015,7.0,4.0,3.0,6.0,1.0,1.0,1.0,0.5127043318187702,0.2611374063396936,0.22615826184153603,0.02117375830784063,-2.42,0.516132564534951,0.2573889429439388,0.22647849252111013,0.019729863291824135,-2.43,0.07000000000000006,0.30000000000000027,0.2599999999999998,2.4,1.2,1.2,2.0,3.0,1.0,4.0,2.0,1.3333333333333333,1.8888888888888888,1.0,0.11111111111111116,2.0,2.0,0.0,1.6,2.0,0.0,5.0,1.6666666666666667,0.3333333333333333,1.4444444444444444,0.3333333333333333,0.22222222222222232,0.3999999999999999,-0.8,1.2,0.3999999999999999,1.0,1.0,-1.0,0.33333333333333326,1.0,0.4444444444444444,0.6666666666666667,-0.11111111111111116,1,11,6,1,1.8888888888888888,1.0,1.4444444444444444,0.3333333333333333,0.4444444444444444,0.6666666666666667
E0,2014-11-03,Crystal Palace,Sunderland,P Dowd,1.0,3.0,A,9.0,8.0,1.0,7.0,12.0,19.0,11.0,2.0,0.0,3.0,1.0,0.0,2.1,3.5,3.8,2.08,3.48,3.96,2.15,3.5,4.0,2.07,3.35,3.73,46.0,2014/2015,1.0,-6.0,9.0,-7.0,-2.0,-2.0,4.0,0.4645476772616137,0.2787286063569682,0.2567237163814181,0.025062656641603898,-1.6999999999999997,0.47104183757178014,0.2815422477440525,0.2474159146841674,0.020650805133563654,-1.88,0.08000000000000007,0.1499999999999999,0.27,1.6,1.6,0.0,1.4,2.0,1.0,4.0,0.3333333333333333,-1.0,1.0,-0.3333333333333333,-0.6666666666666667,0.6,2.2,-1.6,1.0,1.0,2.0,3.0,1.0,-2.6666666666666665,0.8888888888888888,-1.0,0.11111111111111116,1.0,-0.6000000000000001,1.6,0.3999999999999999,1.0,-1.0,1.0,-0.6666666666666667,1.6666666666666665,0.11111111111111116,0.6666666666666667,-0.7777777777777779,1,11,0,0,1.0,-0.3333333333333333,0.8888888888888888,-1.0,0.11111111111111116,0.6666666666666667
E0,2014-11-08,Burnley,Hull,M Clattenburg,1.0,0.0,H,14.0,12.0,3.0,1.0,17.0,17.0,7.0,1.0,6.0,4.0,0.0,0.0,2.5,3.4,3.0,2.52,3.36,3.07,2.6,3.4,3.1,2.49,3.28,2.91,44.0,2014/2015,2.0,2.0,6.0,0.0,2.0,1.0,1.0,0.3893129770992367,0.28625954198473286,0.3244274809160305,0.027450980392156765,-0.5,0.38897687678175485,0.29173265758631617,0.3192904656319291,0.020177343467245645,-0.5499999999999998,0.10999999999999988,0.1200000000000001,0.18999999999999995,0.8,3.0,-2.2,0.2,0.0,0.0,5.0,0.0,-2.3333333333333335,0.4,-1.4,-0.4,1.2,1.4,-0.2,1.0,1.0,2.0,3.0,0.6666666666666666,-0.3333333333333333,1.1,-0.1,-0.43333333333333346,-0.3999999999999999,1.6,-2.0,-0.8,-1.0,-2.0,2.0,-0.6666666666666666,-2.0,-0.7000000000000001,-1.2999999999999998,0.03333333333333344,1,11,5,1,0.4,-1.4,1.1,-0.1,-0.7000000000000001,-1.2999999999999998
E0,2014-11-08,Liverpool,Chelsea,A Taylor,1.0,2.0,A,12.0,15.0,4.0,5.0,9.0,12.0,5.0,7.0,2.0,5.0,0.0,0.0,3.4,3.4,2.3,3.36,3.46,2.31,3.5,3.5,2.34,3.27,3.32,2.26,43.0,2014/2015,-3.0,-1.0,-2.0,-3.0,-3.0,-1.0,3.0,0.2875,0.2875,0.425,0.023017902813299296,1.1,0.2919159380273048,0.28347906120570643,0.4246050007669888,0.019536821559942963,1.0499999999999998,0.22999999999999998,0.18000000000000016,0.08000000000000007,1.2,1.0,0.2,1.6,2.0,1.0,4.0,1.3333333333333333,0.0,1.4,0.0,-0.06666666666666665,2.0,0.6,1.4,2.6,4.0,2.0,3.0,2.3333333333333335,0.6666666666666666,2.6,1.6,-0.2666666666666666,-0.8,0.4,-1.2,-1.0,-2.0,-1.0,1.0,-1.0000000000000002,-0.6666666666666666,-1.2000000000000002,-1.6,0.19999999999999996,1,11,5,1,1.4,0.0,2.6,1.6,-1.2000000000000002,-1.6
E0,2014-11-08,Manchester United,Crystal Palace,C Foy,1.0,0.0,H,23.0,6.0,5.0,1.0,8.0,12.0,11.0,4.0,1.0,3.0,0.0,0.0,1.3,6.0,11.0,1.3,5.87,12.0,1.35,6.0,12.1,1.3,5.53,10.42,44.0,2014/2015,17.0,4.0,7.0,-4.0,-2.0,1.0,1.0,0.7491486946651532,0.1623155505107832,0.08853575482406358,0.02680652680652673,-9.7,0.7519936800076864,0.16654033799148082,0.0814659820008327,0.02292185384178569,-10.7,0.050000000000000044,0.46999999999999975,1.6799999999999997,1.4,1.2,0.2,1.6,2.0,0.0,5.0,0.6666666666666666,-0.3333333333333333,1.3,0.2,-0.6333333333333334,1.2,1.8,-0.6,0.8,1.0,1.0,4.0,0.3333333333333333,-1.0,0.9,-0.5,-0.5666666666666667,0.19999999999999996,-0.6000000000000001,0.8,0.8,1.0,-1.0,1.0,0.3333333333333333,0.6666666666666667,0.4,0.7,-0.06666666666666676,1,11,5,1,1.3,0.2,0.9,-0.5,0.4,0.7
E0,2014-11-08,QPR,Manchester City,M Dean,2.0,2.0,D,17.0,23.0,4.0,6.0,9.0,10.0,7.0,7.0,4.0,2.0,0.0,0.0,7.0,4.75,1.5,7.14,4.73,1.5,7.6,4.9,1.53,6.74,4.5,1.47,44.0,2014/2015,-6.0,-2.0,0.0,-1.0,2.0,0.0,4.0,0.14004914004914004,0.20638820638820637,0.6535626535626535,0.020050125313283207,5.5,0.13756078267141295,0.20764989181266139,0.6547893255159256,0.018139179561888152,5.64,0.8599999999999994,0.40000000000000036,0.06000000000000005,1.2,1.8,-0.6,0.6,1.0,1.0,4.0,1.0,0.0,0.7,-1.1,0.30000000000000004,2.4,1.0,1.4,2.4,4.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,-1.2,0.8,-2.0,-1.7999999999999998,-3.0,-1.0,1.0,-1.0,-1.0,-1.3,-2.1,0.30000000000000004,1,11,5,1,0.7,-1.1,2.0,1.0,-1.3,-2.1
E0,2014-11-08,Southampton,Leicester,M Oliver,2.0,0.0,H,18.0,5.0,6.0,0.0,10.0,12.0,13.0,4.0,2.0,2.0,0.0,0.0,1.44,4.75,8.0,1.44,4.83,8.54,1.5,4.9,9.0,1.43,4.5,7.92,44.0,2014/2015,13.0,6.0,9.0,-2.0,0.0,2.0,2.0,0.674237047551455,0.20440028388928316,0.1213626685592619,0.029970760233918092,-6.5600000000000005,0.6817771607080875,0.20326275598750432,0.1149600833044082,0.018579800653927503,-7.1,0.07000000000000006,0.40000000000000036,1.08,2.4,0.4,2.0,2.4,4.0,3.0,2.0,3.0,3.3333333333333335,2.2,1.6,0.7999999999999998,0.4,1.6,-1.2,0.2,0.0,0.0,5.0,0.0,-1.3333333333333333,0.9,-0.5,-0.9,2.0,-1.2000000000000002,3.2,2.1999999999999997,4.0,3.0,-3.0,3.0,4.666666666666667,1.3000000000000003,2.1,1.6999999999999997,1,11,5,1,2.2,1.6,0.9,-0.5,1.3000000000000003,2.1
E0,2014-11-08,West Ham,Aston Villa,J Moss,0.0,0.0,D,21.0,12.0,5.0,4.0,9.0,10.0,13.0,2.0,0.0,3.0,0.0,0.0,1.75,3.75,5.5,1.75,3.73,5.52,1.76,3.88,5.6,1.72,3.64,5.19,44.0,2014/2015,9.0,1.0,11.0,-1.0,-3.0,0.0,0.0,0.5602716468590832,0.2614601018675722,0.17826825127334467,0.019913419913419883,-3.75,0.5598483839128153,0.26266345089743354,0.17748816518975127,0.020684506463734653,-3.7699999999999996,0.040000000000000036,0.23999999999999977,0.40999999999999925,2.0,1.2,0.8,2.0,3.0,1.0,4.0,2.3333333333333335,1.0,1.7,0.5,0.6333333333333335,0.2,2.4,-2.2,0.0,0.0,0.0,5.0,0.0,-2.0,1.0,-1.1,-1.0,1.8,-1.2,3.0,2.0,3.0,1.0,-1.0,2.3333333333333335,3.0,0.7,1.6,1.6333333333333335,1,11,5,1,1.7,0.5,1.0,-1.1,0.7,1.6
E0,2014-11-09,Sunderland,Everton,L Mason,1.0,1.0,D,10.0,16.0,3.0,7.0,11.0,13.0,5.0,4.0,1.0,2.0,0.0,0.0,4.0,3.5,2.05,4.07,3.48,2.05,4.1,3.55,2.09,3.82,3.4,2.02,43.0,2014/2015,-6.0,-4.0,1.0,-2.0,-1.0,0.0,2.0,0.24425531914893614,0.27914893617021275,0.4765957446808511,0.023519163763066286,1.9500000000000002,0.2406793270155291,0.2814841554463228,0.4778365175381481,0.020861445588106653,2.0200000000000005,0.2799999999999998,0.1499999999999999,0.06999999999999984,1.2,2.4,-1.2,1.4,2.0,1.0,4.0,1.0,-2.6666666666666665,1.1,-0.7,-0.10000000000000009,1.6,0.8,0.8,1.6,2.0,2.0,3.0,2.3333333333333335,1.6666666666666667,1.3,0.2,1.0333333333333334,-0.40000000000000013,1.5999999999999999,-2.0,-0.20000000000000018,0.0,-1.0,1.0,-1.3333333333333335,-4.333333333333333,-0.19999999999999996,-0.8999999999999999,-1.1333333333333335,1,11,6,1,1.1,-0.7,1.3,0.2,-0.19999999999999996,-0.8999999999999999
E0,2014-11-09,Swansea,Arsenal,P Dowd,2.0,1.0,H,11.0,12.0,5.0,4.0,10.0,16.0,6.0,10.0,5.0,5.0,0.0,0.0,3.75,3.5,2.1,3.59,3.5,2.19,3.75,3.55,2.22,3.5,3.36,2.14,44.0,2014/2015,-1.0,1.0,-4.0,-6.0,0.0,1.0,3.0,0.2592592592592593,0.2777777777777778,0.46296296296296297,0.02857142857142847,1.65,0.27285251013630163,0.2798687175398065,0.44727877232389174,0.020886822313922027,1.4,0.25,0.18999999999999995,0.08000000000000007,1.0,0.8,0.2,1.2,1.0,3.0,2.0,1.3333333333333333,0.3333333333333333,1.5,0.3,-0.16666666666666674,1.6,1.0,0.6,1.6,2.0,2.0,3.0,2.3333333333333335,1.6666666666666667,1.7,0.7,0.6333333333333335,-0.6000000000000001,-0.19999999999999996,-0.39999999999999997,-0.40000000000000013,-1.0,1.0,-1.0,-1.0000000000000002,-1.3333333333333335,-0.19999999999999996,-0.39999999999999997,-0.8000000000000003,1,11,6,1,1.5,0.3,1.7,0.7,-0.19999999999999996,-0.39999999999999997
E0,2014-11-09,Tottenham,Stoke,M Jones,1.0,2.0,A,14.0,11.0,4.0,4.0,20.0,13.0,5.0,5.0,3.0,2.0,1.0,0.0,1.7,4.0,5.5,1.69,3.91,5.81,1.73,4.0,6.0,1.67,3.72,5.48,44.0,2014/2015,3.0,0.0,0.0,7.0,2.0,-1.0,3.0,0.5766710353866318,0.24508519003931847,0.1782437745740498,0.020053475935828846,-3.8,0.5803484067760238,0.2508411272254425,0.1688104659985336,0.019587491621605002,-4.119999999999999,0.06000000000000005,0.2799999999999998,0.5199999999999996,1.2,1.6,-0.4,1.4,2.0,1.0,4.0,1.0,-1.0,1.4,-0.1,-0.3999999999999999,1.2,1.4,-0.2,1.4,2.0,1.0,4.0,1.3333333333333333,0.0,1.2,-0.2,0.1333333333333333,0.0,0.20000000000000018,-0.2,0.0,0.0,0.0,0.0,-0.33333333333333326,-1.0,0.19999999999999996,0.1,-0.5333333333333332,1,11,6,1,1.4,-0.1,1.2,-0.2,0.19999999999999996,0.1
E0,2014-11-09,West Brom,Newcastle,C Pawson,0.0,2.0,A,10.0,8.0,2.0,3.0,12.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,2.3,3.5,3.3,2.26,3.45,3.47,2.4,3.5,3.5,2.26,3.34,3.26,44.0,2014/2015,2.0,-1.0,3.0,6.0,0.0,-2.0,2.0,0.42478852519308574,0.27914674512688487,0.29606472968002945,0.0235271974402409,-1.0,0.43358190846302347,0.2840275690221545,0.28239052251482216,0.020517386610308552,-1.2100000000000004,0.14000000000000012,0.16000000000000014,0.2400000000000002,2.0,1.2,0.8,1.6,2.0,2.0,3.0,1.6666666666666667,0.3333333333333333,1.3,0.0,0.3666666666666667,1.2,0.8,0.4,2.0,3.0,2.0,3.0,3.0,1.0,1.3,-0.4,1.7,0.8,0.3999999999999999,0.4,-0.3999999999999999,-1.0,0.0,0.0,-1.3333333333333333,-0.6666666666666667,0.0,0.4,-1.3333333333333333,1,11,6,1,1.3,0.0,1.3,-0.4,0.0,0.4
E0,2014-11-22,Arsenal,Manchester United,M Dean,1.0,2.0,A,23.0,12.0,9.0,2.0,12.0,8.0,11.0,5.0,2.0,1.0,0.0,0.0,2.15,3.6,3.5,2.16,3.67,3.51,2.3,3.75,3.6,2.15,3.46,3.4,45.0,2014/2015,11.0,7.0,6.0,4.0,1.0,-1.0,3.0,0.4521801543154494,0.2700520366050601,0.27776780907949034,0.02860834256183109,-1.35,0.45373276271992385,0.2670470756062768,0.2792201616737993,0.020342811895945445,-1.3499999999999996,0.1499999999999999,0.29000000000000004,0.20000000000000018,1.6,1.2,0.4,1.4,2.0,2.0,3.0,2.0,1.3333333333333333,1.4,0.5,0.6000000000000001,1.2,1.0,0.2,1.6,2.0,1.0,4.0,1.3333333333333333,0.0,1.6,0.4,-0.26666666666666683,0.40000000000000013,0.19999999999999996,0.2,-0.20000000000000018,0.0,1.0,-1.0,0.6666666666666667,1.3333333333333333,-0.20000000000000018,0.09999999999999998,0.8666666666666669,1,11,5,1,1.5454545454545454,0.5454545454545454,1.4545454545454546,0.2727272727272727,0.09090909090909083,0.2727272727272727
E0,2014-11-22,Chelsea,West Brom,L Mason,2.0,0.0,H,21.0,5.0,8.0,1.0,7.0,9.0,15.0,0.0,1.0,0.0,0.0,1.0,1.25,6.5,15.0,1.24,6.64,15.21,1.26,7.0,17.0,1.23,6.22,13.88,47.0,2014/2015,16.0,7.0,15.0,-2.0,0.0,2.0,2.0,0.7839195979899497,0.1507537688442211,0.06532663316582914,0.020512820512820662,-13.75,0.7884742099987196,0.14724518379494161,0.06428060620633874,0.022800242134153548,-13.97,0.030000000000000027,0.7800000000000002,3.119999999999999,1.8,0.8,1.0,2.6,4.0,1.0,4.0,2.3333333333333335,0.6666666666666666,2.6,1.5,-0.2666666666666666,1.2,1.6,-0.4,1.0,1.0,1.0,4.0,1.3333333333333333,-0.3333333333333333,1.2,-0.2,0.1333333333333333,0.6000000000000001,-0.8,1.4,1.6,3.0,0.0,0.0,1.0000000000000002,1.0,1.4000000000000001,1.7,-0.3999999999999999,1,11,5,1,2.6363636363636362,1.5454545454545454,1.1818181818181819,-0.18181818181818182,1.4545454545454544,1.7272727272727273
E0,2014-11-22,Everton,West Ham,M Clattenburg,2.0,1.0,H,14.0,14.0,4.0,3.0,10.0,13.0,1.0,5.0,2.0,3.0,0.0,0.0,1.85,3.8,4.5,1.85,3.82,4.59,1.91,3.85,4.8,1.83,3.6,4.46,47.0,2014/2015,0.0,1.0,-4.0,-3.0,-1.0,1.0,3.0,0.5268833769835156,0.25650901247881686,0.21660761053766756,0.025920657499604705,-2.65,0.5298453114470737,0.25660047805682895,0.2135542104960973,0.020185568999859127,-2.7399999999999998,0.07999999999999985,0.25,0.33999999999999986,1.6,0.8,0.8,1.6,2.0,2.0,3.0,1.6666666666666667,0.6666666666666666,1.3,0.2,0.3666666666666667,1.8,0.8,1.0,2.2,3.0,2.0,3.0,1.6666666666666667,0.3333333333333333,1.8,0.6,-0.1333333333333333,-0.19999999999999996,0.0,-0.19999999999999996,-0.6000000000000001,-1.0,0.0,0.0,0.0,0.3333333333333333,-0.5,-0.39999999999999997,0.5,1,11,5,1,1.2727272727272727,0.18181818181818182,1.6363636363636365,0.45454545454545453,-0.36363636363636376,-0.2727272727272727
E0,2014-11-22,Leicester,Sunderland,R Madley,0.0,0.0,D,13.0,10.0,4.0,5.0,18.0,12.0,6.0,9.0,2.0,3.0,0.0,0.0,2.1,3.5,3.8,2.1,3.51,3.87,2.25,3.6,4.0,2.1,3.34,3.69,45.0,2014/2015,3.0,-1.0,-3.0,6.0,-1.0,0.0,0.0,0.4645476772616137,0.2787286063569682,0.2567237163814181,0.025062656641603898,-1.6999999999999997,0.46708754990251594,0.27945408968526597,0.2534583604122179,0.019488693907298682,-1.77,0.1499999999999999,0.26000000000000023,0.31000000000000005,0.4,1.6,-1.2,0.2,0.0,0.0,5.0,0.0,-1.6666666666666667,0.8,-0.7,-0.8,1.4,2.6,-1.2,1.4,2.0,0.0,5.0,1.3333333333333333,0.0,1.1,-0.7,0.23333333333333317,-0.9999999999999999,-1.0,0.0,-1.2,-2.0,0.0,0.0,-1.3333333333333333,-1.6666666666666667,-0.30000000000000004,0.0,-1.0333333333333332,1,11,5,1,0.8181818181818182,-0.6363636363636364,1.0909090909090908,-0.6363636363636364,-0.2727272727272726,0.0
E0,2014-11-22,Manchester City,Swansea,N Swarbrick,2.0,1.0,H,23.0,8.0,10.0,3.0,13.0,9.0,7.0,3.0,2.0,1.0,0.0,0.0,1.4,5.25,8.5,1.39,5.36,8.85,1.43,5.5,9.5,1.37,5.01,8.24,47.0,2014/2015,15.0,7.0,4.0,4.0,1.0,1.0,3.0,0.6986301369863014,0.1863013698630137,0.11506849315068494,0.022408963585434094,-7.1,0.7060199827647539,0.18309100299309844,0.11088901424214777,0.01898597489324505,-7.46,0.05999999999999983,0.4900000000000002,1.2599999999999998,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.3333333333333333,0.0,1.8,0.8,-0.4666666666666668,1.4,1.0,0.4,1.6,2.0,2.0,3.0,2.3333333333333335,1.0,1.5,0.3,0.8333333333333335,0.6000000000000001,0.0,0.6,0.3999999999999999,1.0,0.0,0.0,-1.0000000000000002,-1.0,0.30000000000000004,0.5,-1.3000000000000003,1,11,5,1,1.9090909090909092,0.9090909090909091,1.6363636363636365,0.36363636363636365,0.2727272727272727,0.5454545454545454
E0,2014-11-22,Newcastle,QPR,C Foy,1.0,0.0,H,14.0,13.0,6.0,4.0,12.0,15.0,16.0,7.0,2.0,3.0,0.0,0.0,1.83,3.75,4.75,1.85,3.71,4.75,1.91,3.75,4.9,1.82,3.55,4.56,47.0,2014/2015,1.0,2.0,9.0,-3.0,-1.0,1.0,1.0,0.5338278264778602,0.2605079793211958,0.20566419420094403,0.02364106988783421,-2.92,0.5296256780921754,0.26409905780876675,0.20627526409905783,0.020608635305755296,-2.9,0.08999999999999986,0.20000000000000018,0.34000000000000075,1.6,0.6,1.0,2.6,4.0,3.0,2.0,3.0,1.3333333333333333,1.6,0.0,1.4,1.4,1.8,-0.4,0.8,1.0,1.0,4.0,1.3333333333333333,0.3333333333333333,0.8,-1.0,0.5333333333333332,0.20000000000000018,-1.2000000000000002,1.4,1.8,3.0,2.0,-2.0,1.6666666666666667,1.0,0.8,1.0,0.8666666666666667,1,11,5,1,1.4545454545454546,-0.18181818181818182,0.7272727272727273,-1.0,0.7272727272727273,0.8181818181818181
E0,2014-11-22,Stoke,Burnley,M Atkinson,1.0,2.0,A,25.0,5.0,4.0,4.0,10.0,9.0,14.0,0.0,2.0,2.0,0.0,0.0,1.7,3.8,5.75,1.68,3.89,5.9,1.74,3.9,6.0,1.69,3.66,5.49,45.0,2014/2015,20.0,0.0,14.0,1.0,0.0,-1.0,3.0,0.5737166863594592,0.2566627281081791,0.16962058553236184,0.02530623233274998,-4.05,0.5825393038260631,0.251585097796346,0.16587559837759086,0.021799029402183923,-4.220000000000001,0.050000000000000044,0.23999999999999977,0.5099999999999998,1.4,1.6,-0.2,1.4,2.0,0.0,5.0,1.3333333333333333,0.0,1.5,0.0,-0.16666666666666674,1.0,2.2,-1.2,0.8,1.0,1.0,4.0,1.0,-1.3333333333333333,0.7,-1.1,0.30000000000000004,0.3999999999999999,-0.6000000000000001,1.0,0.5999999999999999,1.0,-1.0,1.0,0.33333333333333326,1.3333333333333333,0.8,1.1,-0.4666666666666668,1,11,5,1,1.3636363636363635,-0.09090909090909091,0.6363636363636364,-1.1818181818181819,0.7272727272727272,1.090909090909091
E0,2014-11-23,Crystal Palace,Liverpool,J Moss,3.0,1.0,H,15.0,12.0,5.0,1.0,21.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,4.33,3.7,1.91,4.65,3.74,1.86,4.7,3.74,1.95,4.41,3.5,1.86,44.0,2014/2015,3.0,4.0,1.0,11.0,-1.0,2.0,4.0,0.22536298204940955,0.26373559791187656,0.5109014200387137,0.024777361911444196,2.42,0.21082299887260428,0.26211950394588496,0.5270574971815107,0.020067851187395735,2.79,0.29000000000000004,0.2400000000000002,0.08999999999999986,0.8,2.0,-1.2,0.2,0.0,0.0,5.0,0.3333333333333333,-1.0,0.9,-0.5,-0.5666666666666667,1.2,1.2,0.0,1.4,2.0,1.0,4.0,0.3333333333333333,-0.6666666666666666,1.1,-0.2,-0.7666666666666668,-0.3999999999999999,0.8,-1.2,-1.2,-2.0,-1.0,1.0,0.0,-0.33333333333333337,-0.20000000000000007,-0.3,0.20000000000000018,1,11,6,1,0.8181818181818182,-0.5454545454545454,1.2727272727272727,-0.09090909090909091,-0.4545454545454545,-0.4545454545454545
E0,2014-11-23,Hull,Tottenham,C Pawson,1.0,2.0,A,10.0,23.0,2.0,6.0,15.0,9.0,3.0,9.0,3.0,1.0,1.0,0.0,3.6,3.4,2.2,3.72,3.46,2.16,3.72,3.5,2.25,3.48,3.33,2.16,45.0,2014/2015,-13.0,-4.0,-6.0,6.0,3.0,-1.0,3.0,0.2706222865412446,0.2865412445730825,0.4428364688856729,0.02644087938205586,1.4,0.26334038054968284,0.28312896405919663,0.4535306553911205,0.020797508304500667,1.56,0.2400000000000002,0.16999999999999993,0.08999999999999986,0.8,0.8,0.0,1.0,1.0,2.0,3.0,0.3333333333333333,-0.6666666666666666,0.8,-0.3,-0.46666666666666673,1.2,1.8,-0.6,1.2,2.0,1.0,4.0,1.0,-0.3333333333333333,1.1,-0.3,-0.10000000000000009,-0.3999999999999999,-1.0,0.6,-0.19999999999999996,-1.0,1.0,-1.0,-0.6666666666666667,-0.3333333333333333,-0.30000000000000004,0.0,-0.36666666666666664,1,11,6,1,1.0,-0.18181818181818182,1.2727272727272727,-0.18181818181818182,-0.2727272727272727,0.0
