precision,recall,f1-score,support,Model,League
0.5223880597014925,0.603448275862069,0.56,232.0,Random Forest,premier_league
0.27631578947368424,0.2485207100591716,0.2616822429906542,169.0,Random Forest,premier_league
0.6617647058823529,0.6267409470752089,0.6437768240343348,359.0,Random Forest,premier_league
0.5355263157894737,0.5355263157894737,0.5355263157894737,0.5355263157894737,Random Forest,premier_league
0.48682285168584327,0.4929033109988164,0.4884863556749964,760.0,Random Forest,premier_league
0.5335064837941627,0.5355263157894737,0.5332370774917721,760.0,Random Forest,premier_league
