YearMonth,Accuracy,Model
2022-08,0.4444444444444444,XGBoost
2022-09,0.32142857142857145,XGBoost
2022-10,0.45454545454545453,XGBoost
2022-11,0.5555555555555556,XGBoost
2023-01,0.6666666666666666,XGBoost
2023-02,0.4444444444444444,XGBoost
2023-03,0.5,XGBoost
2023-04,0.36363636363636365,XGBoost
2023-05,0.4166666666666667,XGBoost
2023-08,0.6666666666666666,XGBoost
2023-09,0.47058823529411764,XGBoost
2023-10,0.5517241379310345,XGBoost
2023-11,0.25925925925925924,XGBoost
2023-12,0.45714285714285713,XGBoost
2024-01,0.4444444444444444,XGBoost
2024-02,0.43243243243243246,XGBoost
2024-03,0.4166666666666667,XGBoost
2024-04,0.5833333333333334,XGBoost
2024-05,0.4444444444444444,XGBoost
