Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.6944444444444444,0.10964912280701754,0.1893939393939394,228.0,Ridge Regression,serie_a,linear_regression,A,2022-07-01
D,0.29707792207792205,0.8632075471698113,0.4420289855072464,212.0,Ridge Regression,serie_a,linear_regression,A,2022-07-01
H,0.7314814814814815,0.246875,0.3691588785046729,320.0,Ridge Regression,serie_a,linear_regression,A,2022-07-01
accuracy,0.37763157894736843,0.37763157894736843,0.37763157894736843,0.37763157894736843,Ridge Regression,serie_a,linear_regression,A,2022-07-01
macro avg,0.5743346160012827,0.4065772233256096,0.3335272678019529,760.0,Ridge Regression,serie_a,linear_regression,A,2022-07-01
weighted avg,0.599194640642009,0.37763157894736843,0.3355563213563812,760.0,Ridge Regression,serie_a,linear_regression,A,2022-07-01
