Model,Accuracy,Macro-F1,League,Experiment,Option,RMSE,R²,SplitDate,N_test
Linear Regression,0.48026315789473684,0.4780119456496048,serie_a,linear_regression,GoalDiff Regression,1.4878559425336788,0.2198055492964356,2022-07-01,760
Ridge Regression,0.48026315789473684,0.4790103702973712,serie_a,linear_regression,GoalDiff Regression,1.4777015698549498,0.23041860732043795,2022-07-01,760
Lasso Regression,0.4842105263157895,0.4806594992892333,serie_a,linear_regression,GoalDiff Regression,1.4737935048825068,0.23448383549972074,2022-07-01,760
Elastic Net Regression,0.4855263157894737,0.48215154023789814,serie_a,linear_regression,GoalDiff Regression,1.4745160939760356,0.23373299865189712,2022-07-01,760
