Metric,Baseline_HomeWin,Linear_Regression,Gain_vs_Baseline
Accuracy,0.42105263157894735,0.39210526315789473,-0.02894736842105261
Macro-F1,0.19753086419753085,0.35819441537292934,0.1606635511753985
