Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.7441860465116279,0.14035087719298245,0.23616236162361623,228.0,Elastic Net Regression,serie_a,linear_regression,A,2022-07-01
D,0.3034825870646766,0.8632075471698113,0.449079754601227,212.0,Elastic Net Regression,serie_a,linear_regression,A,2022-07-01
H,0.7456140350877193,0.265625,0.391705069124424,320.0,Elastic Net Regression,serie_a,linear_regression,A,2022-07-01
accuracy,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.39473684210526316,Elastic Net Regression,serie_a,linear_regression,A,2022-07-01
macro avg,0.5977608895546745,0.4230611414542646,0.3589823951164224,760.0,Elastic Net Regression,serie_a,linear_regression,A,2022-07-01
weighted avg,0.6218542345926746,0.39473684210526316,0.36104677440192146,760.0,Elastic Net Regression,serie_a,linear_regression,A,2022-07-01
