Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,Bb1X2,Season
SP1,2014-11-03,Vallecano,Eibar,2,3,A,16,8,6,5,10,14,11,2,1,2,0,0,2.05,3.2,3.8,2.05,3.46,4.12,2.1,3.46,4.2,2.03,3.31,3.9,46.0,2014/2015
SP1,2014-11-07,Cordoba,Deportivo La Coruna,0,0,D,14,6,6,2,10,5,3,2,4,0,0,1,2.25,3.1,3.4,2.37,3.22,3.49,2.4,3.4,3.5,2.32,3.18,3.29,44.0,2014/2015
SP1,2014-11-08,Almeria,Barcelona,1,2,A,6,18,2,6,16,9,4,5,2,0,0,0,17.0,7.5,1.14,21.08,8.5,1.17,21.0,8.42,1.2,16.78,7.32,1.17,44.0,2014/2015
SP1,2014-11-08,Celta,Granada,0,0,D,17,8,5,1,14,17,6,2,1,5,0,0,1.57,3.8,6.0,1.57,4.18,6.96,1.6,4.24,7.0,1.56,3.93,6.29,44.0,2014/2015
SP1,2014-11-08,Getafe,Elche,0,0,D,16,11,3,5,11,8,9,2,1,2,0,0,2.0,3.2,4.0,2.03,3.31,4.43,2.06,3.5,4.52,2.0,3.25,4.06,44.0,2014/2015
SP1,2014-11-08,Malaga,Eibar,2,1,H,15,7,8,3,9,15,5,3,3,2,0,1,1.57,3.75,6.0,1.58,4.05,7.12,1.65,4.1,7.2,1.58,3.8,6.42,44.0,2014/2015
SP1,2014-11-08,Real Madrid,Vallecano,5,1,H,16,15,11,6,12,15,4,6,0,4,0,0,1.05,15.0,26.0,1.07,17.49,30.69,1.1,17.25,42.0,1.07,13.01,27.41,44.0,2014/2015
SP1,2014-11-09,Sevilla,Levante,1,1,D,15,16,6,5,13,10,6,5,2,6,0,0,1.25,5.5,12.0,1.3,5.91,12.68,1.3,6.1,13.5,1.28,5.46,11.69,44.0,2014/2015
SP1,2014-11-09,Espanol,Villarreal,1,1,D,11,9,4,5,16,25,6,7,3,3,0,0,3.1,3.2,2.3,3.19,3.35,2.45,3.2,3.4,2.6,2.96,3.22,2.44,44.0,2014/2015
SP1,2014-11-09,Valencia,Athletic Bilbao,0,0,D,8,4,1,1,13,17,2,4,0,2,0,0,1.62,4.0,5.25,1.64,4.17,5.9,1.67,4.17,6.2,1.63,3.87,5.5,44.0,2014/2015
SP1,2014-11-09,Sociedad,Atletico Madrid,2,1,H,11,4,5,2,17,17,2,1,2,6,0,1,4.33,3.6,1.8,4.94,3.63,1.84,4.96,3.75,1.91,4.5,3.53,1.83,44.0,2014/2015
SP1,2014-11-21,Athletic Bilbao,Espanol,3,1,H,9,8,5,3,15,18,5,3,0,5,0,0,1.8,3.5,4.5,1.89,3.65,4.59,1.92,3.65,5.2,1.84,3.5,4.53,47.0,2014/2015
SP1,2014-11-22,Atletico Madrid,Malaga,3,1,H,11,4,5,1,18,14,4,3,1,3,1,1,1.44,4.2,7.5,1.48,4.45,8.32,1.5,4.5,9.3,1.46,4.28,7.52,46.0,2014/2015
SP1,2014-11-22,Barcelona,Sevilla,5,1,H,16,2,10,0,8,21,5,4,1,2,0,0,1.2,7.0,11.0,1.23,7.34,13.99,1.3,7.5,14.5,1.23,6.53,11.98,47.0,2014/2015
SP1,2014-11-22,Eibar,Real Madrid,0,4,A,10,19,2,8,16,9,4,2,4,2,0,0,15.0,6.5,1.18,17.05,7.55,1.21,18.0,7.6,1.25,14.89,6.78,1.19,47.0,2014/2015
SP1,2014-11-22,Deportivo La Coruna,Sociedad,0,0,D,11,17,4,5,14,11,8,6,3,1,0,0,3.4,3.25,2.15,3.65,3.36,2.23,3.65,3.4,2.32,3.37,3.28,2.22,47.0,2014/2015
SP1,2014-11-23,Elche,Cordoba,2,2,D,17,10,6,3,16,14,6,2,3,4,0,0,2.0,3.2,4.0,1.99,3.34,4.59,2.02,3.45,4.6,1.96,3.27,4.22,47.0,2014/2015
SP1,2014-11-23,Levante,Valencia,2,1,H,10,17,5,6,20,18,4,5,2,1,0,0,5.0,3.75,1.67,6.04,3.87,1.68,6.04,4.0,1.73,5.34,3.71,1.68,47.0,2014/2015
SP1,2014-11-23,Vallecano,Celta,1,0,H,9,14,3,4,14,16,2,9,6,4,0,0,2.7,3.3,2.55,2.76,3.6,2.63,2.82,3.6,2.7,2.68,3.38,2.59,47.0,2014/2015
