Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.6216216216216216,0.39655172413793105,0.4842105263157895,232.0,Lasso Regression,premier_league,linear_regression,B,2022-07-01
D,0.28431372549019607,0.514792899408284,0.3663157894736842,169.0,Lasso Regression,premier_league,linear_regression,B,2022-07-01
H,0.7026143790849673,0.5988857938718662,0.6466165413533834,359.0,Lasso Regression,premier_league,linear_regression,B,2022-07-01
accuracy,0.5184210526315789,0.5184210526315789,0.5184210526315789,0.5184210526315789,Lasso Regression,premier_league,linear_regression,B,2022-07-01
macro avg,0.536183242065595,0.5034101391393605,0.499047619047619,760.0,Lasso Regression,premier_league,linear_regression,B,2022-07-01
weighted avg,0.5848734183099508,0.5184210526315789,0.5347099327265532,760.0,Lasso Regression,premier_league,linear_regression,B,2022-07-01
