Metric,Baseline_HomeWin,Linear_Regression,Gain_vs_Baseline
Accuracy,0.4723684210526316,0.39342105263157895,-0.07894736842105265
Macro-F1,0.2138814417634793,0.38676318640100305,0.17288174463752373
