Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.7,0.1810344827586207,0.2876712328767123,232.0,Lasso Regression,premier_league,linear_regression,A,2022-07-01
D,0.24041811846689895,0.8165680473372781,0.3714670255720054,169.0,Lasso Regression,premier_league,linear_regression,A,2022-07-01
H,0.7857142857142857,0.2757660167130919,0.40824742268041236,359.0,Lasso Regression,premier_league,linear_regression,A,2022-07-01
accuracy,0.3671052631578947,0.3671052631578947,0.3671052631578947,0.3671052631578947,Lasso Regression,premier_league,linear_regression,A,2022-07-01
macro avg,0.5753774680603949,0.42445618226966353,0.3557952270430434,760.0,Lasso Regression,premier_league,linear_regression,A,2022-07-01
weighted avg,0.6382922244635979,0.3671052631578947,0.3632611553833345,760.0,Lasso Regression,premier_league,linear_regression,A,2022-07-01
