TrainSize,Train_F1_macro,CV_F1_macro
212,0.5905004163067888,0.4549520944450175
595,0.5539921597283125,0.44808779175114494
978,0.5534526757487532,0.47985119298466383
1361,0.5217845201396647,0.46190594431230225
1744,0.539566649497629,0.5069919554713901
2128,0.5387785929650825,0.5025286912204978
