TrainSize,Train_F1,CV_F1
212,0.7301163106024049,0.4293964890453464
532,0.753301265703848,0.436249362507003
1064,0.7316902897994846,0.4408399986765824
1596,0.7084360074300969,0.4557090950978967
2128,0.6876162815983893,0.4502917200191698
