Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.5670103092783505,0.2558139534883721,0.3525641025641026,215.0,Lasso Regression,la_liga,linear_regression,B,2022-07-01
D,0.3061797752808989,0.5561224489795918,0.39492753623188404,196.0,Lasso Regression,la_liga,linear_regression,B,2022-07-01
H,0.6710097719869706,0.5902578796561605,0.6280487804878049,349.0,Lasso Regression,la_liga,linear_regression,B,2022-07-01
accuracy,0.4868421052631579,0.4868421052631579,0.4868421052631579,0.4868421052631579,Lasso Regression,la_liga,linear_regression,B,2022-07-01
macro avg,0.5147332855154066,0.46739809404137483,0.4585134730945972,760.0,Lasso Regression,la_liga,linear_regression,B,2022-07-01
weighted avg,0.5475011353596767,0.4868421052631579,0.4899948730828621,760.0,Lasso Regression,la_liga,linear_regression,B,2022-07-01
