Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.5643564356435643,0.2651162790697674,0.36075949367088606,215.0,Elastic Net Regression,la_liga,linear_regression,B,2022-07-01
D,0.3032069970845481,0.5306122448979592,0.38589981447124305,196.0,Elastic Net Regression,la_liga,linear_regression,B,2022-07-01
H,0.6613924050632911,0.5988538681948424,0.6285714285714286,349.0,Elastic Net Regression,la_liga,linear_regression,B,2022-07-01
accuracy,0.4868421052631579,0.4868421052631579,0.4868421052631579,0.4868421052631579,Elastic Net Regression,la_liga,linear_regression,B,2022-07-01
macro avg,0.5096519459304679,0.464860797387523,0.45841024557118587,760.0,Elastic Net Regression,la_liga,linear_regression,B,2022-07-01
weighted avg,0.5415673084987189,0.4868421052631579,0.4902251096671483,760.0,Elastic Net Regression,la_liga,linear_regression,B,2022-07-01
