Class,precision,recall,f1-score,support,Model,League,Experiment,Option,SplitDate
A,0.75,0.04186046511627907,0.07929515418502203,215.0,Ridge Regression,la_liga,linear_regression,A,2022-07-01
D,0.2759170653907496,0.8826530612244898,0.4204131227217497,196.0,Ridge Regression,la_liga,linear_regression,A,2022-07-01
H,0.7603305785123967,0.2636103151862464,0.39148936170212767,349.0,Ridge Regression,la_liga,linear_regression,A,2022-07-01
accuracy,0.3605263157894737,0.3605263157894737,0.3605263157894737,0.3605263157894737,Ridge Regression,la_liga,linear_regression,A,2022-07-01
macro avg,0.5954158813010487,0.39604128050900506,0.29706587953629976,760.0,Ridge Regression,la_liga,linear_regression,A,2022-07-01
weighted avg,0.6324804167334387,0.3605263157894737,0.31063054925958583,760.0,Ridge Regression,la_liga,linear_regression,A,2022-07-01
