TrainSize,Train_F1,CV_F1
212,0.748093653075184,0.46051864872749704
532,0.7434064129973648,0.4634328293354222
1064,0.7155030284391677,0.4791331685853649
1596,0.6950827288480111,0.4922178365280094
2128,0.6803638973035782,0.5028664394427664
